ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
hsa05322,Systemic lupus erythematosus,70,0.757746368574135,2.51955016847244,1e-10,3.25e-08,1.4138662570892e-08,1630,"tags=64%, list=17%, signal=54%",8348/8970/8342/8344/3014/8359/8365/8334/8335/8343/720/8347/3021/8363/3012/6738/8341/8350/8366/9555/8339/3017/8349/317772/8361/714/8346/718/8329/6628/8968/3113/8331/8969/3013/8336/8332/8345/8368/81/8355/85235/8360/8356/8354,
hsa03082,ATP-dependent chromatin remodeling,86,0.628406891002354,2.19047671442231,2.44117761962099e-07,3.9669136318841e-05,1.72574933197173e-05,1476,"tags=47%, list=15%, signal=40%",86/8099/3014/8334/8335/8110/9274/3012/9219/3065/9555/317772/9112/4798/10467/27443/8329/54107/6599/6605/55257/8331/6760/6598/8969/3013/8336/80314/29117/65980/9031/8332/6603/6602/2186/71/8089/11177/10263/85235,0.674962860011025
hsa04925,Aldosterone synthesis and secretion,46,-0.72483191813178,-2.01684696645145,1.35201850431476e-05,0.000617666116599625,0.000268706855510011,671,"tags=33%, list=7%, signal=30%",814/5332/816/491/6770/801/3708/5138/805/5581/57118/23236/107/490/5567,0.593325476396405
hsa03030,DNA replication,20,0.778771692939299,2.00637831091452,0.000130955427090787,0.00283736758696706,0.00123435639697579,1821,"tags=75%, list=19%, signal=61%",5982/10714/10535/4171/2237/5981/54107/3978/57804/4172/4174/5426/5984/5983/5425,0.518848077743792
hsa04970,Salivary secretion,38,-0.73953722873599,-1.97965694742285,1.52040890239908e-05,0.000617666116599625,0.000268706855510011,1524,"tags=50%, list=16%, signal=42%",115/148/1131/477/808/108/280/2977/5332/153/2983/491/801/3708/805/23236/107/490/5567,0.593325476396405
hsa03010,Ribosome,104,0.553578681516806,1.96267140493948,5.64664913584132e-06,0.000577747428583329,0.000251340798275084,830,"tags=22%, list=9%, signal=20%",100169751/6210/6187/6203/10399/6223/6159/6132/6202/6170/6157/6156/6222/25873/2197/6205/6209/79590/6161/6230/55168/6147/6134,0.610526878385931
hsa04720,Long-term potentiation,39,-0.732605919608503,-1.95546240287956,2.87050994246467e-05,0.000896754573584208,0.0003901203176865,1275,"tags=46%, list=13%, signal=40%",5594/808/2911/5604/814/5532/5595/5332/2891/816/801/3708/805/5530/23236/107/5567/5534,0.575610261071129
hsa04022,cGMP-PKG signaling pathway,82,-0.642006061202575,-1.92740568987652,9.03251538522145e-06,0.000578620108485811,0.000251720445249656,1299,"tags=37%, list=13%, signal=32%",477/5594/808/4209/1386/108/5604/7416/10000/4659/2977/488/5532/5595/5332/153/2983/4985/491/801/3708/7419/5138/805/5581/5530/23236/107/490/5534,0.593325476396405
hsa04115,p53 signaling pathway,47,0.62354933437539,1.9145588004977,0.000192524034809645,0.0030749078607987,0.00133769491324357,1483,"tags=38%, list=15%, signal=33%",7157/1019/3486/3732/595/1017/581/894/10912/8795/10848/1643/55240/7057/891/1021/56475/8493,0.518848077743792
hsa05202,Transcriptional misregulation in cancer,103,0.536527429951469,1.8809208501198,1.79395416101739e-05,0.000647816780367393,0.000281823472780807,2275,"tags=50%, list=23%, signal=38%",1031/6667/7157/3486/4609/2521/5914/3021/26471/8091/581/894/8350/5090/10912/3065/5154/64332/84444/1643/8968/2130/5970/6760/5328/4804/2115/6688/25942/8355/1848/5546/3576/6935/8356/8354/5371/4149/4211/653604/8353/4086/890/51804/9611/8148/1647/3569/8842/5327/51426,0.575610261071129
hsa05171,Coronavirus disease,112,0.529553249800311,1.87716695328372,7.11073758256405e-06,0.000577747428583329,0.000251340798275084,1531,"tags=35%, list=16%, signal=30%",6210/6187/6203/6223/6159/720/6132/5648/3654/6202/6170/6157/6156/6222/7132/25873/6774/2197/6205/714/6209/718/6161/6230/3592/6147/6134/5970/4940/3551/834/2353/6142/6227/6194/8829/3576/6137/340061,0.610526878385931
hsa04924,Renin secretion,32,-0.735768767887903,-1.87657352307273,0.000159257761141607,0.00287548735394568,0.00125093985920939,663,"tags=41%, list=7%, signal=38%",5153/2977/5532/5332/153/2983/801/3708/805/5530/23236/5567/5534,0.518848077743792
hsa04911,Insulin secretion,39,-0.701785937993735,-1.87319809994119,0.000154796836212205,0.00287548735394568,0.00125093985920939,1705,"tags=49%, list=18%, signal=40%",3781/54795/115/1131/477/1386/108/27445/11069/5332/6804/5864/816/3767/9699/6833/23236/107/5567,0.518848077743792
hsa05168,Herpes simplex virus 1 infection,91,0.530404217488085,1.8720850141015,0.000117041272556347,0.00280556483209864,0.00122052106097858,1098,"tags=24%, list=11%, signal=22%",1978/7157/3690/56829/3133/3654/6428/581/7132/8892/3106/811/718/3592/3105/3113/3107/8772/5970/4940/3551/6427,0.538434096309916
hsa05330,Allograft rejection,10,0.859245933659323,1.87119660115439,0.00034578065246993,0.00432225815587412,0.00188033691108277,852,"tags=60%, list=9%, signal=55%",3133/3106/3592/3105/3113/3107,0.49849310876659
hsa04750,Inflammatory mediator regulation of TRP channels,50,-0.662771685336811,-1.86122739703045,0.000283643080423997,0.00384100004740829,0.00167097241861803,1625,"tags=38%, list=17%, signal=32%",5600/115/162514/8681/808/108/5608/5295/5332/6714/816/801/3708/805/5581/23236/107/5601/5567,0.49849310876659
hsa04613,Neutrophil extracellular trap formation,112,0.522946744086514,1.8537481295728,1.06822173874304e-05,0.000578620108485811,0.000251720445249656,1630,"tags=45%, list=17%, signal=38%",8348/8970/8342/8344/3690/3014/8359/8365/8334/8335/8343/8347/3021/8363/3012/8341/1535/653361/8350/8366/3065/9555/8339/3017/8349/317772/8361/8346/718/8329/8968/5970/8331/8969/3013/8336/834/8332/8345/837/8368/8355/71/85235/6404/5880/8360/79792/8356/8354,0.593325476396405
hsa04921,Oxytocin signaling pathway,85,-0.616136723976751,-1.84430896588132,3.03516932597732e-05,0.000896754573584208,0.0003901203176865,1275,"tags=38%, list=13%, signal=33%",5594/808/59283/55799/108/3760/5604/781/7226/3763/4659/814/2977/5532/5595/5332/2983/785/2775/6714/816/782/801/3708/805/57118/5530/23236/107/5567/784/5534,0.575610261071129
hsa04972,Pancreatic secretion,36,-0.70391013944702,-1.83759464441606,0.000575470474828991,0.00685427790208863,0.00298185607460777,1524,"tags=42%, list=16%, signal=35%",115/1131/477/108/9545/280/488/5332/8766/491/3708/7220/23236/107/490,0.477270815362862
hsa04261,Adrenergic signaling in cardiomyocytes,81,-0.608096013512105,-1.81413362064323,8.94717506169305e-05,0.0024231932458752,0.00105417574299982,1524,"tags=38%, list=16%, signal=33%",115/148/5529/477/5594/808/59283/1386/55799/108/781/5515/6330/11069/10000/488/5595/5332/153/785/816/491/782/801/6324/805/23236/107/490/5567/784,0.538434096309916
hsa03040,Spliceosome,104,0.511145642089845,1.81222826850985,0.000120855100459634,0.00280556483209864,0.00122052106097858,1611,"tags=40%, list=17%, signal=34%",55119/2521/3310/6428/26835/23450/6626/7307/26871/9775/27316/6434/6631/9343/7536/6628/57187/22938/6100/9939/26834/22916/25804/6427/51690/79228/9984/4670/10291/51639/83443/10992/54883/3183/10262/9129/3304/8175/7919/84844/22985/10772,0.538434096309916
hsa01523,Antifolate resistance,19,0.724806401038459,1.81094520188843,0.00218999751053641,0.0165523067656821,0.00720084554245762,1215,"tags=42%, list=13%, signal=37%",6472/2356/4363/6470/5970/3551/8714/7298,0.431707695803346
hsa04610,Complement and coagulation cascades,19,0.724063049802878,1.8090879219976,0.0022444066954037,0.016578004000141,0.00721202475867358,1178,"tags=37%, list=12%, signal=32%",2149/720/5648/714/718/5328/5329,0.431707695803346
hsa04612,Antigen processing and presentation,34,0.630714382268082,1.78281062270088,0.00166547659880585,0.0135319973652975,0.0058869029125582,1820,"tags=38%, list=19%, signal=31%",4261/3133/3310/8625/3106/811/3105/3113/3107/5721/3304/5720/567,0.45505986738723
hsa04082,Neuroactive ligand signaling,70,-0.604425679944257,-1.77941972223864,0.000309722956684421,0.00402639843689747,0.00175162735000801,1660,"tags=43%, list=17%, signal=36%",6538/57030/2905/115/148/1131/108/2911/2892/2917/2556/6539/2560/5332/6505/153/1141/2775/2562/2891/6529/2743/4985/10681/9177/23236/107/5567/8001/2774,0.49849310876659
hsa05031,Amphetamine addiction,33,-0.694121476117845,-1.77906282548398,0.000734472850756045,0.00745948989049108,0.00324514493885026,1259,"tags=39%, list=13%, signal=34%",808/1386/2892/814/5532/6804/2891/816/801/805/5530/5567/5534,0.477270815362862
hsa04981,Folate transport and metabolism,15,0.755428481596252,1.75867013571092,0.00288966998595916,0.0191734537541727,0.00834113824458002,1215,"tags=47%, list=13%, signal=41%",6472/2356/4363/6470/8714/4522/7298,0.431707695803346
hsa04724,Glutamatergic synapse,64,-0.610640281204198,-1.75546580583292,0.000705443587584669,0.00739577954725862,0.0032174286605352,1608,"tags=47%, list=17%, signal=39%",57030/2905/81539/115/8681/5594/108/2911/3760/2892/2917/50944/5532/5595/5332/6505/9456/2775/2891/9229/10681/2744/3708/7220/23154/5530/23236/107/5567/5534,0.477270815362862
hsa04728,Dopaminergic synapse,72,-0.591714203828881,-1.74924786818748,0.000636490943234012,0.0071330881569329,0.00310314850890154,1647,"tags=39%, list=17%, signal=33%",3800/5600/408/6323/3798/5529/808/1386/3760/2892/5515/2932/3763/10000/5532/5332/2775/2891/816/10681/801/3708/805/5530/23236/5601/5567/2774,0.477270815362862
hsa04020,Calcium signaling pathway,109,-0.560491836685991,-1.74824599758795,0.00021986428660713,0.00324799514305988,0.00141299407260369,1580,"tags=36%, list=16%, signal=30%",2905/777/115/148/5257/1131/2321/808/3706/108/2911/27006/7416/9630/2925/844/814/5153/2066/488/5532/8822/5332/2185/153/816/491/801/3708/7419/805/57118/5530/23236/107/490/5567/5534/2774,0.518848077743792
hsa00260,"Glycine, serine and threonine metabolism",18,0.701812965278845,1.74797302106625,0.00464147035365693,0.0269580211827269,0.0117277035409703,1451,"tags=50%, list=15%, signal=43%",6472/5224/5723/6470/51268/132158/2653/10993/501,0.407017918923954
hsa05203,Viral carcinogenesis,125,0.476640222415114,1.73138417325023,0.000231604449796042,0.00327267157320493,0.00142372920242753,873,"tags=28%, list=9%, signal=26%",8348/8970/8342/7157/9261/8344/8359/1019/8365/8343/3133/8347/8363/595/1017/8341/581/894/4893/8366/6774/3065/8339/3017/8349/8361/3106/5315/8346/718/3105/5829/22938/3107/5970,0.518848077743792
