ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0006959,humoral immune response,74,0.71534394450006,2.40377774768441,1e-10,3.01428571428571e-08,1.62028268230956e-08,791,"tags=36%, list=8%, signal=34%",8348/8970/133/8342/6223/8344/8343/4057/720/3133/5648/8347/6170/6156/8341/54209/2197/10758/8339/54210/3017/8349/714/8346/718/3958/3105,
GO:0019730,antimicrobial humoral response,42,0.782023523016666,2.32330349198253,7.34097065667654e-09,1.30659687995597e-06,7.02340951728272e-07,791,"tags=48%, list=8%, signal=44%",8348/8970/133/8342/6223/8344/8343/4057/3133/8347/6170/6156/8341/2197/8339/3017/8349/8346/3958/3105,0.761460801445585
GO:0019731,antibacterial humoral response,24,0.866304350935569,2.30974704374282,7.90620738633198e-09,1.33456780681284e-06,7.17376291006011e-07,791,"tags=71%, list=8%, signal=65%",8348/8970/133/8342/8344/8343/4057/3133/8347/6170/8341/2197/8339/3017/8349/8346/3105,0.747739663149885
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,35,0.788711582673134,2.2788711630433,8.03091944877099e-08,9.96778825700399e-06,5.35803046712157e-06,775,"tags=51%, list=8%, signal=47%",8348/8970/133/8342/6223/8344/8343/4057/8347/6170/6156/8341/2197/8339/3017/8349/8346/3958,0.704975715167238
GO:0099504,synaptic vesicle cycle,124,-0.70891382289767,-2.25106224681785,1e-10,3.01428571428571e-08,1.62028268230956e-08,1722,"tags=53%, list=18%, signal=44%",5071/9829/2580/28964/1609/57030/26052/6453/140730/22999/8224/10947/160/1212/6620/5728/808/9066/26059/6812/84062/27445/9024/4983/63908/23025/10497/8927/9783/537/11069/9498/6623/22930/527/10159/22895/5532/6804/9900/785/8448/5864/8867/1176/112476/9378/6855/84961/93664/200933/84446/56850/535/1759/112755/9699/51382/5530/6861/8541/23167/284697/9899/5534/5413,
GO:0002227,innate immune response in mucosa,16,0.903702411350598,2.23401039636945,1.1335818486463e-07,1.258872474023e-05,6.76687435178653e-06,640,"tags=88%, list=7%, signal=82%",8348/8970/8342/8344/8343/4057/8347/6170/8341/2197/8339/3017/8349/8346,0.704975715167238
GO:0050830,defense response to Gram-positive bacterium,30,0.803792691047903,2.23036729069931,8.9516366246071e-08,1.04933073766228e-05,5.6405151449029e-06,791,"tags=47%, list=8%, signal=43%",8970/133/8344/8343/3133/8347/6170/2197/3148/8339/8349/8346/3592/3105,0.704975715167238
GO:0042742,defense response to bacterium,97,0.631291534733845,2.22530036402179,7.43088272960742e-09,1.30659687995597e-06,7.02340951728272e-07,791,"tags=32%, list=8%, signal=30%",8348/8970/133/8342/6223/8344/8343/4057/57674/3133/8347/6170/6156/8341/54209/1535/2635/2197/3148/8339/54210/3017/8349/2896/358/2150/8346/64332/10616/3592/3105,0.761460801445585
GO:0016079,synaptic vesicle exocytosis,59,-0.777685799806327,-2.21678639815129,5.15213437433434e-10,1.35887544123068e-07,7.30442484070752e-08,1259,"tags=56%, list=13%, signal=49%",808/9066/26059/6812/84062/27445/63908/23025/10497/9783/9498/22930/22895/6804/9900/785/8448/5864/8867/112476/6855/84961/93664/200933/84446/112755/9699/5530/6861/8541/23167/9899/5413,0.801215574617779
GO:0002251,organ or tissue specific immune response,21,0.845974984726592,2.20776689930822,8.79711135879884e-07,7.57628774165941e-05,4.07251633971728e-05,640,"tags=67%, list=7%, signal=62%",8348/8970/8342/8344/8343/4057/8347/6170/8341/2197/8339/3017/8349/8346,0.659444398037935
GO:0002385,mucosal immune response,19,0.860627636208013,2.17184303661398,9.81782882533544e-07,7.96754570056068e-05,4.28283100634593e-05,640,"tags=74%, list=7%, signal=69%",8348/8970/8342/8344/8343/4057/8347/6170/8341/2197/8339/3017/8349/8346,0.643551836150722
GO:0099177,regulation of trans-synaptic signaling,269,-0.627277795495112,-2.15554621572487,1e-10,3.01428571428571e-08,1.62028268230956e-08,1729,"tags=46%, list=18%, signal=39%",7804/5071/79012/64101/28964/4744/5100/2043/84502/9369/2905/26037/81539/148/152330/140730/22999/4747/8224/9463/22986/57406/5590/2894/477/23390/10636/5728/808/59283/9066/10718/6812/5217/57282/58512/2911/84866/2892/9890/84062/6376/2917/5923/51201/4983/2932/50944/23025/729993/8927/9783/91851/9912/6785/729956/9498/64854/23542/22930/8564/2560/9465/5532/5595/6804/127262/6505/2185/286097/9456/793/1141/785/2775/5864/2562/9693/2891/112476/9378/6855/816/8766/84961/9229/9513/27065/10769/200933/23228/801/114781/84446/79772/26050/9746/80863/4130/9256/112755/25927/805/9699/10858/57142/23154/9148/5530/140689/23236/107/6861/7533/5601/8541/8001/9899/27020/5534/5413/9495/27067,
GO:0099003,vesicle-mediated transport in synapse,147,-0.669111746416514,-2.15344385409505,1e-10,3.01428571428571e-08,1.62028268230956e-08,1782,"tags=52%, list=18%, signal=43%",8499/3084/55182/5071/9829/2580/28964/1609/57030/26052/2060/6453/8650/140730/22999/8224/3208/10947/160/1212/6620/5728/808/9066/26059/6812/84062/27445/9024/4983/63908/23025/10497/8927/9783/537/11069/9498/6623/64854/22930/527/10159/22895/5532/6804/9900/25977/785/8448/5864/8867/1176/112476/9378/6855/84961/93664/200933/801/84446/56850/535/1759/112755/805/9699/23154/51382/5530/6861/8541/23167/284697/9899/5534/5413,
GO:0048167,regulation of synaptic plasticity,106,-0.687606776929869,-2.15326573553464,1.68960525028668e-09,3.96118564233877e-07,2.1292740987613e-07,1616,"tags=49%, list=17%, signal=41%",2043/84502/2905/26037/81539/152330/9463/22986/5590/2894/10636/5728/808/9066/57282/2892/6376/5923/51201/2932/729993/91851/6785/729956/22930/5532/2185/793/5864/9693/112476/6855/816/8766/9513/27065/10769/801/84446/79772/80863/4130/805/10858/23154/9148/107/7533/8541/27020/9495/27067,0.788186810800237
GO:0140029,exocytic process,52,-0.772200410195316,-2.15162517442346,2.70293917558426e-08,3.80213444032186e-06,2.04377858418312e-06,1205,"tags=50%, list=12%, signal=44%",9066/23233/26059/6812/149371/63908/23025/10497/9783/22895/6804/9900/8448/5864/8867/112476/6855/93664/84446/54536/112755/9699/6861/8541/23167/5413,0.73376198835648
GO:0007269,neurotransmitter secretion,79,-0.718358997755273,-2.14621285191095,2.47052620686721e-09,5.21281029648981e-07,2.80206558042521e-07,1504,"tags=53%, list=16%, signal=45%",55327/140730/22999/8224/808/9066/26059/6812/84062/27445/63908/23025/10497/9783/9498/22930/8564/22895/6804/286097/9900/785/8448/5864/8867/112476/9378/6855/84961/93664/200933/84446/79772/9256/112755/9699/5530/6861/8541/23167/9899/5413,0.774939030136436
GO:0099643,signal release from synapse,79,-0.718358997755273,-2.14621285191095,2.47052620686721e-09,5.21281029648981e-07,2.80206558042521e-07,1504,"tags=53%, list=16%, signal=45%",55327/140730/22999/8224/808/9066/26059/6812/84062/27445/63908/23025/10497/9783/9498/22930/8564/22895/6804/286097/9900/785/8448/5864/8867/112476/9378/6855/84961/93664/200933/84446/79772/9256/112755/9699/5530/6861/8541/23167/9899/5413,0.774939030136436
GO:0007268,chemical synaptic transmission,376,-0.612286550533965,-2.14244789208129,1e-10,3.01428571428571e-08,1.62028268230956e-08,1729,"tags=42%, list=18%, signal=36%",7804/5071/79012/64101/1741/28964/4744/5100/2043/84502/57030/9369/2905/777/26037/81539/148/152330/55327/140730/4884/22999/4747/8224/3798/9463/22986/1131/5590/6620/2894/477/23390/5594/10636/5728/808/59283/9066/10718/26059/6812/5217/57282/58512/2911/254263/84866/2892/9890/84062/27445/6376/2917/5923/51201/4983/63908/2932/50944/2556/23025/10497/729993/6750/8927/9783/91851/9912/6785/6327/729956/9498/6623/64854/23542/22930/8564/2560/9465/11245/30819/22895/5532/5595/6804/127262/6505/2185/286097/9456/793/9900/1141/785/8448/2775/5864/2562/8867/9693/2891/112476/9378/6529/6855/816/2743/8766/84961/93664/5573/9229/782/9513/27065/10769/200933/23228/801/114781/84446/27115/79772/26050/9746/80863/4130/404037/9256/112755/25927/805/9699/10858/57142/3749/23154/9177/9148/5530/140689/23236/107/6861/7533/5601/8541/23167/8001/9899/27020/784/5534/5413/9495/27067,
GO:0098916,anterograde trans-synaptic signaling,376,-0.612286550533965,-2.14244789208129,1e-10,3.01428571428571e-08,1.62028268230956e-08,1729,"tags=42%, list=18%, signal=36%",7804/5071/79012/64101/1741/28964/4744/5100/2043/84502/57030/9369/2905/777/26037/81539/148/152330/55327/140730/4884/22999/4747/8224/3798/9463/22986/1131/5590/6620/2894/477/23390/5594/10636/5728/808/59283/9066/10718/26059/6812/5217/57282/58512/2911/254263/84866/2892/9890/84062/27445/6376/2917/5923/51201/4983/63908/2932/50944/2556/23025/10497/729993/6750/8927/9783/91851/9912/6785/6327/729956/9498/6623/64854/23542/22930/8564/2560/9465/11245/30819/22895/5532/5595/6804/127262/6505/2185/286097/9456/793/9900/1141/785/8448/2775/5864/2562/8867/9693/2891/112476/9378/6529/6855/816/2743/8766/84961/93664/5573/9229/782/9513/27065/10769/200933/23228/801/114781/84446/27115/79772/26050/9746/80863/4130/404037/9256/112755/25927/805/9699/10858/57142/3749/23154/9177/9148/5530/140689/23236/107/6861/7533/5601/8541/23167/8001/9899/27020/784/5534/5413/9495/27067,
GO:0050804,modulation of chemical synaptic transmission,268,-0.626670179416291,-2.13125957272906,1e-10,3.01428571428571e-08,1.62028268230956e-08,1729,"tags=46%, list=18%, signal=38%",7804/5071/79012/64101/28964/4744/5100/2043/84502/9369/2905/26037/81539/148/152330/140730/22999/4747/8224/9463/22986/5590/2894/477/23390/10636/5728/808/59283/9066/10718/6812/5217/57282/58512/2911/84866/2892/9890/84062/6376/2917/5923/51201/4983/2932/50944/23025/729993/8927/9783/91851/9912/6785/729956/9498/64854/23542/22930/8564/2560/9465/5532/5595/6804/127262/6505/2185/286097/9456/793/1141/785/2775/5864/2562/9693/2891/112476/9378/6855/816/8766/84961/9229/9513/27065/10769/200933/23228/801/114781/84446/79772/26050/9746/80863/4130/9256/112755/25927/805/9699/10858/57142/23154/9148/5530/140689/23236/107/6861/7533/5601/8541/8001/9899/27020/5534/5413/9495/27067,
GO:0099537,trans-synaptic signaling,383,-0.608777052003328,-2.12529265995646,1e-10,3.01428571428571e-08,1.62028268230956e-08,1729,"tags=42%, list=18%, signal=36%",7804/5071/79012/64101/1741/28964/4744/5100/2043/84502/57030/9369/2905/777/26037/81539/148/152330/55327/140730/4884/22999/4747/8224/3798/9463/22986/1131/57406/5590/6620/2894/477/23390/5594/10636/5728/808/59283/9066/10718/26059/6812/5217/57282/58512/2911/254263/84866/2892/9890/84062/27445/6376/2917/5923/51201/27006/4983/63908/2932/50944/2556/23025/10497/729993/6750/8927/9783/91851/9912/6785/6327/729956/9498/6623/64854/23542/22930/8564/2560/9465/11245/30819/22895/5532/5595/6804/127262/6505/2185/286097/9456/793/9900/1141/785/8448/2775/5864/2562/8867/9693/2891/112476/9378/6529/6855/816/2743/8766/84961/93664/5573/9229/782/9513/27065/10769/200933/23228/801/114781/84446/27115/79772/26050/9746/80863/4130/404037/9256/112755/25927/805/9699/10858/57142/3749/23154/9177/9148/5530/140689/23236/107/6861/7533/5601/8541/23167/8001/9899/27020/784/5534/5413/9495/27067,
GO:0001541,ovarian follicle development,17,0.860920573923994,2.10754530306309,5.49500375050614e-06,0.000305117313514946,0.000164011094508416,567,"tags=47%, list=6%, signal=44%",4323/7422/4313/7130/4327/3625/8892/1495,0.610526878385931
GO:0099536,synaptic signaling,398,-0.60138306411454,-2.1051132623658,1e-10,3.01428571428571e-08,1.62028268230956e-08,1626,"tags=39%, list=17%, signal=34%",5100/2043/84502/57030/9369/2905/777/26037/4062/81539/148/152330/55327/140730/4884/22999/4747/8224/3798/9463/22986/1131/57406/5590/6620/2894/477/23390/5594/10636/5728/808/59283/9066/10718/26059/6812/5217/57282/58512/2911/254263/84866/2892/1821/9890/84062/27445/6376/2917/5923/51201/27006/4983/63908/2932/50944/2556/23025/10497/729993/6750/8927/9783/91851/9912/6785/6327/729956/9498/6623/64854/23542/22930/8564/2560/9465/11245/30819/22895/5532/5595/6804/127262/6505/2185/286097/9456/793/9900/1141/785/8448/2775/5864/2562/8867/9693/2891/112476/9378/6529/6855/816/2743/8766/84961/93664/5573/9229/782/9513/27065/10769/200933/23228/801/114781/84446/27115/3708/79772/26050/9746/80863/4130/404037/9256/112755/25927/805/1838/9699/10858/57142/3749/23154/9177/9148/5530/140689/23236/107/6861/7533/5601/8541/23167/8001/9899/27020/784/5534/5413/9495/27067,
GO:2001235,positive regulation of apoptotic signaling pathway,49,0.68020745540469,2.10083284806239,7.86154392274968e-06,0.000409576732765477,0.000220161640295632,1073,"tags=29%, list=11%, signal=26%",6667/4313/51330/10399/7157/4609/10018/26471/581/6421/8772/467/7057/138151,0.593325476396405
GO:0050829,defense response to Gram-negative bacterium,28,0.740808931807889,2.07617161291674,4.35414138747764e-05,0.0014462834238091,0.000777427293704496,703,"tags=39%, list=7%, signal=37%",8970/133/6223/4057/6156/54209/3148/54210/358/2150/64332,0.557332238758646
GO:0032963,collagen metabolic process,40,0.699628374012451,2.06743834000806,8.28692153574911e-06,0.000419822834901317,0.000225669274085354,536,"tags=25%, list=6%, signal=24%",4323/9902/7431/2149/4313/5352/4261/4327/4921/51430,0.593325476396405
GO:0071459,"protein localization to chromosome, centromeric region",27,0.750632714022049,2.05816481035249,9.20370236495269e-05,0.00238867635831317,0.00128399604545591,617,"tags=41%, list=6%, signal=38%",8970/8359/9212/8365/8335/8363/3012/83903/8366/8361/91272,0.538434096309916
GO:0043627,response to estrogen,31,0.729361608090524,2.05747316957925,2.92615937534091e-05,0.00111246779855303,0.000597989865419792,851,"tags=29%, list=9%, signal=27%",4323/6667/4313/7706/5914/595/367/1495/10095,0.575610261071129
GO:0001837,epithelial to mesenchymal transition,93,0.584491536205578,2.04691572621712,5.65236661236763e-07,5.67928264385509e-05,3.05281057869467e-05,822,"tags=27%, list=8%, signal=25%",7422/10630/182/25937/23493/7041/25800/6662/8091/54756/10979/4192/4017/2305/3037/655/9444/81610/84172/80709/4684/10252/84695/6093/3182,0.659444398037935
GO:0098727,maintenance of cell number,75,0.602066074146608,2.04484621694507,3.11965084730357e-06,0.000199468584479107,0.000107221253633843,2164,"tags=48%, list=22%, signal=38%",86/26147/678/182/8324/4609/9274/6662/8091/4017/3065/57190/388585/7545/8451/6599/6605/6760/6598/65980/58516/6602/25942/51742/23019/5928/60/54623/8819/2494/25855/6657/3621/23318/8289/56339,0.627256739718528
GO:0001508,action potential,75,-0.695749298768344,-2.04234707303139,8.70739931961288e-08,1.04933073766228e-05,5.6405151449029e-06,1958,"tags=48%, list=20%, signal=39%",3751/776/285175/287/288/3781/54795/148/6323/6326/477/6508/808/57578/3760/610/781/6330/388591/9630/6327/9465/488/30819/1141/728215/801/7341/6324/3749/3737/8506/2257/7533/784/6334,0.704975715167238
GO:0006836,neurotransmitter transport,101,-0.669346248856215,-2.04165173554603,1.87883426970934e-08,3.04949254545131e-06,1.63920757007526e-06,1668,"tags=51%, list=17%, signal=43%",28964/6538/57030/81539/55327/140730/22999/8224/477/808/9066/26059/6812/84062/27445/79751/63908/23025/10497/9783/6539/9498/22930/8564/22895/6804/6505/286097/9900/785/8448/5864/8867/112476/9378/6529/6855/84961/93664/200933/84446/79772/9256/112755/9699/5530/3382/6861/8541/23167/9899/5413,0.73376198835648
GO:0002181,cytoplasmic translation,136,0.564451513529045,2.03962200152237,2.42305353078138e-08,3.65188782139193e-06,1.96301583711705e-06,1334,"tags=28%, list=14%, signal=24%",6210/1936/85451/6187/6203/10399/9567/6223/6159/6132/1973/8662/6202/6170/6157/6156/6222/25873/8892/2197/1660/6205/6209/5315/6161/6230/6147/6134/7353/8531/80279/22916/6142/1981/84164/6227/8664/6194,0.73376198835648
GO:0030574,collagen catabolic process,17,0.830832968283325,2.03389043422962,3.47101192652822e-05,0.0012090667749348,0.000649915151671994,200,"tags=24%, list=2%, signal=23%",4323/9902/4313/4327,0.557332238758646
GO:0007520,myoblast fusion,38,0.681661798112095,2.0294026199241,3.32949148670581e-05,0.00120089351058962,0.000645521739788816,2225,"tags=61%, list=23%, signal=47%",8038/6159/8837/6132/6170/6157/6156/25873/10938/928/6161/6147/6134/975/6142/6137/6130/30846/6173/7311/6124/6169/9349,0.557332238758646
GO:0042391,regulation of membrane potential,195,-0.615453466048374,-2.02022085795057,2.30677077132567e-10,6.48971510332956e-08,3.48844601731439e-08,1750,"tags=43%, list=18%, signal=36%",3775/288/5071/3781/54795/93974/57030/2905/9481/90134/148/140730/22999/6323/6326/5590/2894/477/5728/6508/808/83875/10962/123041/57578/10550/64116/27133/2911/3760/84866/2892/610/79680/781/2932/6330/50944/2556/10497/9783/388591/219736/6785/9630/6327/9498/23542/22930/2560/9465/23530/488/2273/30819/6804/2185/1141/728215/6714/2562/2891/9378/2743/65018/4985/401190/801/3767/112755/7341/6324/9699/3749/9177/3737/23415/8506/2257/7533/8001/784/6334,0.826657301178302
GO:0030261,chromosome condensation,29,0.725894525307555,2.01948033473169,4.74501037914304e-05,0.00152854532824303,0.000821645908594383,1829,"tags=62%, list=19%, signal=51%",54892/11044/8091/3006/23397/3008/3007/5347/891/3005/51203/10051/9031/3009/9918/22985/5119/983,0.557332238758646
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,22,0.761771102764345,2.01588657890063,8.49575458676633e-05,0.00229887716351983,0.0012357258766662,1073,"tags=41%, list=11%, signal=36%",4313/10399/7157/4609/10018/26471/581/6421/138151,0.538434096309916
GO:0045055,regulated exocytosis,115,-0.643257615246346,-2.01044379772391,2.24233567775398e-08,3.50468761485993e-06,1.88389064193537e-06,1323,"tags=37%, list=14%, signal=33%",376267/57102/808/9066/26059/6812/9545/306/84062/27445/63908/23025/10497/9783/9498/22930/261729/22895/5532/6804/9900/785/8448/5864/80223/8867/112476/6855/55207/84961/93664/200933/192683/84446/112755/9699/5530/6861/8541/23167/9899/5413/22841,0.73376198835648
GO:0000768,syncytium formation by plasma membrane fusion,44,0.657449111722338,2.00126433565675,1.88032184178027e-05,0.000777937075716935,0.000418168047486959,2229,"tags=57%, list=23%, signal=44%",8038/6159/8837/6132/6170/6157/6156/54209/25873/10938/928/6161/6147/6134/975/6142/6137/6130/30846/6173/7311/6124/6169/9349/7305,0.575610261071129
GO:0006949,syncytium formation,44,0.657449111722338,2.00126433565675,1.88032184178027e-05,0.000777937075716935,0.000418168047486959,2229,"tags=57%, list=23%, signal=44%",8038/6159/8837/6132/6170/6157/6156/54209/25873/10938/928/6161/6147/6134/975/6142/6137/6130/30846/6173/7311/6124/6169/9349/7305,0.575610261071129
GO:0006261,DNA-templated DNA replication,104,0.572655742256337,1.99342760836144,7.69215517951342e-07,7.05671627337971e-05,3.79322872995755e-05,2009,"tags=41%, list=21%, signal=33%",1663/8099/5982/7083/11232/641/84515/55159/11169/10926/10714/10535/81620/7517/4171/5980/8451/2237/5981/54107/84296/3978/23594/57804/4172/4174/144455/5426/6240/5984/26271/11177/64785/5983/146956/51053/672/122769/580/5425/54108/79915/253714,0.659444398037935
GO:0098655,monoatomic cation transmembrane transport,391,-0.57063547253959,-1.99289896396954,1e-10,3.01428571428571e-08,1.62028268230956e-08,1705,"tags=36%, list=18%, signal=31%",3781/342667/54795/6786/6538/130507/521/30818/84502/57030/513/2905/777/4513/9481/81539/90134/137994/162514/509/23479/6323/23413/6326/477/7070/91404/808/9497/9651/59283/55799/123041/57578/64116/57282/55676/2823/4514/27133/3760/8065/4715/56479/610/57130/65268/498/10632/54997/6376/79751/84286/781/55967/7226/9016/6330/6553/4711/51719/1346/54946/7416/206358/537/6327/8604/3763/4725/4698/5310/6539/57628/9196/844/84679/9498/5250/57210/374291/9465/527/23530/10159/488/2273/30819/5532/5332/57463/6505/2185/286097/9377/785/728215/10367/23017/2891/2281/11261/6529/56704/4714/491/782/516/8514/79085/23228/801/4719/535/3708/7220/3767/7991/441027/10479/5144/7341/6324/805/5581/6833/283537/3749/51382/23400/3737/23415/2257/5530/23236/133308/490/29979/784/5534/9495/6334,
GO:1901739,regulation of myoblast fusion,31,0.706334447961473,1.99251531655876,8.26081427415402e-05,0.00227847295666209,0.0012247579107361,2225,"tags=65%, list=23%, signal=50%",6159/8837/6132/6170/6157/6156/25873/10938/6161/6147/6134/6142/6137/6130/30846/6173/7311/6124/6169/9349,0.538434096309916
GO:0022617,extracellular matrix disassembly,31,0.705610139833043,1.99047209886781,8.57253907944918e-05,0.00230421114110035,0.0012385930738468,1178,"tags=42%, list=12%, signal=37%",4323/10630/4313/285590/4327/6624/3915/6774/4921/780/5328/8751/5329,0.538434096309916
GO:2000300,regulation of synaptic vesicle exocytosis,29,-0.775843888458499,-1.99044625190118,3.58780635945934e-05,0.00123093844202589,0.000661671928162349,1502,"tags=55%, list=15%, signal=47%",140730/22999/808/84062/9783/9498/22930/785/5864/84961/200933/9699/5530/6861/9899/5413,0.557332238758646
GO:0060142,regulation of syncytium formation by plasma membrane fusion,35,0.686791623300029,1.98438777842415,0.000101340002351353,0.00256080724504616,0.00137652234233024,2229,"tags=63%, list=23%, signal=49%",6159/8837/6132/6170/6157/6156/54209/25873/10938/6161/6147/6134/6142/6137/6130/30846/6173/7311/6124/6169/9349/7305,0.538434096309916
GO:0016082,synaptic vesicle priming,22,-0.833813368125414,-1.98311088567682,1.13852913127404e-05,0.000539841902693985,0.000290183668381078,1179,"tags=73%, list=12%, signal=64%",26059/6812/63908/23025/10497/9783/22895/6804/9900/8867/6855/93664/84446/112755/9699/23167,0.593325476396405
GO:0034220,monoatomic ion transmembrane transport,455,-0.558649953771352,-1.97888758066256,1e-10,3.01428571428571e-08,1.62028268230956e-08,1705,"tags=35%, list=18%, signal=30%",3781/342667/54795/6786/6538/130507/521/30818/84502/57030/513/2905/777/4513/9481/81539/90134/137994/162514/509/23479/6323/23413/6326/57719/2894/477/7070/6508/91404/808/9497/9651/59283/55799/123041/57578/64116/57282/55676/2823/4514/27133/3760/8065/4715/2892/56479/610/51185/57130/65268/498/10632/54997/6376/79751/84286/781/55967/7226/9016/6330/2556/6553/4711/51719/1346/54946/7416/206358/1184/537/6327/8604/3763/4725/4698/23507/5310/6539/119559/57628/9196/844/84679/9498/5250/57210/374291/2560/9465/527/23530/10159/488/2273/30819/5532/5332/57463/6505/2185/286097/9377/1141/785/728215/10367/23017/2562/2891/2281/11261/6529/2743/56704/4714/491/782/516/8514/79085/23228/801/4719/535/3708/7220/3767/7991/441027/7419/10479/5144/7341/6324/805/5581/6833/283537/3749/9177/51382/23400/3737/23415/2257/5530/23236/133308/490/29979/8001/784/5534/9495/6334,
GO:0007566,embryo implantation,28,0.705431240207465,1.97702302563922,0.00020558373404614,0.00433781678837355,0.00233172634827646,1068,"tags=43%, list=11%, signal=38%",7422/2201/4313/5125/3690/6159/8614/811/27161/6781/682/4087,0.518848077743792
GO:0050864,regulation of B cell activation,46,0.639465615549723,1.97477203546236,7.98234275889429e-05,0.0022308269167241,0.00119914651861548,1289,"tags=30%, list=13%, signal=27%",4323/678/196/677/79155/4773/54440/3592/11314/121260/10451/975/7494/6688,0.538434096309916
GO:1902106,negative regulation of leukocyte differentiation,49,0.639166597558929,1.97407742721253,6.95307818348807e-05,0.00206441978930439,0.00110969694006585,1311,"tags=31%, list=14%, signal=27%",7130/4609/4057/3956/301/5914/4192/9444/714/865/10221/84695/1021/55365/864,0.538434096309916
GO:0002520,immune system development,43,0.642716438055313,1.97379048839582,0.000122439182651635,0.00302159854263098,0.00162421358012405,1939,"tags=44%, list=20%, signal=36%",10630/7157/3133/23397/10758/3148/3106/64332/5130/8772/8888/121260/10051/78996/5591/3965/7040/2302/2494,0.518848077743792
GO:0050806,positive regulation of synaptic transmission,75,-0.671988308433135,-1.97259753947189,9.30922289115198e-07,7.85698412013227e-05,4.22340033816212e-05,1616,"tags=44%, list=17%, signal=37%",2043/2905/148/22986/5590/10636/808/59283/6812/2892/84062/51201/2932/729956/9498/22930/8564/6804/2185/286097/9378/816/27065/10769/801/9746/112755/805/10858/5530/107/27020/9495,0.659444398037935
GO:0046634,regulation of alpha-beta T cell activation,47,0.637763930895758,1.96497795967073,4.85651963195022e-05,0.00154094081555112,0.00082830891115214,1311,"tags=32%, list=14%, signal=28%",3133/3956/301/5914/57045/865/64332/84695/3592/3958/11314/3105/975/6046/864,0.557332238758646
GO:0007062,sister chromatid cohesion,39,0.669899231311511,1.95821986246172,4.64526996550111e-05,0.00150855432345929,0.000810900053050714,1166,"tags=38%, list=12%, signal=34%",1663/157570/11044/113130/83903/9555/3835/91272/5347/9700/2237/8243/5518/10274/9985,0.557332238758646
GO:0031640,killing of cells of another organism,22,0.738990589464456,1.95560215638176,0.000265079954016722,0.0051550110873298,0.00277099650916586,1091,"tags=45%, list=11%, signal=40%",8970/6223/4057/4814/6156/2635/54210/2150/3958/3151,0.49849310876659
GO:0141061,disruption of cell in another organism,22,0.738990589464456,1.95560215638176,0.000265079954016722,0.0051550110873298,0.00277099650916586,1091,"tags=45%, list=11%, signal=40%",8970/6223/4057/4814/6156/2635/54210/2150/3958/3151,0.49849310876659
GO:0019827,stem cell population maintenance,73,0.594159688844138,1.95512935376503,9.17769811776775e-06,0.00044011234155659,0.000236575584694975,2164,"tags=47%, list=22%, signal=36%",86/26147/678/182/8324/4609/9274/6662/8091/4017/3065/388585/8451/6599/6605/6760/6598/65980/58516/6602/25942/51742/23019/5928/60/54623/8819/2494/25855/6657/3621/23318/8289/56339,0.593325476396405
GO:0045619,regulation of lymphocyte differentiation,91,0.568596472994721,1.95051907201626,5.92204469129745e-06,0.000324558812951627,0.000174461571948591,1311,"tags=25%, list=14%, signal=22%",4323/86/678/677/3956/301/5914/4192/865/11221/64332/84695/6599/6605/2175/6598/29117/6046/7494/6688/6603/6602/864,0.610526878385931
GO:0030199,collagen fibril organization,28,0.695865586113106,1.95021457525887,0.000281428098455716,0.00530190435483537,0.00284995671401942,1307,"tags=39%, list=13%, signal=34%",871/5352/4015/7837/649/4017/4921/84695/1289/11173/10491,0.49849310876659
GO:0061337,cardiac conduction,36,-0.750645975086866,-1.94603148006391,1.69991096184133e-05,0.000732002475405143,0.000393476613277098,1299,"tags=47%, list=13%, signal=41%",477/6508/808/3760/781/6330/6327/488/6714/491/801/7220/5144/6324/805/490/57731,0.575610261071129
GO:0010543,regulation of platelet activation,20,0.765325451034903,1.93823901673919,0.000275810146050843,0.0052666009788894,0.00283097993009969,630,"tags=35%, list=6%, signal=33%",10630/9289/114897/81542/348/5154/928,0.49849310876659
GO:0061644,protein localization to CENP-A containing chromatin,12,0.850167411701618,1.9366039349724,0.000209385105664502,0.00437428290051583,0.00235132814306163,579,"tags=67%, list=6%, signal=63%",8970/8359/8365/8335/8363/3012/8366/8361,0.518848077743792
GO:0010463,mesenchymal cell proliferation,10,0.887927231952298,1.93647233849688,6.82415092212724e-05,0.00206441978930439,0.00110969694006585,566,"tags=50%, list=6%, signal=47%",6909/4609/6662/5154/655,0.538434096309916
GO:0070050,neuron cellular homeostasis,29,-0.753330740919704,-1.93268822763405,0.000130295647279954,0.00313335310232153,0.00168428551586576,1179,"tags=45%, list=12%, signal=39%",26059/6376/84286/537/527/10159/793/785/535/4130/9256/51382/9899,0.518848077743792
GO:0140253,cell-cell fusion,45,0.652290580409999,1.92817993375828,3.03722028179309e-05,0.00111452779036233,0.000599097182167668,2229,"tags=56%, list=23%, signal=43%",8038/6159/8837/6132/6170/6157/6156/54209/25873/10938/928/6161/6147/6134/975/6142/6137/6130/30846/6173/7311/6124/6169/9349/7305,0.575610261071129
