signcon,ntimes,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,Gene_ID,Gene_Symbol,Gene_Description,FDR,neg_log10_FDR,Significance
2,2,1.38384900162766,0.644881841809942,2.12281616144539,0.000242185124880902,0.126641640175256,0.721939835159017,13.4717282768226,0.000242185124880902,FALSE,ENSG00000011304,PTBP1,polypyrimidine tract binding protein 1,0.00537905908946004,2.26929368492703,UP
2,2,4.06500775493476,1.76655956251898,6.36345594735054,0.000527539388944241,1.99602907129563,0.157711912008312,12.0157117344593,0.000527539388944242,FALSE,ENSG00000012223,LTF,lactotransferrin,0.00941530475042984,2.02616561836765,UP
2,2,1.61317082434761,0.809264561029478,2.41707708766574,8.38951115665685e-05,0.361580916721825,0.54762954314555,15.468424254575,8.38951115665686e-05,FALSE,ENSG00000013364,MVP,major vault protein,0.00238676879198372,2.62218964937573,UP
2,2,2.28502186039197,1.34870376522126,3.22133995556269,1.72559475686101e-06,0.963691634066613,0.326258522525009,22.8786327670905,1.72559475686101e-06,FALSE,ENSG00000013573,DDX11,DEAD/H-box helicase 11,0.000118086646604651,3.92779921020866,UP
-2,2,-1.86354843165323,-2.98485613621031,-0.742240727096148,0.00112459034450055,0.537536374622304,0.463455529821408,10.6103067011022,0.00112459034450055,FALSE,ENSG00000018236,CNTN1,contactin 1,0.0163647284613528,1.78609119651024,DOWN
2,2,2.36615512945861,1.21618390917675,3.51612634974047,5.5121307007034e-05,1.30574627384412,0.253166262239263,16.2632997845085,5.51213070070341e-05,FALSE,ENSG00000018408,WWTR1,WW domain containing transcription regulator 1,0.00176109967623735,2.75421606276368,UP
-2,2,-1.22683665192852,-1.72887427790905,-0.724799025947986,1.6712033983934e-06,0.470476723594421,0.492767935134147,22.9401964034348,1.6712033983934e-06,FALSE,ENSG00000020129,NCDN,neurochondrin,0.000115924650570926,3.9358242045143,DOWN
-2,2,-1.22846737340863,-2.06256432311829,-0.394370423698962,0.00389358422701749,1.28151569157223,0.257617408218882,8.33278870144173,0.0038935842270175,FALSE,ENSG00000022267,FHL1,four and a half LIM domains 1,0.0392380308967494,1.40629279517928,DOWN
-2,2,-1.62681462851976,-2.76864034391776,-0.484988913121761,0.00523095796319907,1.73256936570047,0.188083098159634,7.79781056820548,0.00523095796319908,FALSE,ENSG00000022567,SLC45A4,solute carrier family 45 member 4,0.0490547613437779,1.30931883283097,DOWN
-2,2,-1.59183157566654,-2.33005279008843,-0.853610361244655,2.37582036851513e-05,0.0533245310813604,0.817376137536655,17.8614770301773,2.37582036851514e-05,FALSE,ENSG00000023171,GRAMD1B,GRAM domain containing 1B,0.000947334987886663,3.02349642261721,DOWN
-2,2,-1.00229311956942,-1.51054523976327,-0.49404099937556,0.000111031926733057,0.655442031928207,0.418173704265678,14.9391979615088,0.000111031926733057,FALSE,ENSG00000023228,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,0.00296710119776359,2.527667641118,DOWN
2,2,2.33650198632431,1.50202335764704,3.17098061500157,4.06948594636097e-08,0.126397381836796,0.722196997520032,30.1160530688307,4.06948594636097e-08,FALSE,ENSG00000026025,VIM,vimentin,6.24481116132483e-06,5.20448068984942,UP
2,2,1.75160838633095,1.00668156582303,2.49653520683888,4.05338078938372e-06,0.00221260234029863,0.962482696607706,21.2394365668036,4.05338078938372e-06,FALSE,ENSG00000026950,BTN3A1,butyrophilin subfamily 3 member A1,0.000235934716292404,3.62720815074255,UP
2,2,1.13957822693899,0.382076260739884,1.89708019313809,0.00319268680028518,1.57267569324661,0.209818863310122,8.69394601206532,0.00319268680028518,FALSE,ENSG00000031081,ARHGAP31,Rho GTPase activating protein 31,0.0341092108789961,1.46712832793537,UP
-2,2,-1.00041753799043,-1.5061708404144,-0.494664235566473,0.000105772298821682,0.136891782446309,0.711390764690931,15.0307731631476,0.000105772298821682,FALSE,ENSG00000033627,ATP6V0A1,ATPase H+ transporting V0 subunit a1,0.00287973613566128,2.54064730393388,DOWN
-2,2,-1.90436091635495,-2.75522639875488,-1.05349543395501,1.15091302810879e-05,0.821692201439139,0.364685870063887,19.2430048866773,1.15091302810879e-05,FALSE,ENSG00000036530,CYP46A1,cytochrome P450 family 46 subfamily A member 1,0.000557397431297109,3.253835037015,DOWN
-2,2,-1.22323941802197,-1.58306327904513,-0.863415556998808,2.68299662075463e-11,0.215076584871727,0.642817195891214,44.3955252173178,2.68299662075463e-11,FALSE,ENSG00000040341,STAU2,staufen double-stranded RNA binding protein 2,1.81155931833353e-08,7.74194744070582,DOWN
2,2,1.05147292663267,0.369733646501678,1.73321220676365,0.00250341423540074,0.00141640957478949,0.969978528525865,9.13809642737428,0.00250341423540074,FALSE,ENSG00000040531,CTNS,"cystinosin, lysosomal cystine transporter",0.0288739583836253,1.53949367381506,UP
2,2,4.73272583346946,1.93081133910484,7.53464032783409,0.000931016360843927,3.26305948549527,0.0708568093862311,10.9599637930453,0.000931016360843927,FALSE,ENSG00000041982,TNC,tenascin C,0.014286869246405,1.84506292991968,UP
2,2,1.48803043120956,0.522114984805639,2.45394587761349,0.00253275064262346,0.0289579271142573,0.864876217176382,9.11678232554688,0.00253275064262346,FALSE,ENSG00000042493,CAPG,"capping actin protein, gelsolin like",0.0290835583996489,1.53635245823982,UP
-2,2,-1.59040880271502,-2.62197374095061,-0.558843864479436,0.00251307858190229,0.00945756999853228,0.922527831311982,9.13104700901136,0.00251307858190229,FALSE,ENSG00000043591,ADRB1,adrenoceptor beta 1,0.0289232498608027,1.5387529106404,DOWN
-2,2,-1.0520249759,-1.62025395238054,-0.483795999419454,0.000284854789805775,0.772221404860813,0.379530719058238,13.167445510976,0.000284854789805775,FALSE,ENSG00000047056,WDR37,WD repeat domain 37,0.00601043606490186,2.22109401822845,DOWN
-2,2,-1.8062680652499,-2.96460217731109,-0.647933953188708,0.00224084465241197,0.74454406898956,0.388209127688117,9.34098978306526,0.00224084465241197,FALSE,ENSG00000048540,LMO3,LIM domain only 3,0.0266689478726538,1.57399411749775,DOWN
-2,2,-1.68580981671361,-2.24866212862234,-1.12295750480488,4.34939209448937e-09,0.335448140305285,0.562468500233663,34.4607266117154,4.34939209448936e-09,FALSE,ENSG00000048991,R3HDM1,R3H domain containing 1,1.02443356123229e-06,5.98951620214891,DOWN
2,2,1.12584641024681,0.574438014783261,1.67725480571037,6.28661367206566e-05,0.541436364232925,0.461838059449376,16.014291464981,6.28661367206565e-05,FALSE,ENSG00000049541,RFC2,replication factor C subunit 2,0.00192358982690879,2.71588752840061,UP
2,2,2.01802372293861,1.2364397390285,2.79960770684871,4.1802359800624e-07,1.43932115061768,0.230249224611176,25.6092826812323,4.18023598006239e-07,FALSE,ENSG00000050405,LIMA1,LIM domain and actin binding 1,3.64977844879931e-05,4.4377334975666,UP
-2,2,-1.1787338726871,-1.60902260298166,-0.748445142392538,7.91175718543418e-08,0.00104289100417266,0.974237735166499,28.8275521488311,7.91175718543418e-08,FALSE,ENSG00000050748,MAPK9,mitogen-activated protein kinase 9,1.05434574702733e-05,4.9770169494618,DOWN
2,2,1.02254427489761,0.443192790653712,1.60189575914151,0.000541583534173229,0.196423667744408,0.657623177702496,11.9667488704493,0.000541583534173228,FALSE,ENSG00000051128,HOMER3,homer scaffold protein 3,0.00960623123311114,2.01744696360008,UP
2,2,1.40386359461172,0.451784069779392,2.35594311944405,0.00385226048920172,0.341225683733648,0.559122587049592,8.3521744167952,0.00385226048920172,FALSE,ENSG00000051523,CYBA,cytochrome b-245 alpha chain,0.0388989972429063,1.4100615939824,UP
-2,2,-1.45719686442446,-2.46193242720733,-0.452461301641599,0.00447483001142239,2.09049797657234,0.148217750134135,8.0803298430273,0.00447483001142239,FALSE,ENSG00000054277,OPN3,opsin 3,0.043661925198156,1.3598971187299,DOWN
-2,2,-3.56698779676658,-4.89663783211635,-2.23733776141682,1.45709297946717e-07,0.234394886207196,0.628284062425464,27.645517899355,1.45709297946717e-07,FALSE,ENSG00000054803,CBLN4,cerebellin 4 precursor,1.62169645011467e-05,4.79003043395804,DOWN
2,2,1.24950773620874,0.524734258786743,1.97428121363074,0.000727570985612643,0.281766504453938,0.595545717904118,11.4174599338118,0.000727570985612644,FALSE,ENSG00000054967,RELT,RELT TNF receptor,0.0118852241004594,1.92499262506955,UP
-2,2,-1.98653680040988,-3.11883574469145,-0.854237856128309,0.00058469727812661,0.124023444842118,0.724711055245207,11.8240758421284,0.000584697278126611,FALSE,ENSG00000058404,CAMK2B,calcium/calmodulin dependent protein kinase II beta,0.0101924510032122,1.99172136759577,DOWN
2,2,1.14902313647218,0.477551020285586,1.82049525265877,0.000796838835724516,0.25545146589445,0.613262422959527,11.2485816198079,0.000796838835724518,FALSE,ENSG00000058866,DGKG,diacylglycerol kinase gamma,0.0127695945066739,1.89382289336384,UP
2,2,1.41297039875121,0.484007565493127,2.34193323200929,0.00287174614500418,2.24560997679151e-06,0.998804341753617,8.88721387620633,0.00287174614500418,FALSE,ENSG00000059804,SLC2A3,solute carrier family 2 member 3,0.0316485799310145,1.49964577196449,UP
-2,2,-1.83789995042594,-3.00618458765612,-0.669615313195752,0.00204691761148623,1.62319160328619,0.202647337726138,9.50698004845812,0.00204691761148623,FALSE,ENSG00000061918,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,0.0251287049322819,1.59982989323221,DOWN
-2,2,-1.18571979747457,-1.63914563453441,-0.73229396041474,2.96978628001901e-07,1.01255170638317,0.314292304301142,26.2692574940558,2.96978628001901e-07,FALSE,ENSG00000063854,HAGH,hydroxyacylglutathione hydrolase,2.81102761159183e-05,4.55113488847186,DOWN
2,2,1.30641235883286,0.455633007466212,2.15719171019951,0.0026157612227723,0.181373805370826,0.67019526258246,9.05780278667449,0.0026157612227723,FALSE,ENSG00000064692,SNCAIP,synuclein alpha interacting protein,0.02966677454002,1.52772966890452,UP
-2,2,-1.09394689324178,-1.5045682794494,-0.68332550703415,1.77393407104727e-07,0.135921256128015,0.712369984687605,27.2650018164356,1.77393407104727e-07,FALSE,ENSG00000065154,OAT,ornithine aminotransferase,1.8912004496386e-05,4.72326243754401,DOWN
2,2,1.82891435855754,1.00012554172119,2.65770317539389,1.52452868668565e-05,0.13231525101311,0.716043482608721,18.7066127708251,1.52452868668565e-05,FALSE,ENSG00000065320,NTN1,netrin 1,0.000662679250590227,3.17869662756077,UP
-2,2,-1.31544821869705,-1.62193334259896,-1.00896309479514,4.02201006955298e-17,0.211114165324373,0.645895530810412,70.7660405640556,4.02201006955294e-17,FALSE,ENSG00000065559,MAP2K4,mitogen-activated protein kinase kinase 4,2.03674589922163e-13,12.6910631494237,DOWN
2,2,1.67637645759562,0.509655485616846,2.84309742957439,0.00486060525461038,0.0194170435337027,0.889177490723759,7.93058600745299,0.00486060525461038,FALSE,ENSG00000065911,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",0.0463106397165512,1.33431921979537,UP
2,2,1.17046785067176,0.36296297634402,1.97797272499951,0.00449804364352862,0.394627204018283,0.529877119789231,8.07095369685773,0.00449804364352862,FALSE,ENSG00000067182,TNFRSF1A,TNF receptor superfamily member 1A,0.0437619462263764,1.35890337185332,UP
-2,2,-1.08748677822099,-1.67599630486857,-0.498977251573412,0.00029261579572936,0.0104983887996775,0.918390255032157,13.1170797192837,0.00029261579572936,FALSE,ENSG00000067191,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1,0.00611054181267414,2.21392027980292,DOWN
-2,2,-1.29558578859135,-2.17805480135563,-0.413116775827055,0.00400844372826228,0.368389178634073,0.543883615633374,8.27998603534087,0.00400844372826228,FALSE,ENSG00000067840,PDZD4,PDZ domain containing 4,0.04023539948448,1.39539168234389,DOWN
-2,2,-1.02630081705642,-1.73331491659026,-0.319286717522579,0.00444000800765455,0.657506232433037,0.417441719904446,8.09448796830841,0.00444000800765456,FALSE,ENSG00000068383,INPP5A,inositol polyphosphate-5-phosphatase A,0.0434057925690399,1.36245230936072,DOWN
-2,2,-1.62256635427296,-2.4474538404062,-0.797678868139718,0.000115597595691992,0.0363142819114188,0.848867929348272,14.8631781705151,0.000115597595691992,FALSE,ENSG00000068400,GRIPAP1,GRIP1 associated protein 1,0.00304888658637629,2.51585873038275,DOWN
-2,2,-1.43133800045581,-2.3136968288643,-0.548979172047311,0.00147580701770829,0.665997049710981,0.414450708627373,10.1085791103947,0.00147580701770829,FALSE,ENSG00000068831,RASGRP2,RAS guanyl releasing protein 2,0.0196568942208389,1.70648509938805,DOWN
-2,2,-1.73601918818388,-2.661560081162,-0.810478295205771,0.0002366721750996,0.365496284120915,0.545469472565622,13.514936221689,0.000236672175099601,FALSE,ENSG00000069424,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,0.00526816657012912,2.27834050186814,DOWN
-2,2,-1.34158977456989,-2.08267114445831,-0.600508404681475,0.00038794765936852,1.19979840563221,0.273361974231024,12.5893662930262,0.000387947659368521,FALSE,ENSG00000069966,GNB5,G protein subunit beta 5,0.00755602671939303,2.12170651500848,DOWN
-2,2,-1.84835814855665,-3.00358149315259,-0.69313480396072,0.00171302069050879,1.33391561284621,0.248109819035462,9.83414306397388,0.00171302069050879,FALSE,ENSG00000070182,SPTB,"spectrin beta, erythrocytic",0.022017098418113,1.65723991624684,DOWN
-2,2,-2.14258296515698,-2.8990609900844,-1.38610494022956,2.83662415715944e-08,0.0298568798468557,0.862815370027878,30.8161829747593,2.83662415715945e-08,FALSE,ENSG00000070961,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,4.78822157728514e-06,5.31982576061198,DOWN
2,2,1.00549946092156,0.352134590510708,1.65886433133242,0.00255882191362858,0.0134220980133684,0.907768428278403,9.09804972833729,0.00255882191362858,FALSE,ENSG00000071246,VASH1,vasohibin 1,0.0292173036541491,1.53435986581981,UP
2,2,1.72452623497612,0.805722246010854,2.64333022394138,0.000234420742629326,0.609059862843669,0.435142008115017,13.532874342461,0.000234420742629325,FALSE,ENSG00000071539,TRIP13,thyroid hormone receptor interactor 13,0.00522954467257668,2.28153612275717,UP
2,2,1.86834421133298,0.671720944833469,3.06496747783248,0.00221201054534567,2.0267725282434,0.154548505376728,9.36472606663196,0.00221201054534567,FALSE,ENSG00000071575,TRIB2,tribbles pseudokinase 2,0.0264813744719396,1.57705947731061,UP
-2,2,-1.92506157842095,-3.00058150267325,-0.849541654168641,0.000451287954233299,0.217193392678749,0.641186783945568,12.3068955296766,0.0004512879542333,FALSE,ENSG00000074527,NTN4,netrin 4,0.00835583985461582,2.07800989216266,DOWN
-2,2,-1.65137168541283,-2.54409942869505,-0.758643942130609,0.000288347148205153,0.00296637233834966,0.956565160397158,13.1446124681938,0.000288347148205153,FALSE,ENSG00000074590,NUAK1,NUAK family kinase 1,0.00604941382540798,2.21828670546722,DOWN
-2,2,-3.03505477671975,-4.86788479918742,-1.20222475425208,0.00117211269119255,3.06088292832437,0.080198080274847,10.5337951645648,0.00117211269119255,FALSE,ENSG00000074706,IPCEF1,interaction protein for cytohesin exchange factors 1,0.0168246618824722,1.77405365483368,DOWN
2,2,1.13893286122982,0.38685667142382,1.89100905103583,0.00299607876779619,0.371240032910052,0.542329118679374,8.80985479761568,0.00299607876779619,FALSE,ENSG00000075420,FNDC3B,fibronectin type III domain containing 3B,0.0324885286512203,1.48826995664903,UP
2,2,2.24102943357914,0.87097623155155,3.61108263560673,0.00134612284589298,1.95167839912736,0.162406101993973,10.2781852056966,0.00134612284589298,FALSE,ENSG00000075461,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,0.0185238209010925,1.73226942666558,UP
2,2,1.33463437156524,0.536077357432845,2.13319138569763,0.00105399479819981,0.100341312067612,0.751420430076751,10.7302276332152,0.00105399479819981,FALSE,ENSG00000075618,FSCN1,fascin actin-bundling protein 1,0.015698322523776,1.8041467525328,UP
-2,2,-1.04337152574217,-1.4471767990968,-0.639566252387531,4.10012594566827e-07,0.433235162027446,0.510405758376121,25.6466219765262,4.10012594566826e-07,FALSE,ENSG00000075945,KIFAP3,kinesin associated protein 3,3.6109630937155e-05,4.44237695030971,DOWN
2,2,1.60189840936492,0.711769940706495,2.49202687802334,0.000419975733286892,0.705635812616951,0.400896434582523,12.4411561229771,0.000419975733286892,FALSE,ENSG00000076604,TRAF4,TNF receptor associated factor 4,0.00793097324064719,2.1006735154431,UP
-2,2,-2.6112840213928,-4.44621223446258,-0.776355808323022,0.00528347905231776,1.96320804162762,0.161170639366661,7.77976087021529,0.00528347905231777,FALSE,ENSG00000078725,BRINP1,BMP/retinoic acid inducible neural specific 1,0.0494100423286004,1.30618477405898,DOWN
2,2,1.49354235692764,1.10981765062907,1.8772670632262,2.37283463859465e-14,0.145863197989473,0.702520402343582,58.1958136813315,2.37283463859467e-14,FALSE,ENSG00000079308,TNS1,tensin 1,4.80641384393733e-11,10.3181788381096,UP
-2,2,-2.56368193969604,-3.43630221474132,-1.69106166465077,8.50143225791341e-09,0.653850691182972,0.418739312006834,33.1568962989634,8.50143225791342e-09,FALSE,ENSG00000080224,EPHA6,EPH receptor A6,1.87179360669885e-06,5.72774204043415,DOWN
-2,2,-1.86102746167735,-2.91121969383947,-0.810835229515237,0.000514257037599438,0.489021228732481,0.484364237014869,12.0632448294019,0.000514257037599439,FALSE,ENSG00000081803,CADPS2,calcium dependent secretion activator 2,0.00923114513072092,2.03474442106454,DOWN
-2,2,-1.46849743011561,-2.33949330592961,-0.597501554301601,0.000951474557098,0.990866496865019,0.319530687277172,10.9196914372894,0.000951474557097999,FALSE,ENSG00000082397,EPB41L3,erythrocyte membrane protein band 4.1 like 3,0.0145215943851815,1.83798569805242,DOWN
-2,2,-1.52684198175583,-2.05081768052596,-1.00286628298571,1.12150505463561e-08,0.481803647203647,0.487606472462191,32.6183566097908,1.12150505463561e-08,FALSE,ENSG00000084444,FAM234B,family with sequence similarity 234 member B,2.22717709673519e-06,5.65224524813125,DOWN
-2,2,-1.21553786703724,-1.72733885926446,-0.703736874810027,3.24051924080521e-06,0.423783534366969,0.515055146381465,21.6686033864744,3.24051924080521e-06,FALSE,ENSG00000084731,KIF3C,kinesin family member 3C,0.000198908962853789,3.70134564709053,DOWN
2,2,1.34143659017177,0.554706937432629,2.12816624291092,0.000832087168113474,0.708731787439967,0.399865149467427,11.1682580403861,0.000832087168113473,FALSE,ENSG00000085117,CD82,CD82 molecule,0.0131883862889722,1.87980834081974,UP
2,2,1.17713617940066,0.63674695272145,1.71752540607987,1.95988519564426e-05,0.361915485917961,0.547444343470826,18.227883052095,1.95988519564425e-05,FALSE,ENSG00000086015,MAST2,microtubule associated serine/threonine kinase 2,0.000813513002519878,3.08963550126737,UP
-2,2,-1.53949352414277,-2.51905232570825,-0.559934722577286,0.00206780217571138,0.00151207314170021,0.968981769092293,9.48835428455454,0.00206780217571139,FALSE,ENSG00000086300,SNX10,sorting nexin 10,0.0251792953187791,1.59895642845565,DOWN
2,2,1.06601358327761,0.343628661571305,1.78839850498392,0.00382442152353248,0.535480366870955,0.464311868458913,8.36535381629081,0.00382442152353248,FALSE,ENSG00000087088,BAX,"BCL2 associated X, apoptosis regulator",0.0386950461441928,1.41234463110387,UP
-2,2,-1.89855567688259,-2.61589170898932,-1.18121964477586,2.13263427403098e-07,0.501827887272921,0.478698063605819,26.9090004008386,2.13263427403098e-07,FALSE,ENSG00000087095,NLK,nemo like kinase,2.15993199273858e-05,4.66555992275802,DOWN
2,2,3.24482493595966,1.83113995734352,4.65850991457581,6.83713044951943e-06,2.0250722875433,0.154721560971434,20.2382723962344,6.83713044951943e-06,FALSE,ENSG00000087245,MMP2,matrix metallopeptidase 2,0.000358789933641103,3.44515975020278,UP
-2,2,-1.19992932667834,-1.93919742937664,-0.460661223980037,0.0014662622742179,1.08041708028686,0.298604271035698,10.1205375716531,0.0014662622742179,FALSE,ENSG00000087258,GNAO1,G protein subunit alpha o1,0.019589419617235,1.70797843081313,DOWN
-2,2,-1.42948502827955,-2.19311491497043,-0.665855141588673,0.000243524629377914,0.12452763573512,0.724174855769322,13.4613795526796,0.000243524629377914,FALSE,ENSG00000088367,EPB41L1,erythrocyte membrane protein band 4.1 like 1,0.00539697471846721,2.26784961633462,DOWN
-2,2,-1.98885570881687,-3.33124237915465,-0.646469038479095,0.00368608197786268,0.139741934013949,0.708537699660585,8.43232763401901,0.00368608197786267,FALSE,ENSG00000089169,RPH3A,rabphilin 3A,0.0378334329532787,1.4221242496398,DOWN
-2,2,-3.41420240556628,-4.73124067993094,-2.09716413120161,3.75689911691413e-07,0.257349662378115,0.611946846922212,25.8153440695217,3.75689911691412e-07,FALSE,ENSG00000089558,KCNH4,potassium voltage-gated channel subfamily H member 4,3.39731020143806e-05,4.46886479677961,DOWN
2,2,1.83705095689305,0.632554169563077,3.04154774422302,0.00279654319024319,0.0138342800896553,0.906369378073802,8.93567359439865,0.00279654319024319,FALSE,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5,0.0310223323447788,1.50832555383418,UP
-2,2,-1.18986466752753,-1.94551473003592,-0.434214605019128,0.00202728193193441,0.000213687345608308,0.988336900070522,9.52466860180586,0.00202728193193441,FALSE,ENSG00000089818,NECAP1,NECAP endocytosis associated 1,0.0250089054891982,1.60190531468305,DOWN
-2,2,-2.01750877202431,-3.05780565481796,-0.977211889230665,0.000144070768000692,0.26320958894019,0.607923649183813,14.4481569633696,0.000144070768000692,FALSE,ENSG00000089847,ANKRD24,ankyrin repeat domain 24,0.00361000795648988,2.44249184090436,DOWN
2,2,1.15760017262252,0.356018986373343,1.9591813588717,0.00464790995113124,0.0132246476536213,0.908446336308595,8.01158264284945,0.00464790995113124,FALSE,ENSG00000090924,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2,0.0447897545052875,1.3488213179369,UP
2,2,3.43278313317087,1.46747301279643,5.39809325354531,0.000618327396059875,1.97901638944337,0.15949406645413,11.7199763742275,0.000618327396059875,FALSE,ENSG00000090932,DLL3,delta like canonical Notch ligand 3,0.0105250754072175,1.97777478396535,UP
-2,2,-1.3762725257399,-1.80109200954542,-0.951453041934374,2.15839866564299e-10,0.047657615714609,0.827190510588154,40.317742677749,2.158398665643e-10,FALSE,ENSG00000091622,PITPNM3,PITPNM family member 3,8.74410467425289e-08,7.05828465215873,DOWN
-2,2,-1.29949965363601,-1.69745301725992,-0.90154629001211,1.55195518115301e-10,0.394364657220891,0.530014028736805,40.962283454552,1.55195518115302e-10,FALSE,ENSG00000091972,CD200,CD200 molecule,7.25068682809287e-08,7.13962085252934,DOWN
2,2,2.46619768563881,1.09479415243536,3.83760121884225,0.000424111316476748,1.68230784998627,0.194618075595075,12.422855273695,0.000424111316476748,FALSE,ENSG00000091986,CCDC80,coiled-coil domain containing 80,0.00796920113780427,2.09858521170705,UP
2,2,1.62973427674253,0.548484131169089,2.71098442231597,0.00313488942354021,0.192839032001594,0.660564145694883,8.7272501364407,0.00313488942354021,FALSE,ENSG00000095970,TREM2,triggering receptor expressed on myeloid cells 2,0.0335974997727055,1.47369304032798,UP
2,2,2.08963700094347,1.12956156836822,3.04971243351873,1.99072427714734e-05,0.171693334784798,0.678611251514438,18.1981469680949,1.99072427714733e-05,FALSE,ENSG00000099139,PCSK5,proprotein convertase subtilisin/kexin type 5,0.000819595751176757,3.0864003016682,UP
2,2,1.07389091636333,0.502764586192947,1.64501724653371,0.000228408821730297,0.128926277049248,0.719547919420745,13.5816381220878,0.000228408821730296,FALSE,ENSG00000099203,TMED1,transmembrane p24 trafficking protein 1,0.00514072121440988,2.28897594764558,UP
2,2,1.09613897187248,0.550767109210966,1.641510834534,8.17137427837195e-05,0.299884192134281,0.583955031001047,15.5182221394423,8.17137427837195e-05,FALSE,ENSG00000099331,MYO9B,myosin IXB,0.00233784403082913,2.63118446614669,UP
-2,2,-1.15379198046085,-1.74343981935243,-0.564144141569272,0.000125485246546011,1.05982046397228,0.303256136522937,14.708412180218,0.000125485246546011,FALSE,ENSG00000099364,FBXL19,F-box and leucine rich repeat protein 19,0.00326713258873522,2.48583324036765,DOWN
-2,2,-1.70945210130303,-2.50771937346133,-0.911184829144729,2.70269407567482e-05,1.01664905408179,0.313315183747527,17.6162476304929,2.70269407567482e-05,FALSE,ENSG00000099365,STX1B,syntaxin 1B,0.00104476662589445,2.9809807089838,DOWN
2,2,1.23994422870619,0.508242130278438,1.97164632713394,0.000895799330762684,0.105773911189415,0.745007751682843,11.0314317908517,0.000895799330762683,FALSE,ENSG00000100097,LGALS1,galectin 1,0.0138302677164092,1.85916941304803,UP
2,2,1.11972186730098,0.524438251510174,1.71500548309178,0.000227207253828497,0.907820412921796,0.340693389441311,13.5915392163147,0.000227207253828497,FALSE,ENSG00000100441,KHNYN,KH and NYN domain containing,0.00512506696386419,2.29030045576553,UP
