signcon,ntimes,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,Gene_ID,Gene_Symbol,Gene_Description,Regulation
2,2,2.81021876238444,0.811380535141091,4.80905698962779,0.00585909598391357,2.23733891165702,0.134712641479239,7.5931354454363,0.00585909598391357,FALSE,ENSG00000110492,MDK,midkine,UP
2,2,1.24120213178756,0.699365729711798,1.78303853386333,7.13058932545774e-06,0.320448058669291,0.571338502466881,20.1578797489764,7.13058932545775e-06,FALSE,ENSG00000110693,SOX6,SRY-box transcription factor 6,UP
2,2,1.44817882040616,0.560283013301054,2.33607462751126,0.00138986733916853,0.104075390667883,0.746992757654526,10.2191919112188,0.00138986733916853,FALSE,ENSG00000110719,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",UP
-2,2,-1.03180955147233,-2.06269175021795,-0.000927352726701747,0.0497942634354009,0.9004055052136,0.342673003574618,3.8483732666475,0.049794263435401,FALSE,ENSG00000110723,EXPH5,exophilin 5,DOWN
2,2,1.29360296805223,0.138071354744141,2.44913458136031,0.0282242832835867,1.09385931019873,0.295617689715583,4.81431525516456,0.0282242832835867,FALSE,ENSG00000110852,CLEC2B,C-type lectin domain family 2 member B,UP
2,2,1.08653618458188,0.0169857667004656,2.15608660246329,0.0464709270367933,0.555151577319756,0.456220368868117,3.96444180127535,0.0464709270367933,FALSE,ENSG00000111058,ACSS3,acyl-CoA synthetase short chain family member 3,UP
-2,2,-1.84987076810416,-2.78065301873089,-0.919088517477435,9.80755313362437e-05,1.03891970798318,0.308072852395662,15.1733954080343,9.80755313362436e-05,FALSE,ENSG00000111110,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H",DOWN
2,2,1.61885226721636,0.656672982757472,2.58103155167525,0.000975114315952653,0.0440378523350416,0.833783204220562,10.8742324647924,0.000975114315952654,FALSE,ENSG00000111145,ELK3,ETS transcription factor ELK3,UP
-2,2,-1.92750104060598,-3.33993278969194,-0.515069291520029,0.0074795923561111,0.999624066153935,0.317401489949641,7.15402546984862,0.00747959235611108,FALSE,ENSG00000111181,SLC6A12,solute carrier family 6 member 12,DOWN
2,2,1.52228451010548,0.383625024785159,2.6609439954258,0.00878539459652757,0.0459945524868454,0.830185700879071,6.86594155128087,0.00878539459652759,FALSE,ENSG00000111206,FOXM1,forkhead box M1,UP
-2,2,-1.74244720003198,-2.72816800050776,-0.756726399556195,0.000531009711454687,0.106167109057322,0.744550750099838,12.0034916237443,0.000531009711454687,FALSE,ENSG00000111218,PRMT8,protein arginine methyltransferase 8,DOWN
2,2,1.12027936010659,0.613907787697918,1.62665093251527,1.44994668866791e-05,0.0419605549573446,0.837694980268906,18.8022671216793,1.44994668866791e-05,FALSE,ENSG00000111328,CDK2AP1,cyclin dependent kinase 2 associated protein 1,UP
2,2,1.70683693248381,0.0596318984048136,3.35404196656281,0.0422632789066888,3.38292624422373,0.0658749992446375,4.12462930793972,0.0422632789066888,FALSE,ENSG00000111331,OAS3,2'-5'-oligoadenylate synthetase 3,UP
2,2,1.85880411503598,0.764174683514244,2.95343354655771,0.000873966376549898,0.00271919254917425,0.958412457641027,11.077179433803,0.000873966376549897,FALSE,ENSG00000111665,CDCA3,cell division cycle associated 3,UP
2,2,1.13059564318924,0.376240630241617,1.88495065613687,0.00330857595006223,0.5808726517287,0.445970472473137,8.628975495747,0.00330857595006223,FALSE,ENSG00000111783,RFX4,regulatory factor X4,UP
-2,2,-1.13768302627289,-1.87643725409948,-0.398928798446292,0.00254156396727629,1.51607628643941,0.218214235065801,9.11042800974088,0.00254156396727629,FALSE,ENSG00000111880,RNGTT,RNA guanylyltransferase and 5'-phosphatase,DOWN
-2,2,-1.20962466326881,-1.90446507274657,-0.514784253791056,0.000644795006029215,0.292244542384654,0.588785752140639,11.6419924488353,0.000644795006029214,FALSE,ENSG00000112183,RBM24,RNA binding motif protein 24,DOWN
-2,2,-1.55025494748242,-2.73469661236893,-0.365813282595921,0.0103087720446661,0.0127358837043099,0.910146803371448,6.5807452948802,0.0103087720446661,FALSE,ENSG00000112186,CAP2,cyclase associated actin cytoskeleton regulatory protein 2,DOWN
-2,2,-1.29161907208245,-2.34042832923868,-0.24280981492623,0.0157907991308138,0.414249173297789,0.519820633830016,5.82602114554718,0.0157907991308139,FALSE,ENSG00000112309,B3GAT2,"beta-1,3-glucuronyltransferase 2",DOWN
2,2,1.09960457376351,0.231990790282318,1.9672183572447,0.0129902048573154,1.96109215921352,0.161396562164319,6.17044337865198,0.0129902048573153,FALSE,ENSG00000112531,QKI,"QKI, KH domain containing RNA binding",UP
2,2,1.23979475052613,0.223946827247004,2.25564267380525,0.0167548278072698,0.798786031658051,0.371456574105055,5.7218751076253,0.0167548278072698,FALSE,ENSG00000112539,C6orf118,chromosome 6 open reading frame 118,UP
-2,2,-1.01042607131515,-1.94530167374342,-0.0755504688868865,0.0341449865623981,0.0257640117681073,0.872477991300724,4.48742927480533,0.034144986562398,FALSE,ENSG00000112541,PDE10A,phosphodiesterase 10A,DOWN
2,2,1.53592933208808,0.476692032700496,2.59516663147567,0.00448296637114817,0.21478157038732,0.643045195756796,8.07703788544462,0.00448296637114818,FALSE,ENSG00000112578,BYSL,bystin like,UP
2,2,3.984231941874,2.62609481479643,5.34236906895157,8.93746632050646e-09,1.29188388052077,0.255701065550245,33.0596433998372,8.93746632050646e-09,FALSE,ENSG00000112715,VEGFA,vascular endothelial growth factor A,UP
2,2,1.41841125904029,0.253361970900306,2.58346054718026,0.0170237139139294,0.111576045834845,0.738356915250326,5.69392738447113,0.0170237139139295,FALSE,ENSG00000112852,PCDHB2,protocadherin beta 2,UP
2,2,1.56753768284461,0.966157969952764,2.16891739573645,3.24243477434959e-07,0.453233921927641,0.500803203790407,26.0996458846913,3.24243477434958e-07,FALSE,ENSG00000112902,SEMA5A,semaphorin 5A,UP
2,2,3.15940710979236,1.53061359995089,4.78820061963383,0.000143656861266636,1.74168540786022,0.186925416053665,14.4535757865324,0.000143656861266636,FALSE,ENSG00000113083,LOX,lysyl oxidase,UP
2,2,1.20482913433685,0.449276798236843,1.96038147043686,0.00177548697326768,0.0175390979657722,0.894640027215531,9.76827771404246,0.00177548697326768,FALSE,ENSG00000113212,PCDHB7,protocadherin beta 7,UP
2,2,1.646923997953,0.254134945662442,3.03971305024355,0.0204717024080671,1.93181204631144,0.164560334201223,5.37121589206499,0.0204717024080671,FALSE,ENSG00000113368,LMNB1,lamin B1,UP
2,2,1.36132283081814,0.688512946523257,2.03413271511303,7.31892692076943e-05,0.890811072645232,0.345257609547201,15.7265591300541,7.31892692076944e-05,FALSE,ENSG00000113369,ARRDC3,arrestin domain containing 3,UP
-2,2,-1.06715737979179,-1.5753713111547,-0.558943448428873,3.86223688263051e-05,0.54595483480149,0.459975273365758,16.9379167606275,3.86223688263051e-05,FALSE,ENSG00000113448,PDE4D,phosphodiesterase 4D,DOWN
2,2,1.08986757470418,0.37308156043115,1.8066535889772,0.00288144858106684,0.438303328644969,0.507942505164792,8.88105582283225,0.00288144858106684,FALSE,ENSG00000113657,DPYSL3,dihydropyrimidinase like 3,UP
2,2,3.04161212648637,1.53700548573779,4.54621876723496,7.42834281537524e-05,1.10212632494695,0.293799938015849,15.698490533848,7.42834281537525e-05,FALSE,ENSG00000113739,STC2,stanniocalcin 2,UP
-2,2,-2.4140267026385,-4.46963716810396,-0.358416237173041,0.0213519098953301,0.230862618041946,0.630884946627349,5.29783808797844,0.02135190989533,FALSE,ENSG00000113763,UNC5A,unc-5 netrin receptor A,DOWN
2,2,1.48376721960935,0.731397703545459,2.23613673567325,0.000110954898881521,0.00364287842567357,0.95187189256542,14.9405073202385,0.000110954898881522,FALSE,ENSG00000114268,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",UP
-2,2,-1.57361601327824,-2.16945653972827,-0.977775486828216,2.26367289513219e-07,0.69775806523761,0.403538043743305,26.7937584237083,2.26367289513218e-07,FALSE,ENSG00000114279,FGF12,fibroblast growth factor 12,DOWN
-2,2,-1.45761447321653,-2.64777261228878,-0.267456334144291,0.0163765529894626,2.28692575662095,0.130468115231375,5.76198580470187,0.0163765529894627,FALSE,ENSG00000114405,CEP15,centrosomal protein 15,DOWN
-2,2,-1.08224972373328,-2.12375807317176,-0.0407413742948024,0.0416868133575406,2.3378605649983,0.126262857844669,4.14787478450612,0.0416868133575407,FALSE,ENSG00000114626,ABTB1,ankyrin repeat and BTB domain containing 1,DOWN
-2,2,-1.72949203406053,-2.30431671806987,-1.1546673500512,3.70166206877458e-09,0.0230336166744529,0.87936968593893,34.7746282188939,3.70166206877458e-09,FALSE,ENSG00000114861,FOXP1,forkhead box P1,DOWN
2,2,1.61635794430964,0.10666914221835,3.12604674640094,0.035865594160372,1.23935293125165,0.265595796195324,4.40348375739775,0.0358655941603721,FALSE,ENSG00000115107,STEAP3,STEAP3 metalloreductase,UP
-2,2,-1.10260188486314,-1.57493407320162,-0.630269696524658,4.75545169256812e-06,1.00924688192066,0.315083330404963,20.9333414624337,4.75545169256812e-06,FALSE,ENSG00000115310,RTN4,reticulon 4,DOWN
2,2,1.05466164893465,0.113369477344297,1.99595382052499,0.0280903284159775,0.488162316735419,0.484748200003485,4.82251510000401,0.0280903284159775,FALSE,ENSG00000115318,LOXL3,lysyl oxidase like 3,UP
2,2,1.37803374774072,0.237635142836024,2.51843235264541,0.0178662061357645,0.422291868267792,0.515795656343533,5.60922078051077,0.0178662061357645,FALSE,ENSG00000115380,EFEMP1,EGF containing fibulin extracellular matrix protein 1,UP
-2,2,-1.27635654573845,-2.25706531678423,-0.295647774692677,0.0107469401487951,0.735652234138793,0.39105719209031,6.50668950636555,0.0107469401487951,FALSE,ENSG00000115423,DNAH6,dynein axonemal heavy chain 6,DOWN
2,2,2.29967226238731,0.881595477671306,3.71774904710332,0.00148068839546921,1.50883685429899,0.219316657902775,10.1024935417989,0.00148068839546921,FALSE,ENSG00000115461,IGFBP5,insulin like growth factor binding protein 5,UP
-2,2,-1.72253580579963,-3.19481584620945,-0.250255765389803,0.0218413577932184,4.12209442518754,0.0423266462664904,5.25837857311981,0.0218413577932184,FALSE,ENSG00000115756,HPCAL1,hippocalcin like 1,DOWN
-2,2,-1.43027802181817,-2.5126148826213,-0.347941161015039,0.00959653863471642,0.475312996471131,0.49055304226594,6.70829594340645,0.00959653863471643,FALSE,ENSG00000115840,SLC25A12,solute carrier family 25 member 12,DOWN
2,2,1.57088190544443,0.0452467931106173,3.09651701777823,0.0435816845601455,1.93664376983447,0.164033412161182,4.07269517103331,0.0435816845601454,FALSE,ENSG00000115963,RND3,Rho family GTPase 3,UP
2,2,1.01114588895454,0.249488561456301,1.77280321645278,0.00926899568557492,0.308378630773564,0.578676830606606,6.77024794263777,0.00926899568557493,FALSE,ENSG00000116117,PARD3B,par-3 family cell polarity regulator beta,UP
2,2,1.2918823190685,0.516372115769339,2.06739252236766,0.0010946307796568,0.00801203521974712,0.92867662829917,10.6602418730907,0.0010946307796568,FALSE,ENSG00000116157,GPX7,glutathione peroxidase 7,UP
2,2,1.14561149736469,0.401009853749798,1.89021314097958,0.00256543419964073,0.895525574972524,0.343984308985441,9.09332949836604,0.00256543419964073,FALSE,ENSG00000116212,LRRC42,leucine rich repeat containing 42,UP
-2,2,-1.11529711626244,-1.73757487880221,-0.493019353722675,0.000443398090679277,0.221533008371776,0.637874317331859,12.3398186614126,0.000443398090679277,FALSE,ENSG00000116329,OPRD1,opioid receptor delta 1,DOWN
-2,2,-1.60417230268083,-2.27575212119453,-0.932592484167119,2.84537258767904e-06,0.0594195877483767,0.807415668424156,21.9181015992903,2.84537258767904e-06,FALSE,ENSG00000116396,KCNC4,potassium voltage-gated channel subfamily C member 4,DOWN
-2,2,-1.88232188639365,-3.66150172915525,-0.103142043632057,0.0381177404098647,2.78374777807899,0.0952250995750041,4.29976051057023,0.0381177404098648,FALSE,ENSG00000116544,DLGAP3,DLG associated protein 3,DOWN
-2,2,-1.29749624715182,-2.27430040437187,-0.320692089931766,0.00922948266060594,1.25083591652984,0.263392881804707,6.77787264485525,0.00922948266060596,FALSE,ENSG00000116981,NT5C1A,"5'-nucleotidase, cytosolic IA",DOWN
-2,2,-1.90142431557394,-3.23331164234358,-0.569536988804302,0.00514078698168138,0.161399796533787,0.68787101468632,7.8292344030898,0.00514078698168138,FALSE,ENSG00000117009,KMO,kynurenine 3-monooxygenase,DOWN
-2,2,-2.07457269242515,-3.73425863213409,-0.414886752716219,0.0142890352616601,1.1984968501802,0.273622316600204,6.00207843370709,0.0142890352616601,FALSE,ENSG00000117016,RIMS3,regulating synaptic membrane exocytosis 3,DOWN
-2,2,-1.47941614060502,-2.54641568619242,-0.41241659501763,0.00657713641847971,2.16527821067679,0.141159073197131,7.38496460755879,0.00657713641847971,FALSE,ENSG00000117020,AKT3,AKT serine/threonine kinase 3,DOWN
-2,2,-1.82048585628191,-3.37244903906721,-0.268522673496615,0.0215004262934138,3.92527439779713,0.0475654273721308,5.28576647141528,0.0215004262934137,FALSE,ENSG00000117155,SSX2IP,SSX family member 2 interacting protein,DOWN
2,2,1.62587504448545,0.476445724143472,2.77530436482742,0.00556477841002732,0.168547581635231,0.681405856681372,7.68609892722613,0.00556477841002733,FALSE,ENSG00000117226,GBP3,guanylate binding protein 3,UP
-2,2,-2.96439767436986,-5.65911646428665,-0.269678884453072,0.0310750030408138,6.51128913459127,0.0107191771051216,4.648814408721,0.0310750030408137,FALSE,ENSG00000117600,PLPPR4,phospholipid phosphatase related 4,DOWN
2,2,1.19068144030549,0.0785222881493353,2.30284059246165,0.0358747479940604,0.0802213695997612,0.776997641513669,4.4030485086704,0.0358747479940606,FALSE,ENSG00000117650,NEK2,NIMA related kinase 2,UP
2,2,1.45122643981681,0.60336456782108,2.29908831181253,0.000794411616250413,0.0246008479812119,0.875365765817512,11.2542442162452,0.000794411616250414,FALSE,ENSG00000118257,NRP2,neuropilin 2,UP
-2,2,-1.3700967930933,-2.25666663677205,-0.483526949414544,0.00245437692705278,0.219960173227492,0.639070266046616,9.17429650267976,0.00245437692705278,FALSE,ENSG00000118276,B4GALT6,"beta-1,4-galactosyltransferase 6",DOWN
-2,2,-1.86362926214575,-3.29186706697318,-0.435391457318315,0.010544282975637,2.17186250482823,0.140555911209054,6.54054856999403,0.010544282975637,FALSE,ENSG00000118402,ELOVL4,ELOVL fatty acid elongase 4,DOWN
-2,2,-1.27026935707879,-2.32300971404771,-0.217529000109858,0.0180323256721921,2.26259231703974,0.132532044482491,5.59300595006528,0.018032325672192,FALSE,ENSG00000118690,ARMC2,armadillo repeat containing 2,DOWN
-2,2,-3.92580371854366,-7.32269017086934,-0.528917266217986,0.0235038996888112,6.64737797619558,0.0099301851835835,5.13087324980763,0.0235038996888112,FALSE,ENSG00000118733,OLFM3,olfactomedin 3,DOWN
2,2,1.13553952710441,0.375813739032106,1.89526531517672,0.003395079856298,0.0345783766970268,0.852481917352566,8.58196932447194,0.003395079856298,FALSE,ENSG00000118894,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase,UP
2,2,1.75713793569722,1.10620936549503,2.40806650589942,1.21788426352683e-07,0.636719926541761,0.424901061088955,27.9924702016948,1.21788426352684e-07,FALSE,ENSG00000119403,PHF19,PHD finger protein 19,UP
2,2,1.59122678967914,0.768369503750022,2.41408407560826,0.000150560274846304,0.318539308285446,0.572486792240748,14.3651877995504,0.000150560274846304,FALSE,ENSG00000119408,NEK6,NIMA related kinase 6,UP
2,2,1.65008472848655,0.456772983399875,2.84339647357322,0.00672438120440065,0.615905213909421,0.432573016764209,7.34515291489395,0.00672438120440065,FALSE,ENSG00000119681,LTBP2,latent transforming growth factor beta binding protein 2,UP
-2,2,-1.22064745192653,-1.93847025777047,-0.502824646082602,0.000859486616023178,0.979163847522235,0.322405325951791,11.1081612515883,0.000859486616023179,FALSE,ENSG00000119782,FKBP1B,FKBP prolyl isomerase 1B,DOWN
-2,2,-1.40129860469538,-1.9571659735794,-0.845431235811357,7.77558158203485e-07,0.56346663028774,0.452866846990686,24.4126654963219,7.77558158203486e-07,FALSE,ENSG00000119801,YPEL5,yippee like 5,DOWN
-2,2,-1.12028933707389,-1.64286577802808,-0.597712896119701,2.6487926148113e-05,0.75063338884232,0.386275770189665,17.6545614246173,2.64879261481131e-05,FALSE,ENSG00000119865,CNRIP1,cannabinoid receptor interacting protein 1,DOWN
-2,2,-1.75694741224285,-2.80149023321979,-0.71240459126592,0.000978248230108686,0.20460268404886,0.651031063759987,10.8682898009857,0.000978248230108686,FALSE,ENSG00000119866,BCL11A,BCL11 transcription factor A,DOWN
-2,2,-1.98116548877232,-3.08476371671673,-0.87756726082791,0.000433989902481845,0.693365251880751,0.405022087083817,12.3798590861957,0.000433989902481845,FALSE,ENSG00000119986,AVPI1,arginine vasopressin induced 1,DOWN
-2,2,-1.7031217972551,-2.85410536099547,-0.552138233514728,0.00372950624743276,0.533589952290327,0.4651014671089,8.411033308471,0.00372950624743276,FALSE,ENSG00000120049,KCNIP2,potassium voltage-gated channel interacting protein 2,DOWN
-2,2,-1.232775177166,-1.96399671143321,-0.50155364289879,0.00095204765716435,0.203464196803116,0.65193905727419,10.9185759253316,0.000952047657164351,FALSE,ENSG00000120251,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,DOWN
-2,2,-1.04562282252686,-1.7827704075605,-0.308475237493224,0.00543332918360064,1.56190396348754,0.21138666104053,7.72925073050153,0.00543332918360064,FALSE,ENSG00000120265,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,DOWN
2,2,2.71549035125725,1.45002265358051,3.98095804893398,2.60197282607862e-05,1.09134529207448,0.296173327783296,17.6884827476434,2.60197282607862e-05,FALSE,ENSG00000120875,DUSP4,dual specificity phosphatase 4,UP
2,2,1.82537872917735,0.400741411768626,3.25001604658607,0.0120291043352773,0.125790888455832,0.722836744193272,6.30657435635111,0.0120291043352773,FALSE,ENSG00000120889,TNFRSF10B,TNF receptor superfamily member 10b,UP
-2,2,-1.17738334494168,-1.94552523664326,-0.409241453240102,0.00266306335970507,0.034445678542831,0.8527620061403,9.02503836890657,0.00266306335970508,FALSE,ENSG00000120899,PTK2B,protein tyrosine kinase 2 beta,DOWN
2,2,1.80509044405587,1.18524436199578,2.42493652611596,1.14494822761335e-08,0.624732585406216,0.429294045103767,32.5781482573431,1.14494822761335e-08,FALSE,ENSG00000121005,CRISPLD1,cysteine rich secretory protein LCCL domain containing 1,UP
2,2,1.03143133020448,0.422926267852186,1.63993639255677,0.000893144712566947,0.0442300154391765,0.833426251698868,11.0369335838677,0.000893144712566949,FALSE,ENSG00000121060,TRIM25,tripartite motif containing 25,UP
2,2,1.90977858291992,1.07602691627999,2.74353024955986,7.14029550925544e-06,0.0538163920799418,0.816550749315478,20.1552778388364,7.14029550925542e-06,FALSE,ENSG00000121068,TBX2,T-box transcription factor 2,UP
2,2,2.24217940166157,0.643088812132392,3.84126999119075,0.00599268601300164,1.71109782388977,0.190842995401976,7.55250052292174,0.00599268601300164,FALSE,ENSG00000121152,NCAPH,non-SMC condensin I complex subunit H,UP
2,2,1.58916987776135,0.394426876499967,2.78391287902274,0.00913347338728301,0.253722435423047,0.614466107090936,6.79653943111873,0.00913347338728303,FALSE,ENSG00000121236,TRIM6,tripartite motif containing 6,UP
-2,2,-1.9061323009912,-3.14858717216643,-0.663677429815964,0.00263917409841308,0.0135694005357029,0.907265978318984,9.04151105413068,0.00263917409841307,FALSE,ENSG00000121769,FABP3,fatty acid binding protein 3,DOWN
-2,2,-1.20736021859847,-1.90584931426929,-0.508871122927656,0.000704404749614887,0.278937265253351,0.597398618115942,11.477588367665,0.000704404749614887,FALSE,ENSG00000121871,SLITRK3,SLIT and NTRK like family member 3,DOWN
-2,2,-1.05296539440721,-1.77308645048503,-0.332844338329399,0.00415863305801958,0.590635381195212,0.442173525884129,8.21321817178749,0.00415863305801959,FALSE,ENSG00000121964,GTDC1,glycosyltransferase like domain containing 1,DOWN
2,2,1.25751793365397,0.246586862987382,2.26844900432056,0.0147671611884032,0.0388422530532276,0.843761506232681,5.94403649654244,0.0147671611884032,FALSE,ENSG00000122122,SASH3,SAM and SH3 domain containing 3,UP
2,2,1.26815295703614,0.534886307090537,2.00141960698174,0.000699760547050092,1.60506115794792,0.205187443032361,11.4898826545332,0.000699760547050093,FALSE,ENSG00000122642,FKBP9,FKBP prolyl isomerase 9,UP
2,2,1.16579446149402,0.58863520242292,1.74295372056512,7.52960983532704e-05,0.0255473599623861,0.873010725389452,15.6728805284503,7.52960983532705e-05,FALSE,ENSG00000122643,NT5C3A,"5'-nucleotidase, cytosolic IIIA",UP
2,2,1.4691184134328,0.7738432861335,2.1643935407321,3.45177715585826e-05,0.116223119316368,0.733167481549728,17.1512745770968,3.45177715585826e-05,FALSE,ENSG00000122786,CALD1,caldesmon 1,UP
-2,2,-1.13183229490888,-2.03737554664612,-0.226289043171652,0.0142957205802308,0.00852923901995222,0.926416881754261,6.00125316930693,0.0142957205802308,FALSE,ENSG00000122870,BICC1,BicC family RNA binding protein 1,DOWN
-2,2,-1.48993358449127,-2.02339127902374,-0.956475889958793,4.39669039000274e-08,0.130341248722759,0.718078482662403,29.9660868524419,4.39669039000274e-08,FALSE,ENSG00000122873,CISD1,CDGSH iron sulfur domain 1,DOWN
-2,2,-2.17507193793707,-3.1366401956354,-1.21350368023874,9.27379750806519e-06,1.72631210169872,0.188882562282013,19.6554592615968,9.27379750806519e-06,FALSE,ENSG00000122912,SLC25A16,solute carrier family 25 member 16,DOWN
2,2,1.9643165691179,0.514105278307561,3.41452785992823,0.00793605039776139,1.58667612466235,0.207801666386962,7.04784879035612,0.0079360503977614,FALSE,ENSG00000122952,ZWINT,ZW10 interacting kinetochore protein,UP
-2,2,-1.63949055392343,-3.14201422877376,-0.136966879073096,0.0324656333539952,2.53507424245423,0.11134164939647,4.57373893716299,0.0324656333539952,FALSE,ENSG00000122966,CIT,citron rho-interacting serine/threonine kinase,DOWN
2,2,2.18977041449022,1.30370346083935,3.07583736814109,1.27422568854281e-06,0.317523548118559,0.573099716413088,23.4617428504542,1.27422568854281e-06,FALSE,ENSG00000123080,CDKN2C,cyclin dependent kinase inhibitor 2C,UP
2,2,1.63676390912672,0.358142339837665,2.91538547841577,0.0121090428236732,3.75313058907531,0.0527087043734516,6.29483295485948,0.0121090428236733,FALSE,ENSG00000123131,PRDX4,peroxiredoxin 4,UP
2,2,2.27176611658043,0.994976851707165,3.5485553814537,0.000487877170307243,0.0811063683765243,0.7758036561576,12.1614391881661,0.000487877170307243,FALSE,ENSG00000123342,MMP19,matrix metallopeptidase 19,UP
-2,2,-1.62148937724851,-2.77707773283362,-0.465901021663395,0.00595649275536709,1.69880504199735,0.192444325723797,7.56341766925954,0.0059564927553671,FALSE,ENSG00000123360,PDE1B,phosphodiesterase 1B,DOWN
2,2,1.85051506791822,0.669706402519425,3.03132373331702,0.00212932355595616,1.05056585513611,0.305376801343493,9.43457563153571,0.00212932355595616,FALSE,ENSG00000123374,CDK2,cyclin dependent kinase 2,UP
2,2,2.11589449931001,1.09292955586474,3.13885944275529,5.03540301531524e-05,0.454971662396923,0.499983397966713,16.4347347571625,5.03540301531524e-05,FALSE,ENSG00000123427,EEF1AKMT3,EEF1A lysine methyltransferase 3,UP
2,2,3.0620159967921,0.0743174578356669,6.04971453574853,0.0445671467133022,5.06527860877698,0.0244097814194527,4.03494429229607,0.0445671467133023,FALSE,ENSG00000123485,HJURP,Holliday junction recognition protein,UP
2,2,2.2555364733834,1.11144344050017,3.39962950626664,0.000111547307828834,1.21669907349215,0.270009434266034,14.9304607039484,0.000111547307828834,FALSE,ENSG00000123610,TNFAIP6,TNF alpha induced protein 6,UP
2,2,1.20718979894522,0.466777395039778,1.94760220285066,0.00139549136818727,0.0316753495326814,0.858742060211195,10.2117441283028,0.00139549136818727,FALSE,ENSG00000123989,CHPF,chondroitin polymerizing factor,UP
2,2,1.23321878501652,0.696026788093271,1.77041078193976,6.81319633593536e-06,0.0130614099596328,0.909010663434792,20.2449811703832,6.81319633593536e-06,FALSE,ENSG00000124126,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",UP
-2,2,-2.0381862654796,-3.18379884750526,-0.892573683453947,0.000488438514769576,1.21034927405564,0.271262960092609,12.1592944079803,0.000488438514769576,FALSE,ENSG00000124191,TOX2,TOX high mobility group box family member 2,DOWN
2,2,1.21562898524075,0.27065630274157,2.16060166773993,0.0116911780665233,0.228668512710617,0.632512868497947,6.35711060440579,0.0116911780665234,FALSE,ENSG00000124508,BTN2A2,butyrophilin subfamily 2 member A2,UP
2,2,2.58213210545152,0.565900331522605,4.59836387938044,0.0120706715561751,3.88999558983339,0.048574551136889,6.30045897713156,0.0120706715561751,FALSE,ENSG00000124575,H1-3,"H1.3 linker histone, cluster member",UP
2,2,4.01966600556747,2.64266182511459,5.39667018602036,1.05645822899239e-08,0.00213969468986128,0.963105543949892,32.7344917750108,1.05645822899239e-08,FALSE,ENSG00000124635,H2BC11,H2B clustered histone 11,UP
2,2,1.92173022476665,0.452805858122479,3.39065459141083,0.010343297085319,1.23504170938904,0.266428781526574,6.57479405056161,0.010343297085319,FALSE,ENSG00000124731,TREM1,triggering receptor expressed on myeloid cells 1,UP
2,2,1.09699450856447,0.464440645915629,1.72954837121332,0.000676252309080625,0.0708578914235573,0.790091762592666,11.553406792236,0.000676252309080626,FALSE,ENSG00000124782,RREB1,ras responsive element binding protein 1,UP
2,2,1.05570756234968,0.235912983898143,1.87550214080122,0.0116033048124646,0.572428986934024,0.44929531292443,6.37049770215331,0.0116033048124646,FALSE,ENSG00000124942,AHNAK,AHNAK nucleoprotein,UP
2,2,1.38814482832854,0.249592817307632,2.52669683934944,0.0168655222456716,0.376410585312174,0.539530518296563,5.71031401902275,0.0168655222456716,FALSE,ENSG00000125089,SH3TC1,SH3 domain and tetratricopeptide repeats 1,UP
2,2,2.02477023032998,1.13649046044141,2.91305000021856,7.91028577296029e-06,0.0100825450806752,0.920017340790044,19.9594299283124,7.91028577296029e-06,FALSE,ENSG00000125148,MT2A,metallothionein 2A,UP
2,2,1.48876106245134,0.312833069239578,2.66468905566311,0.0130876685912257,1.43741409680078,0.230558254558276,6.15722079265224,0.0130876685912257,FALSE,ENSG00000125355,TMEM255A,transmembrane protein 255A,UP
2,2,1.49963342091524,0.507667533962171,2.4915993078683,0.00304624071549657,0.328253210166215,0.566689476026618,8.77956358585607,0.00304624071549657,FALSE,ENSG00000125398,SOX9,SRY-box transcription factor 9,UP
2,2,1.77128736099479,1.06773999512803,2.47483472686155,8.03534451593188e-07,0.035464255841649,0.850626154745532,24.349359783608,8.03534451593188e-07,FALSE,ENSG00000125458,NT5C,"5', 3'-nucleotidase, cytosolic",UP
-2,2,-1.20055049319393,-1.8294651787756,-0.57163580761226,0.000182981405815027,0.942589243218892,0.331612842963069,13.9982443826531,0.000182981405815027,FALSE,ENSG00000125648,SLC25A23,solute carrier family 25 member 23,DOWN
2,2,1.16411602595124,0.191663676374646,2.13656837552783,0.0189629038542021,0.512947840517912,0.473865535393344,5.50493326108969,0.0189629038542021,FALSE,ENSG00000125730,C3,complement C3,UP
2,2,1.192185114515,0.0641558148126373,2.32021441421735,0.0383181203057617,0.253810704736172,0.614404533015495,4.29084485037125,0.0383181203057617,FALSE,ENSG00000125733,TRIP10,thyroid hormone receptor interactor 10,UP
-2,2,-2.3492753817387,-4.34579370548008,-0.352757057997314,0.0210959748309179,3.76614915838911,0.0522999088665211,5.318846250766,0.021095974830918,FALSE,ENSG00000125814,NAPB,NSF attachment protein beta,DOWN
