signcon,ntimes,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,Gene_ID
-2,2,-1.59388739735076,-2.18507084615164,-1.00270394854988,1.26219905741453e-07,0.463852372119655,0.495829044025791,27.9233115576265,1.26219905741453e-07,FALSE,ENSG00000003147
-2,2,-1.10243850724302,-2.13237913461692,-0.0724978798691234,0.0359116357636633,1.01409282748204,0.313924316884725,4.40129573698566,0.0359116357636634,FALSE,ENSG00000003249
-2,2,-1.29883516842933,-1.82779389278429,-0.769876444074379,1.48974498073246e-06,0.483108347304966,0.48701772634297,23.1611805398111,1.48974498073245e-06,FALSE,ENSG00000004660
2,2,1.00286013204886,0.097011315784426,1.90870894831329,0.030017066215606,0.0130345052428376,0.909104017654342,4.70831459080382,0.030017066215606,FALSE,ENSG00000005243
-2,2,-1.18136105493401,-1.73828543065975,-0.624436679208268,3.21718868077212e-05,0.127453911384013,0.721086656225893,17.2849858359921,3.21718868077213e-05,FALSE,ENSG00000005379
-2,2,-1.49970076682487,-1.90854387906659,-1.09085765458316,6.5050066856111e-13,0.05002485990254,0.823020021334113,51.6882749100333,6.50500668561114e-13,FALSE,ENSG00000005810
-2,2,-1.80239234027316,-2.580781090363,-1.02400359018332,5.66879921284808e-06,0.0585413480494236,0.808816431575991,20.5968946256075,5.66879921284806e-06,FALSE,ENSG00000006071
2,2,3.2887215687056,1.85386652040568,4.72357661700552,7.04634970249676e-06,0.479909953306004,0.488463106902973,20.1806121180809,7.04634970249674e-06,FALSE,ENSG00000006327
-2,2,-2.8847748073494,-5.16917807347871,-0.600371541220099,0.013321059724009,4.43073348362743,0.0352973360844862,6.12596442774321,0.013321059724009,FALSE,ENSG00000006432
2,2,1.23913970957524,0.461772710591773,2.01650670855871,0.00178274241034512,0.14141457561305,0.706878762942974,9.76078016411313,0.00178274241034512,FALSE,ENSG00000006534
2,2,1.21756303575281,0.317744478184462,2.11738159332115,0.00800005082464582,0.000730478757877434,0.978437903474237,7.03346288847271,0.0080000508246458,FALSE,ENSG00000006634
-2,2,-2.80881211107396,-4.9989577956623,-0.61866642648562,0.0119502738681436,2.96905375759582,0.0848714844065541,6.31823174956316,0.0119502738681436,FALSE,ENSG00000006740
-2,2,-1.43516881425456,-2.79479357662032,-0.0755440518887933,0.0385588186503826,1.54976587853761,0.213170006867311,4.28019966047186,0.0385588186503825,FALSE,ENSG00000007264
-2,2,-1.23919216718688,-2.02821887604093,-0.45016545833282,0.00208263951909924,0.1213749574404,0.727547995496854,9.47523723376823,0.00208263951909924,FALSE,ENSG00000008300
2,2,1.49537950007215,0.481871408238151,2.50888759190614,0.00383008906484218,0.900273823153556,0.342708299714571,8.36266281972168,0.00383008906484217,FALSE,ENSG00000008517
-2,2,-1.0060000317148,-1.72692619308451,-0.285073870345081,0.00623826999477233,0.465153532381781,0.49522526053986,7.48015503815481,0.00623826999477233,FALSE,ENSG00000008735
2,2,1.53061639746547,0.268249826659806,2.79298296827114,0.0174800561060717,3.24199702376933,0.0717731035689994,5.64752204223659,0.0174800561060717,FALSE,ENSG00000010278
-2,2,-1.21324368820595,-2.27279849224851,-0.153688884163383,0.0248158311965632,0.449993075331645,0.502338242793152,5.03669222499767,0.0248158311965633,FALSE,ENSG00000010319
2,2,3.24690660757765,2.16563140528518,4.32818180987012,3.96908297071515e-09,0.368414509280523,0.543869767284447,34.6388360149518,3.96908297071516e-09,FALSE,ENSG00000011028
2,2,1.38384900162766,0.644881841809942,2.12281616144539,0.000242185124880902,0.126641640175256,0.721939835159017,13.4717282768226,0.000242185124880902,FALSE,ENSG00000011304
-2,2,-1.53692505698196,-3.02981731972652,-0.0440327942374115,0.0436149039623228,2.31030392676284,0.128518918679941,4.07140803887282,0.0436149039623227,FALSE,ENSG00000011347
-2,2,-3.04426738671316,-5.60242645343115,-0.48610831999518,0.0196795712061267,3.44851666336757,0.0633085621656713,5.44009747350232,0.0196795712061267,FALSE,ENSG00000011677
2,2,4.06500775493476,1.76655956251898,6.36345594735054,0.000527539388944241,1.99602907129563,0.157711912008312,12.0157117344593,0.000527539388944242,FALSE,ENSG00000012223
2,2,1.61317082434761,0.809264561029478,2.41707708766574,8.38951115665685e-05,0.361580916721825,0.54762954314555,15.468424254575,8.38951115665686e-05,FALSE,ENSG00000013364
2,2,2.28502186039197,1.34870376522126,3.22133995556269,1.72559475686101e-06,0.963691634066613,0.326258522525009,22.8786327670905,1.72559475686101e-06,FALSE,ENSG00000013573
2,2,2.51280113324769,0.698383787099113,4.32721847939626,0.00664019884592563,1.75988597499986,0.184638738717517,7.36780362805739,0.00664019884592564,FALSE,ENSG00000013810
-2,2,-1.86354843165323,-2.98485613621031,-0.742240727096148,0.00112459034450055,0.537536374622304,0.463455529821408,10.6103067011022,0.00112459034450055,FALSE,ENSG00000018236
2,2,2.36615512945861,1.21618390917675,3.51612634974047,5.5121307007034e-05,1.30574627384412,0.253166262239263,16.2632997845085,5.51213070070341e-05,FALSE,ENSG00000018408
-2,2,-1.22683665192852,-1.72887427790905,-0.724799025947986,1.6712033983934e-06,0.470476723594421,0.492767935134147,22.9401964034348,1.6712033983934e-06,FALSE,ENSG00000020129
-2,2,-1.22846737340863,-2.06256432311829,-0.394370423698962,0.00389358422701749,1.28151569157223,0.257617408218882,8.33278870144173,0.0038935842270175,FALSE,ENSG00000022267
-2,2,-1.62681462851976,-2.76864034391776,-0.484988913121761,0.00523095796319907,1.73256936570047,0.188083098159634,7.79781056820548,0.00523095796319908,FALSE,ENSG00000022567
-2,2,-1.59183157566654,-2.33005279008843,-0.853610361244655,2.37582036851513e-05,0.0533245310813604,0.817376137536655,17.8614770301773,2.37582036851514e-05,FALSE,ENSG00000023171
-2,2,-1.00229311956942,-1.51054523976327,-0.49404099937556,0.000111031926733057,0.655442031928207,0.418173704265678,14.9391979615088,0.000111031926733057,FALSE,ENSG00000023228
2,2,2.33650198632431,1.50202335764704,3.17098061500157,4.06948594636097e-08,0.126397381836796,0.722196997520032,30.1160530688307,4.06948594636097e-08,FALSE,ENSG00000026025
2,2,2.54796534249483,0.604930345162904,4.49100033982676,0.0101650123086322,0.254760624409566,0.613742745142693,6.60574749555127,0.0101650123086322,FALSE,ENSG00000026508
2,2,1.75160838633095,1.00668156582303,2.49653520683888,4.05338078938372e-06,0.00221260234029863,0.962482696607706,21.2394365668036,4.05338078938372e-06,FALSE,ENSG00000026950
2,2,1.1781466002001,0.258957108122898,2.0973360922773,0.0120004352171831,0.330413438998826,0.56541574157561,6.31080482297441,0.012000435217183,FALSE,ENSG00000030582
2,2,1.13957822693899,0.382076260739884,1.89708019313809,0.00319268680028518,1.57267569324661,0.209818863310122,8.69394601206532,0.00319268680028518,FALSE,ENSG00000031081
-2,2,-1.00041753799043,-1.5061708404144,-0.494664235566473,0.000105772298821682,0.136891782446309,0.711390764690931,15.0307731631476,0.000105772298821682,FALSE,ENSG00000033627
-2,2,-1.1660219656925,-2.32448406044082,-0.00755987094418908,0.0485235642030907,2.09204877448432,0.14806738551645,3.89175945711691,0.0485235642030906,FALSE,ENSG00000033867
-2,2,-1.90436091635495,-2.75522639875488,-1.05349543395501,1.15091302810879e-05,0.821692201439139,0.364685870063887,19.2430048866773,1.15091302810879e-05,FALSE,ENSG00000036530
2,2,1.7854408645273,0.322618634341505,3.24826309471309,0.0167465762728076,2.07527555497348,0.14970290125331,5.72274006269846,0.0167465762728076,FALSE,ENSG00000037897
-2,2,-1.01279342001965,-1.78806823144875,-0.237518608590556,0.0104542045975266,0.00503088283263242,0.943454488417869,6.55581328849034,0.0104542045975266,FALSE,ENSG00000038274
-2,2,-1.22323941802197,-1.58306327904513,-0.863415556998808,2.68299662075463e-11,0.215076584871727,0.642817195891214,44.3955252173178,2.68299662075463e-11,FALSE,ENSG00000040341
2,2,1.05147292663267,0.369733646501678,1.73321220676365,0.00250341423540074,0.00141640957478949,0.969978528525865,9.13809642737428,0.00250341423540074,FALSE,ENSG00000040531
2,2,4.73272583346946,1.93081133910484,7.53464032783409,0.000931016360843927,3.26305948549527,0.0708568093862311,10.9599637930453,0.000931016360843927,FALSE,ENSG00000041982
2,2,1.48803043120956,0.522114984805639,2.45394587761349,0.00253275064262346,0.0289579271142573,0.864876217176382,9.11678232554688,0.00253275064262346,FALSE,ENSG00000042493
-2,2,-1.59040880271502,-2.62197374095061,-0.558843864479436,0.00251307858190229,0.00945756999853228,0.922527831311982,9.13104700901136,0.00251307858190229,FALSE,ENSG00000043591
-2,2,-1.0520249759,-1.62025395238054,-0.483795999419454,0.000284854789805775,0.772221404860813,0.379530719058238,13.167445510976,0.000284854789805775,FALSE,ENSG00000047056
-2,2,-1.8062680652499,-2.96460217731109,-0.647933953188708,0.00224084465241197,0.74454406898956,0.388209127688117,9.34098978306526,0.00224084465241197,FALSE,ENSG00000048540
-2,2,-1.68580981671361,-2.24866212862234,-1.12295750480488,4.34939209448937e-09,0.335448140305285,0.562468500233663,34.4607266117154,4.34939209448936e-09,FALSE,ENSG00000048991
2,2,1.12584641024681,0.574438014783261,1.67725480571037,6.28661367206566e-05,0.541436364232925,0.461838059449376,16.014291464981,6.28661367206565e-05,FALSE,ENSG00000049541
2,2,2.01802372293861,1.2364397390285,2.79960770684871,4.1802359800624e-07,1.43932115061768,0.230249224611176,25.6092826812323,4.18023598006239e-07,FALSE,ENSG00000050405
-2,2,-1.1787338726871,-1.60902260298166,-0.748445142392538,7.91175718543418e-08,0.00104289100417266,0.974237735166499,28.8275521488311,7.91175718543418e-08,FALSE,ENSG00000050748
2,2,1.02254427489761,0.443192790653712,1.60189575914151,0.000541583534173229,0.196423667744408,0.657623177702496,11.9667488704493,0.000541583534173228,FALSE,ENSG00000051128
2,2,1.40386359461172,0.451784069779392,2.35594311944405,0.00385226048920172,0.341225683733648,0.559122587049592,8.3521744167952,0.00385226048920172,FALSE,ENSG00000051523
-2,2,-1.52860487854873,-2.94409259964529,-0.113117157452174,0.0342944583440378,2.17384683601923,0.140374702305031,4.4799632554969,0.0342944583440378,FALSE,ENSG00000053524
-2,2,-1.45719686442446,-2.46193242720733,-0.452461301641599,0.00447483001142239,2.09049797657234,0.148217750134135,8.0803298430273,0.00447483001142239,FALSE,ENSG00000054277
-2,2,-3.56698779676658,-4.89663783211635,-2.23733776141682,1.45709297946717e-07,0.234394886207196,0.628284062425464,27.645517899355,1.45709297946717e-07,FALSE,ENSG00000054803
2,2,1.24950773620874,0.524734258786743,1.97428121363074,0.000727570985612643,0.281766504453938,0.595545717904118,11.4174599338118,0.000727570985612644,FALSE,ENSG00000054967
-2,2,-1.64742393717838,-3.09375735483046,-0.201090519526299,0.0255841158270012,3.51018104682539,0.0609927900469006,4.98390877715227,0.0255841158270011,FALSE,ENSG00000055163
2,2,1.34448815856506,0.362515030869092,2.32646128626104,0.00728507654891966,0.0942733157644896,0.758813230845551,7.20130058252931,0.00728507654891965,FALSE,ENSG00000056972
