Symbol,Degree,Betweenness,Closeness,Eigenvector,Log2FC
MVP,1,0,0.666666666666667,0,1.61317082434761
GLRA3,1,0,0.121250528094635,1.88696467236444e-08,-2.71424471763295
SNX10,1,0,0.666666666666667,9.4268262744066e-19,-1.53949352414277
HERC1,1,0,0.241176470588235,0.0519390930082387,-1.04959175813545
NUPR1,1,0,0.241176470588235,0.0519390930082387,1.15938264061479
PLK2,1,0,0.241176470588235,0.0519390930082387,-1.37140421973984
MYO9B,1,0,0.666666666666667,0,1.09613897187248
DIAPH3,1,0,0.666666666666667,0,2.55554038257587
RNF213,1,0,0.164,0.000248942542991208,1.23538119476551
BTN3A2,1,0,1,0,2.10399641467506
GTF2IRD2B,1,0,0.188815789473684,0.000665633423569897,1.18278395419009
PDE7B,1,0,0.199444058373871,0.000175824949680055,-1.86166702412319
NCAPG2,1,0,0.175,0.00072170303352747,2.28011400843572
DDX11,1,0,0.151531151003168,0.000212884200564653,2.28502186039197
RNGTT,1,0,1,0,-1.13768302627289
SERPINH1,1,0,0.144730206757438,7.1497394347198e-06,2.32569012246288
TUBA8,1,0,0.666666666666667,0,-2.5390216890816
CDH18,1,0,0.154384077461001,7.88874083641448e-06,-1.75085312564078
IRAK1,1,0,1,0,1.28999285876062
EPHB6,1,0,0.171445639187575,0.000291839706194276,-2.3367480440723
EPHA6,1,0,0.171445639187575,0.000291839706194279,-2.56368193969604
EPHA5,1,0,0.171445639187575,0.000291839706194284,-1.62747395685416
MTHFD2,1,0,0.150656167979003,0.000111407617981701,1.67637645759562
ADRB1,1,0,0.168724279835391,1.60547593869605e-05,-1.59040880271502
GUCY1B1,1,0,0.166569936157864,1.20821012427772e-05,-1.83789995042594
EPB41L3,1,0,0.151451187335092,1.10582789348038e-06,-1.46849743011561
EIF4E3,1,0,1,0,-1.31291399714216
NSG1,1,0,0.156488549618321,3.64041810857461e-06,-1.38504647133575
HNRNPF,1,0,0.197386519944979,0.00478884633727258,1.67724890982208
KMO,1,0,1,0,-1.90142431557394
FHL1,1,0,0.152822151224707,5.95700481942091e-06,-1.22846737340863
TSPYL2,1,0,1,0,-1.31252577492074
PYCR1,1,0,1,0,1.24475143934867
SEMA6B,1,0,0.571428571428571,5.14885871431869e-19,-1.19793374599708
SEMA5A,1,0,0.571428571428571,2.12281305066092e-18,1.56753768284461
GSKIP,1,0,0.224921630094044,0.000763651416051471,-1.39731008355391
NAP1L2,1,0,1,0,-1.30921395192405
CD200,1,0,0.147406266050334,2.19752632662271e-05,-1.29949965363601
METRN,1,0,1,0,1.1207895793076
HERC3,1,0,0.158914728682171,3.7225683407667e-06,-1.13622085362509
USP27X,1,0,0.211495946941783,0.00480950992413326,-1.20107571077958
MAP2K4,1,0,0.213066072754269,0.00457930487271295,-1.31544821869705
NECAP1,1,0,0.154967602591793,4.4370552006674e-06,-1.18986466752753
LPP,1,0,0.206326383896477,0.00502931781607288,1.33385000223055
SPTB,1,0,0.1424317617866,4.33355182522895e-07,-1.84835814855665
