Gene_ID,n_datasets
ENSG00000164850,1
ENSG00000164885,1
ENSG00000164889,1
ENSG00000164898,1
ENSG00000164919,1
ENSG00000164933,1
ENSG00000164938,1
ENSG00000164951,1
ENSG00000164961,1
ENSG00000164970,1
ENSG00000164985,1
ENSG00000165023,1
ENSG00000165029,1
ENSG00000165209,1
ENSG00000165244,1
ENSG00000165300,1
ENSG00000165355,1
ENSG00000165379,1
ENSG00000165434,1
ENSG00000165521,1
ENSG00000165568,1
ENSG00000165704,1
ENSG00000165730,1
ENSG00000165757,1
ENSG00000165802,1
ENSG00000165805,1
ENSG00000165813,1
ENSG00000165832,1
ENSG00000165868,1
ENSG00000165891,1
ENSG00000166073,1
ENSG00000166105,1
ENSG00000166159,1
ENSG00000166171,1
ENSG00000166188,1
ENSG00000166200,1
ENSG00000166206,1
ENSG00000166257,1
ENSG00000166263,1
ENSG00000166313,1
ENSG00000166352,1
ENSG00000166394,1
ENSG00000166401,1
ENSG00000166435,1
ENSG00000166446,1
ENSG00000166448,1
ENSG00000166450,1
ENSG00000166451,1
ENSG00000166452,1
ENSG00000166501,1
ENSG00000166508,1
ENSG00000166510,1
ENSG00000166526,1
ENSG00000166682,1
ENSG00000166710,1
ENSG00000166793,1
ENSG00000166825,1
ENSG00000166881,1
ENSG00000166900,1
ENSG00000166922,1
ENSG00000166963,1
ENSG00000167074,1
ENSG00000167182,1
ENSG00000167244,1
ENSG00000167371,1
ENSG00000167393,1
ENSG00000167513,1
ENSG00000167535,1
ENSG00000167549,1
ENSG00000167588,1
ENSG00000167680,1
ENSG00000167733,1
ENSG00000167772,1
ENSG00000167778,1
ENSG00000167900,1
ENSG00000167964,1
ENSG00000167971,1
ENSG00000167977,1
ENSG00000167995,1
ENSG00000168135,1
ENSG00000168209,1
ENSG00000168268,1
ENSG00000168314,1
ENSG00000168385,1
ENSG00000168389,1
ENSG00000168411,1
ENSG00000168461,1
ENSG00000168490,1
ENSG00000168491,1
ENSG00000168539,1
ENSG00000168743,1
ENSG00000168769,1
ENSG00000168824,1
ENSG00000168828,1
ENSG00000168887,1
ENSG00000168894,1
ENSG00000169035,1
ENSG00000169064,1
ENSG00000169085,1
ENSG00000169105,1
ENSG00000169213,1
ENSG00000169223,1
ENSG00000169247,1
ENSG00000169255,1
ENSG00000169282,1
ENSG00000169291,1
ENSG00000169507,1
ENSG00000169604,1
ENSG00000169607,1
ENSG00000169641,1
ENSG00000169752,1
ENSG00000169756,1
ENSG00000169884,1
ENSG00000170027,1
ENSG00000170144,1
ENSG00000170290,1
ENSG00000170312,1
ENSG00000170324,1
ENSG00000170365,1
ENSG00000170419,1
ENSG00000170500,1
ENSG00000170571,1
ENSG00000170579,1
ENSG00000170624,1
ENSG00000170653,1
ENSG00000170681,1
ENSG00000170734,1
ENSG00000170889,1
ENSG00000170961,1
ENSG00000171126,1
ENSG00000171160,1
ENSG00000171206,1
ENSG00000171241,1
ENSG00000171243,1
ENSG00000171310,1
ENSG00000171316,1
ENSG00000171320,1
ENSG00000171368,1
ENSG00000171388,1
ENSG00000171408,1
ENSG00000171435,1
ENSG00000171444,1
ENSG00000171450,1
ENSG00000171451,1
ENSG00000171492,1
ENSG00000171497,1
ENSG00000171502,1
ENSG00000171509,1
ENSG00000171680,1
ENSG00000171714,1
ENSG00000171798,1
ENSG00000171811,1
ENSG00000171813,1
ENSG00000171817,1
ENSG00000171848,1
ENSG00000171873,1
ENSG00000171940,1
ENSG00000171992,1
ENSG00000172005,1
ENSG00000172006,1
ENSG00000172037,1
ENSG00000172123,1
ENSG00000172183,1
ENSG00000172201,1
ENSG00000172348,1
ENSG00000172375,1
ENSG00000172461,1
ENSG00000172465,1
ENSG00000172469,1
ENSG00000172548,1
ENSG00000172602,1
ENSG00000172638,1
ENSG00000172794,1
ENSG00000172803,1
ENSG00000172824,1
ENSG00000172878,1
ENSG00000172995,1
ENSG00000173065,1
ENSG00000173110,1
ENSG00000173193,1
ENSG00000173207,1
ENSG00000173258,1
ENSG00000173457,1
ENSG00000173482,1
ENSG00000173535,1
ENSG00000173546,1
ENSG00000173597,1
ENSG00000173611,1
ENSG00000173660,1
ENSG00000173705,1
ENSG00000173786,1
ENSG00000173821,1
ENSG00000173868,1
ENSG00000173894,1
ENSG00000173898,1
ENSG00000174080,1
ENSG00000174145,1
ENSG00000174173,1
ENSG00000174428,1
ENSG00000174469,1
ENSG00000174473,1
ENSG00000174482,1
ENSG00000174514,1
ENSG00000174516,1
ENSG00000174607,1
ENSG00000174705,1
ENSG00000174807,1
ENSG00000174928,1
ENSG00000174938,1
ENSG00000174996,1
ENSG00000175063,1
ENSG00000175077,1
ENSG00000175130,1
ENSG00000175182,1
ENSG00000175183,1
ENSG00000175267,1
ENSG00000175287,1
ENSG00000175305,1
ENSG00000175395,1
ENSG00000175471,1
ENSG00000175697,1
ENSG00000175764,1
ENSG00000175826,1
ENSG00000176142,1
ENSG00000176182,1
ENSG00000176194,1
ENSG00000176204,1
ENSG00000176381,1
ENSG00000176406,1
ENSG00000176407,1
ENSG00000176454,1
ENSG00000176490,1
ENSG00000176769,1
ENSG00000176771,1
ENSG00000176788,1
ENSG00000176884,1
ENSG00000176887,1
ENSG00000176890,1
ENSG00000176920,1
ENSG00000176971,1
ENSG00000177076,1
ENSG00000177181,1
ENSG00000177301,1
ENSG00000177380,1
ENSG00000177409,1
ENSG00000177426,1
ENSG00000177469,1
ENSG00000177511,1
ENSG00000177602,1
ENSG00000177674,1
ENSG00000177707,1
ENSG00000177721,1
ENSG00000177875,1
ENSG00000177917,1
ENSG00000178038,1
ENSG00000178171,1
ENSG00000178187,1
ENSG00000178233,1
ENSG00000178235,1
ENSG00000178295,1
ENSG00000178385,1
ENSG00000178394,1
ENSG00000178718,1
ENSG00000178741,1
ENSG00000178904,1
ENSG00000178947,1
ENSG00000178951,1
ENSG00000178965,1
ENSG00000178974,1
ENSG00000178999,1
ENSG00000179241,1
ENSG00000179314,1
ENSG00000179455,1
ENSG00000179542,1
ENSG00000179603,1
ENSG00000179841,1
ENSG00000179869,1
ENSG00000179909,1
ENSG00000179912,1
ENSG00000180044,1
ENSG00000180155,1
ENSG00000180182,1
ENSG00000180440,1
ENSG00000180573,1
ENSG00000180596,1
ENSG00000180900,1
ENSG00000181026,1
ENSG00000181104,1
ENSG00000181215,1
ENSG00000181234,1
ENSG00000181240,1
ENSG00000181381,1
ENSG00000181418,1
ENSG00000181449,1
ENSG00000181652,1
ENSG00000181722,1
ENSG00000182004,1
ENSG00000182013,1
ENSG00000182022,1
ENSG00000182158,1
ENSG00000182168,1
ENSG00000182179,1
ENSG00000182185,1
ENSG00000182199,1
ENSG00000182287,1
ENSG00000182348,1
ENSG00000182359,1
ENSG00000182379,1
ENSG00000182389,1
ENSG00000182481,1
ENSG00000182568,1
ENSG00000182628,1
ENSG00000182674,1
ENSG00000182718,1
ENSG00000182890,1
ENSG00000182957,1
ENSG00000182963,1
ENSG00000182968,1
ENSG00000183049,1
ENSG00000183060,1
ENSG00000183090,1
ENSG00000183114,1
ENSG00000183166,1
ENSG00000183186,1
ENSG00000183248,1
ENSG00000183255,1
ENSG00000183287,1
ENSG00000183307,1
ENSG00000183454,1
ENSG00000183598,1
ENSG00000183605,1
ENSG00000183628,1
ENSG00000183662,1
ENSG00000183723,1
ENSG00000183741,1
ENSG00000183785,1
ENSG00000183807,1
ENSG00000183826,1
ENSG00000183828,1
ENSG00000183850,1
ENSG00000183853,1
ENSG00000183889,1
ENSG00000184156,1
ENSG00000184185,1
ENSG00000184205,1
ENSG00000184221,1
ENSG00000184260,1
ENSG00000184261,1
ENSG00000184305,1
ENSG00000184307,1
ENSG00000184349,1
ENSG00000184357,1
ENSG00000184384,1
ENSG00000184388,1
ENSG00000184432,1
ENSG00000184445,1
ENSG00000184611,1
ENSG00000184613,1
ENSG00000184635,1
ENSG00000184678,1
ENSG00000184702,1
ENSG00000184719,1
ENSG00000184730,1
ENSG00000184831,1
ENSG00000184845,1
ENSG00000184999,1
ENSG00000185046,1
ENSG00000185070,1
ENSG00000185130,1
ENSG00000185164,1
ENSG00000185261,1
ENSG00000185274,1
ENSG00000185352,1
ENSG00000185475,1
ENSG00000185480,1
ENSG00000185518,1
ENSG00000185591,1
ENSG00000185650,1
ENSG00000185737,1
ENSG00000185742,1
ENSG00000185760,1
ENSG00000185774,1
ENSG00000185818,1
ENSG00000185924,1
ENSG00000185933,1
ENSG00000185946,1
ENSG00000186007,1
ENSG00000186026,1
ENSG00000186094,1
ENSG00000186106,1
ENSG00000186160,1
ENSG00000186185,1
ENSG00000186193,1
ENSG00000186212,1
ENSG00000186288,1
ENSG00000186310,1
ENSG00000186417,1
ENSG00000186453,1
ENSG00000186470,1
ENSG00000186472,1
ENSG00000186487,1
ENSG00000186522,1
ENSG00000186591,1
ENSG00000186642,1
ENSG00000186675,1
ENSG00000186732,1
ENSG00000186787,1
ENSG00000186862,1
ENSG00000186918,1
ENSG00000186976,1
ENSG00000187079,1
ENSG00000187094,1
ENSG00000187147,1
ENSG00000187189,1
ENSG00000187239,1
ENSG00000187240,1
ENSG00000187243,1
ENSG00000187474,1
ENSG00000187486,1
ENSG00000187498,1
ENSG00000187546,1
ENSG00000187664,1
ENSG00000187672,1
ENSG00000187699,1
ENSG00000187775,1
ENSG00000187840,1
ENSG00000187857,1
ENSG00000188015,1
ENSG00000188158,1
ENSG00000188191,1
ENSG00000188211,1
ENSG00000188312,1
ENSG00000188342,1
ENSG00000188343,1
ENSG00000188486,1
ENSG00000188610,1
ENSG00000188626,1
ENSG00000188643,1
ENSG00000188690,1
ENSG00000188848,1
ENSG00000188906,1
ENSG00000188981,1
ENSG00000189056,1
ENSG00000189184,1
ENSG00000189195,1
ENSG00000189227,1
ENSG00000189241,1
ENSG00000189403,1
ENSG00000189431,1
ENSG00000196189,1
ENSG00000196227,1
ENSG00000196247,1
ENSG00000196290,1
ENSG00000196353,1
ENSG00000196417,1
ENSG00000196428,1
ENSG00000196517,1
ENSG00000196531,1
ENSG00000196576,1
ENSG00000196584,1
ENSG00000196586,1
ENSG00000196664,1
ENSG00000196730,1
ENSG00000196747,1
ENSG00000196787,1
ENSG00000196821,1
ENSG00000196865,1
ENSG00000196866,1
ENSG00000196872,1
ENSG00000196876,1
ENSG00000196911,1
ENSG00000196924,1
ENSG00000196935,1
ENSG00000197070,1
ENSG00000197077,1
ENSG00000197093,1
ENSG00000197122,1
ENSG00000197153,1
ENSG00000197299,1
ENSG00000197324,1
ENSG00000197409,1
ENSG00000197451,1
ENSG00000197454,1
ENSG00000197457,1
ENSG00000197530,1
ENSG00000197584,1
ENSG00000197646,1
ENSG00000197696,1
ENSG00000197747,1
ENSG00000197748,1
ENSG00000197860,1
ENSG00000197872,1
ENSG00000197885,1
ENSG00000197892,1
ENSG00000197903,1
ENSG00000197905,1
ENSG00000197928,1
ENSG00000197971,1
ENSG00000197980,1
ENSG00000197993,1
ENSG00000198010,1
ENSG00000198108,1
ENSG00000198142,1
ENSG00000198300,1
ENSG00000198346,1
ENSG00000198353,1
ENSG00000198354,1
ENSG00000198467,1
ENSG00000198513,1
ENSG00000198521,1
ENSG00000198556,1
ENSG00000198604,1
ENSG00000198625,1
ENSG00000198668,1
ENSG00000198780,1
ENSG00000198794,1
ENSG00000198805,1
ENSG00000198825,1
ENSG00000198826,1
ENSG00000198853,1
ENSG00000198855,1
ENSG00000198901,1
ENSG00000198932,1
ENSG00000198933,1
ENSG00000198944,1
ENSG00000198961,1
ENSG00000203685,1
ENSG00000203737,1
ENSG00000203814,1
ENSG00000203852,1
ENSG00000204065,1
ENSG00000204116,1
ENSG00000204131,1
ENSG00000204138,1
ENSG00000204262,1
ENSG00000204314,1
ENSG00000204347,1
ENSG00000204410,1
ENSG00000204469,1
ENSG00000204580,1
ENSG00000204592,1
ENSG00000204713,1
ENSG00000204843,1
ENSG00000204851,1
ENSG00000205090,1
ENSG00000205208,1
ENSG00000205279,1
ENSG00000205309,1
ENSG00000205336,1
ENSG00000205358,1
ENSG00000205413,1
ENSG00000205581,1
ENSG00000205592,1
ENSG00000205593,1
ENSG00000205683,1
ENSG00000205710,1
ENSG00000205795,1
ENSG00000205927,1
ENSG00000205929,1
ENSG00000206052,1
ENSG00000206053,1
ENSG00000206505,1
ENSG00000206527,1
ENSG00000213023,1
ENSG00000213347,1
ENSG00000213398,1
ENSG00000213420,1
ENSG00000213424,1
ENSG00000213619,1
ENSG00000213719,1
ENSG00000213799,1
ENSG00000213977,1
ENSG00000214128,1
ENSG00000214194,1
ENSG00000214216,1
ENSG00000214595,1
ENSG00000214654,1
ENSG00000214842,1
ENSG00000215077,1
ENSG00000215218,1
ENSG00000215251,1
ENSG00000215784,1
ENSG00000215788,1
ENSG00000216937,1
ENSG00000220205,1
ENSG00000221823,1
ENSG00000221937,1
ENSG00000223572,1
ENSG00000223752,1
ENSG00000223953,1
ENSG00000224501,1
ENSG00000224740,1
ENSG00000228474,1
ENSG00000228727,1
ENSG00000229006,1
ENSG00000229474,1
ENSG00000229496,1
ENSG00000231555,1
ENSG00000231631,1
ENSG00000232859,1
ENSG00000233076,1
ENSG00000233641,1
ENSG00000233904,1
ENSG00000234465,1
ENSG00000234906,1
ENSG00000235631,1
ENSG00000235711,1
ENSG00000235961,1
ENSG00000236271,1
ENSG00000236884,1
ENSG00000237071,1
ENSG00000237172,1
ENSG00000237649,1
ENSG00000237724,1
ENSG00000239713,1
ENSG00000240184,1
ENSG00000240445,1
ENSG00000241973,1
ENSG00000242173,1
ENSG00000242866,1
ENSG00000244509,1
ENSG00000246705,1
ENSG00000248496,1
ENSG00000248905,1
ENSG00000249242,1
ENSG00000249751,1
ENSG00000250067,1
ENSG00000250366,1
ENSG00000250510,1
ENSG00000251322,1
ENSG00000251493,1
ENSG00000253767,1
ENSG00000253846,1
ENSG00000253910,1
ENSG00000253953,1
ENSG00000254726,1
ENSG00000256463,1
ENSG00000257315,1
ENSG00000258644,1
ENSG00000258659,1
ENSG00000258674,1
ENSG00000258677,1
ENSG00000258986,1
ENSG00000259024,1
ENSG00000259164,1
ENSG00000259571,1
ENSG00000259823,1
ENSG00000260916,1
ENSG00000261739,1
ENSG00000262209,1
ENSG00000263620,1
ENSG00000263874,1
ENSG00000265972,1
ENSG00000267221,1
ENSG00000267673,1
ENSG00000267909,1
ENSG00000268089,1
ENSG00000268182,1
ENSG00000269955,1
ENSG00000270882,1
ENSG00000271425,1
ENSG00000272031,1
ENSG00000272398,1
ENSG00000272674,1
ENSG00000272772,1
ENSG00000273173,1
ENSG00000273238,1
ENSG00000273564,1
ENSG00000273645,1
ENSG00000273703,1
ENSG00000273820,1
ENSG00000273983,1
ENSG00000274290,1
ENSG00000274618,1
ENSG00000274641,1
ENSG00000274750,1
ENSG00000274843,1
ENSG00000274997,1
ENSG00000275035,1
ENSG00000275126,1
ENSG00000275221,1
ENSG00000275379,1
ENSG00000275713,1
ENSG00000276043,1
ENSG00000276256,1
ENSG00000276368,1
ENSG00000276410,1
ENSG00000276725,1
ENSG00000276761,1
ENSG00000276879,1
ENSG00000276903,1
ENSG00000276914,1
ENSG00000277015,1
ENSG00000277140,1
ENSG00000277200,1
ENSG00000277224,1
ENSG00000277443,1
ENSG00000277445,1
ENSG00000277531,1
ENSG00000277775,1
ENSG00000277956,1
ENSG00000278195,1
ENSG00000278463,1
ENSG00000278545,1
ENSG00000278550,1
ENSG00000278588,1
ENSG00000278637,1
ENSG00000278677,1
ENSG00000278705,1
ENSG00000280987,1
ENSG00000281289,1
ENSG00000281758,1
ENSG00000282318,1
ENSG00000282725,1
ENSG00000282936,1
