GeneID,SRR11862834,SRR11862839,SRR11862840,SRR11862841,SRR11862842,SRR11862846,SRR11862849,SRR11862850,SRR11862853,SRR11862855
ENSG00000112115.7,0,0,0,0,0,0,0,0,0,0
ENSG00000112116.11,0,0,0,1,0,0,0,0,0,0
ENSG00000112118.21,506,141,695,318,1164,5552,131,898,3981,1168
ENSG00000112130.18,27,249,254,212,336,842,67.997,62,390,155
ENSG00000112137.19,15,900.156,85.75,136.804,51.627,342.663,291.273,4.035,295.166,214.382
ENSG00000112139.18,19,46,17,22,138,338,17,45,296,125
ENSG00000112144.16,65.785,179.571,105.02,570.03,311.165,1276.401,74.003,102.002,439.89,329.32
ENSG00000112146.17,0,9.962,10,2,9,6,0,1.766,4.153,2.06
ENSG00000112149.12,46.006,234.039,23.132,200.012,165.673,847.517,44.353,66.85,475.295,253.963
ENSG00000112159.13,31,411.192,359,487.06,738.088,1024.071,128.729,74,352.313,176.649
ENSG00000112164.6,0,5,0,0,0,0,0,0,0,0
ENSG00000112167.11,11,30,29,27,77,459,14,19,71,53
ENSG00000112175.9,4,2,9,2,0,21,1,0,1,18
ENSG00000112182.17,28,42,96,53.999,143.001,603.999,32,78.999,160,258.001
ENSG00000112183.15,5,31,2,6,30,40,25,8,18,33
ENSG00000112186.14,55,1225,47,154,178,601,257,122,388,69
ENSG00000112195.9,0,1,0,2,33.157,9,0,0,8,12
ENSG00000112200.18,3,256.539,55,461.769,135.634,382.084,21,15,280.974,53.175
ENSG00000112208.12,5,67.836,57.426,91.02,126.062,335.417,17.584,22.966,52.634,31.725
ENSG00000112210.13,15,561.009,171,378.018,153.969,881.992,59,39,318.262,55.009
ENSG00000112212.12,0,0,0,0,0,0,0,0,0,0
ENSG00000112214.12,1,111.821,4.088,398.247,10.771,112.867,17.373,12.964,84.615,7.61
ENSG00000112218.10,2,99,2,12,0,96,26,5,33,31
ENSG00000112232.12,0,306,4,16,8,67,191,3,14,1
ENSG00000112234.10,26,360.133,50,845.002,323,605.002,64,31,178.074,104.031
ENSG00000112237.14,59,472.995,92,969,308.203,1542.98,101,122,713.161,238
ENSG00000112238.12,0,0,0,0,0,0,0,0,0,0
ENSG00000112242.17,17,56,18,88,63,279,14,27,261,58
ENSG00000112245.14,109,655,1267,1951.998,358,5339,78,171,2839,396
ENSG00000112246.11,2,0,0,0,0,1,0,0,0,25
ENSG00000112249.15,101,317,243,1178,338,2698,76,146,1248,332
ENSG00000112273.7,0,0,0,0,0,0,2,0,0,1
ENSG00000112276.15,33,81.238,114.296,481.725,15.374,467.783,14,52.636,308.29,28.016
ENSG00000112280.18,13,17.449,0,8.354,1.954,75.997,40.032,193,61.905,140.934
ENSG00000112282.19,4,314,105,342,184,475,16,19,131,26
ENSG00000112290.14,59,661,136,149,232,1401,455,163,192,779
ENSG00000112293.16,1,88.893,3.989,37.314,78,109.649,42.985,15,72.677,25.044
ENSG00000112294.15,12,351.033,77,87.297,110.215,1029.623,61,43.02,263,63.039
ENSG00000112297.18,5,12,8,138,11.003,72,0,57,25.053,5
ENSG00000112299.9,1,11,0,96,9,58,0,4,2,3
ENSG00000112303.14,0,59,10,171,14,70,1,0,31,4
ENSG00000112304.12,26,272,131,554.143,203,1105.261,84,86,266.002,127
ENSG00000112305.16,48,364.804,280.993,363.985,215.966,1968.131,99,109.983,617.274,134.863
ENSG00000112306.9,1351,9522.999,8530.001,24618.996,5525.999,46734.994,1285,1364,14913.944,3449.943
ENSG00000112308.15,192,919,282,3033,731,7415.908,223,251,3489,417
ENSG00000112309.11,3,31.196,2.007,10.015,13.034,218.869,18,2.017,240.726,21.137
ENSG00000112312.11,4,44,43,120,45,344,9,21,115,10
ENSG00000112319.22,7,65,0,97,1,816,33,15,2471,12
ENSG00000112320.13,74,764,438,278.016,583.16,3065.586,290.094,262,1712.811,446
ENSG00000112333.13,26,103,136,23.001,162,1034,47,12,951,19
ENSG00000112335.16,649,4508.002,2686,6574,2835,25284.999,837,809,18465.316,2039.004
ENSG00000112337.12,0,0,0,0,0,0,0,0,0,0
ENSG00000112339.16,13,509.003,91.002,1279.007,166.009,1162.003,87.993,48,609.023,67.01
ENSG00000112343.12,2,34.999,36,201.713,127.075,128.524,9,4,19.085,7.252
ENSG00000112357.15,13,163.705,53,165.164,98.695,607.418,20.093,16.882,389.565,32.344
ENSG00000112365.7,10,101.445,12,115.004,70.215,343.011,22.326,18,101.384,34
ENSG00000112367.13,38.561,869.393,123.657,1011.421,322.412,1337.571,104.202,121.321,973.365,188.278
ENSG00000112378.12,0,7,0,28,7.998,44.808,0,0,6,1
ENSG00000112379.10,24,604.028,236,321,362.061,1125.018,81.295,135,33.016,226
ENSG00000112394.19,1,98.039,3.978,28.225,111.067,28.662,10.557,6.006,74.427,16.169
ENSG00000112406.6,28,513.337,162.866,633.108,235.659,1384.879,87.262,93.715,1071.408,112.288
ENSG00000112414.16,4,60,4,194,9,48,7,41,8,2
ENSG00000112419.16,2,34,3,79.12,64.86,102.324,23,8,84.213,20.177
ENSG00000112425.16,18,170,100,194.999,172,953.001,98,25,215.003,62
ENSG00000112462.8,0,0.2,0,0,0,0.4,0,0.2,0,0.2
ENSG00000112473.20,1.012,6.193,39.532,1.006,66.543,59.84,3.031,12.156,209.971,15.074
ENSG00000112486.19,0,3.732,0,3.232,5.081,2.763,0,0,15.187,5.503
ENSG00000112494.11,0,0,0,0,0,0,0,0,0,0
ENSG00000112499.13,0,0,0,1,0,0,0,0,0,0
ENSG00000112511.19,53,114,231.001,36,961,730,134,145,1143,474
ENSG00000112514.19,186,496,612.999,815,1062.001,3544,238,212,1161,876
ENSG00000112530.13,122,367,106,134,191,1601,76,32,1192,174
ENSG00000112531.18,318,447,486.999,2090.007,984.001,8461.001,116.999,280,1300,707
ENSG00000112539.15,5,7,18,10,51,47,5,14,23,26
ENSG00000112541.19,14,114.628,5.678,118.346,32.767,145.325,30.017,65.441,416.714,131.654
ENSG00000112559.16,660,6,21,39,32,1070,20,843,299,121
ENSG00000112561.20,66,50,118,164,166,1783,68,65,997.003,131
ENSG00000112562.21,11,21,0,155,32,51,39,12,46,13
ENSG00000112576.13,43,159,49,71,355,829,70,71,367,149.999
ENSG00000112578.12,23,23,54,14,66,636,6,35,139,57
ENSG00000112584.15,36,428,541,575,483,1941,106,117,1232,254
ENSG00000112592.16,15,96,182,149.639,152,531,33,33,292.251,108
ENSG00000112599.9,0,1.022,1.052,1.03,6.213,6.128,0,1.003,4.748,4.319
ENSG00000112619.8,0,0,0,2,0,35,1,0,216,5
ENSG00000112624.15,48,297.3,149.062,396.87,638.554,1338.892,117.83,61.033,403.12,344.179
ENSG00000112640.17,59,158,110,51,190,873,125,84,432,174
ENSG00000112651.13,29,87,53,64,256,666,46,25,251,143
ENSG00000112655.17,35,22,107,30,137.002,823,23,108,1074.078,184.26
ENSG00000112658.9,47,137,637,48,645,2055,71,82,829,316
ENSG00000112659.15,32,211,226,104,441,1047,104,70,1829,272
ENSG00000112667.14,14,29,31,27,148,552,22,19,92,77
ENSG00000112679.15,71,230.001,72,363,771,1724,180,170,551,351
ENSG00000112685.15,16,210,36,384,303,905,48,43,535,69
ENSG00000112695.14,0,15,5,11.963,9.264,31,0,0,6.003,1
ENSG00000112697.18,52,1686,339,2627,718,5326,193,128,2118,197
ENSG00000112699.12,8,87,11,84,62,295,16,5,68,77
ENSG00000112701.19,30.685,448.701,92.806,613.292,138.802,503.818,79.383,72.18,313.853,147.779
ENSG00000112706.12,0,0,0,0,0,0,0,0,0,0
ENSG00000112715.26,1921,134,46676,190,100263,117806,101,1511,50698.001,11043
ENSG00000112739.18,79,451,974.001,1237,1329,2354,119,155,1520,329
ENSG00000112742.11,15,2,8,129,8,375,1,36,102,52
ENSG00000112759.20,75,282.006,271,464.008,582,1570.001,147.002,102,1575.176,194.001
ENSG00000112761.22,0,0,0,1,0,0,0,0,0,0
ENSG00000112763.18,49,176.654,702,409.611,561.374,1397.673,73.53,72.999,2036.806,212.557
ENSG00000112769.21,62,112.986,486,1134,282,1480,41,124,1023,65
ENSG00000112773.17,28,38,137,202,632,2052,17,41,3177,104
ENSG00000112782.19,0,0,0,0,0,1,1,0,0,2
ENSG00000112787.15,0,0,0,0,2,2,1,0,3,1
ENSG00000112796.11,1,430,0,233,4,101,72,2,28,31
ENSG00000112799.10,24,223,14,1879,68,1138,17,30,103,45
ENSG00000112812.17,0,19,0,0,21,4,14,0,0,5
ENSG00000112818.12,0,2,0,9,0,4,1,1,0,0
ENSG00000112837.17,3,48,7,342,20,76,15,19,34,9
ENSG00000112851.17,31,539,533,1729,579,2235,104,90,993,86
ENSG00000112852.7,0,26.853,126.739,53.736,66.039,63.106,9.576,15,44.187,22.77
ENSG00000112855.18,30,124,239,305,418,1127,48,50,1492,83
ENSG00000112874.11,10,149,52,362,34,334,14,10,219,25
ENSG00000112877.9,0,0,0,0,6,1.063,0,0,1.052,0
ENSG00000112893.11,37,4020,421,10187,876,5888,388,52,3278,108
ENSG00000112902.13,99,107,445,303.963,624,2605,78,444,936.059,316
ENSG00000112936.22,8,54.923,0,1116.026,123.605,153.054,9,13.961,15.797,12.507
ENSG00000112941.15,26,102,92,111,257,1000,52,105,404,91
ENSG00000112964.15,2,37.609,0.858,4.381,1.001,4.166,1.347,10,7.187,7.182
ENSG00000112972.16,86,973.592,476.043,1291.818,344.833,1610,153,107.002,883.123,330
ENSG00000112977.17,215,149,258,338,747,2654,73,332,1199,456
ENSG00000112981.6,1,109,3,100,8,192,15,1,68,6
ENSG00000112983.18,2,24.002,5,2,7,10,2,8,18.001,3
ENSG00000112984.13,8,1,10,31,13,313,0,16,55,26
ENSG00000112992.19,54,1274.665,347,880.947,239.279,2870.57,199,181,2164.999,232
ENSG00000112996.12,53,582,310,286,506,2375,238,136,3120,237
ENSG00000113013.17,403,1813.133,4083.298,1702.681,4917.11,11376.911,405,307.216,6111.666,1582.215
ENSG00000113048.20,59,304.902,232.943,366.449,383.829,1607.491,130.868,94.212,732.011,192.619
ENSG00000113068.11,20,83,76,138,126,800,44.999,22,285,106
ENSG00000113070.9,22,91,432,502,415,1212,42,88,1399,274
ENSG00000113073.16,0,0,0,5,1,4,1,1,4,2
ENSG00000113083.16,15,0,61,54,319,1291,1,14,159,36
ENSG00000113088.6,0,1,0,28,4,2,0,1,0,0
ENSG00000113100.10,0,802,4,0,0,23,37,0,2,3
ENSG00000113108.21,4,73,11,11,37,114,44.001,4,49,69.001
ENSG00000113119.14,23,27.05,6,32,185,262,30,26,107,50
ENSG00000113140.12,4126,1695,21140.999,12907,15171,120208,896.999,5265.999,41876,13757
ENSG00000113141.20,53,494.57,954,814.313,789.925,2118.074,77.971,78,1218.104,444.593
ENSG00000113161.18,129,1906,184,1134,175,2411,184,179,1262,528
ENSG00000113163.20,31,1033.223,129,968.112,390,1582.691,137,56,776.962,77
ENSG00000113194.14,10,121,91,108,92,630,22,3,150.999,45
ENSG00000113196.4,0,0,0,0,0,1,0,0,0,0
ENSG00000113205.5,65.676,24.5,60,31,177.354,335.478,9,187.316,40.579,60.036
ENSG00000113209.9,38.038,37.238,31.001,23,99.998,860.867,16.001,33.347,43.232,114.718
ENSG00000113211.6,39.001,86,81,68,107.267,474.557,31,40.087,81.259,22.001
ENSG00000113212.7,39,55.001,136.258,91,727,584.187,21,31,754.657,102.166
ENSG00000113231.14,102,1409,1190.4,370,1241,2360,257,204,2220,179
ENSG00000113240.15,24,149.003,260,381.005,334,846.094,52.05,28,980.027,86
ENSG00000113248.6,6.014,98,16.026,82,104,454.584,41.117,26,341.094,33.157
ENSG00000113249.15,1,31,2,80,17,32.001,0,5,19,4
ENSG00000113262.16,0,9.495,0,5.886,17.341,9.129,5.721,1,22.114,6.669
ENSG00000113263.15,1,7.342,8,22.068,21.04,23.001,0,3.742,18.419,4
ENSG00000113269.15,512,2022.975,1021.007,9510.341,1191,14923.807,577.006,1226,6958.431,1394.644
ENSG00000113272.15,9,59.539,73.767,174.008,111.503,367,14,20,265.44,39.001
ENSG00000113273.18,0,142.366,35,287.164,26.108,654.987,22.196,39,134.759,28.002
ENSG00000113282.15,33,419.274,321.002,556,547.074,1487.348,48.01,41,645.787,146.264
ENSG00000113296.15,3,39,34,18,234,358,36,10,141,22
ENSG00000113300.14,16,224,70,433,176,786,29,24,223,44
ENSG00000113302.6,0,0,0,0,0,0,0,0,0,0
ENSG00000113303.13,0,0,0,1,0,0,0,0,0,0
ENSG00000113312.13,211,2911.102,696,2311.118,1239.469,5870.735,304.986,133,2829.691,545.271
ENSG00000113318.12,7,125.89,44.996,139.038,88.476,383.024,14,7.016,129.197,37.156
ENSG00000113319.14,3,684.43,10,738,26,314.903,151,4,33,22.085
ENSG00000113327.18,0,7.058,0,0.937,3.066,0,1,0,2.426,0
ENSG00000113328.22,48,350.982,215.006,1569.903,280.083,1934.742,53,73,1781.053,74.153
ENSG00000113356.14,2,18,7,23,38,51,5,3,12,5
ENSG00000113360.18,44,277,456,444,549,1361,114,116,856.469,226
ENSG00000113361.14,132,320.003,322,681.034,521,6769.005,72,85,2769.641,53
ENSG00000113368.13,153,71,131,140,152,1970,8,177,674,406
ENSG00000113369.9,84,200,1365,1276,4986,4387,38,109,1532,247
ENSG00000113384.15,95,360,274,1076,771,2923,117,163,979,231
ENSG00000113387.14,542,3210.118,2707.988,6603.922,2252.992,18214.763,556,743.304,5507.229,1518
ENSG00000113389.17,21,37,27,1,98,127,6,43,166,55
ENSG00000113391.20,90,400,142,538,346,2334,79,138,506,239
ENSG00000113396.14,0,22.432,2.013,42.122,4.008,48.179,1.002,0.983,12.089,5.003
ENSG00000113407.15,101,227,1017,466,1136.001,2365.001,101,347,1645,385.028
ENSG00000113430.12,0,0,0,0,0,0,0,0,0,0
ENSG00000113441.17,1,0,1,2.695,4,13.021,1,0,8,0
ENSG00000113448.21,38,4512,817,1049,791,3097,268,48,2965,570
ENSG00000113456.21,16,197.523,31.281,247.051,120.182,400.942,36.767,22,239.06,59.746
ENSG00000113460.14,114,437.067,316,851,683.002,2785.291,115,287,1669.672,292.103
ENSG00000113492.15,0,0.818,0,0,0.733,0,0,0.988,0,1.049
ENSG00000113494.18,0,0,0,19,1,1,1,0,5,0
ENSG00000113504.22,0,25.144,19.315,14.953,69.889,0,27,8,133.24,3.346
ENSG00000113520.11,0,0,0,0,0,0,0,0,0,0
ENSG00000113522.15,20,133,106.149,225,199.251,504.511,42.825,15,302,111.584
ENSG00000113525.11,0,6,1,2,0,6,0,0,3,2
ENSG00000113532.14,15.204,93.724,18.17,356.246,42.087,451.206,17.581,14.179,158.051,15.786
ENSG00000113552.17,127,192,432,449,567,2594,77,110,1480,295
ENSG00000113555.6,3,9,1,51,24,153,6,14,127,20
ENSG00000113558.20,278.225,5578.432,2403.029,9351.662,2434.282,13658.398,896.248,239,5202.708,854.069
ENSG00000113569.18,47,173.68,245.459,332.248,356.491,1070.503,44.261,68,388.592,159.236
ENSG00000113575.14,100.958,1230.485,430.269,1514.062,114.691,4206.112,220.099,102.119,1142,98.276
ENSG00000113578.19,305.001,2175.999,4699,7305,1238.999,27530,1133,205,93,1461.057
ENSG00000113580.16,28,274,299,731,368,1215,81,19,331,133
ENSG00000113583.9,49,136,73,664,126,1280,29,50,525,111
ENSG00000113593.13,41,418,199,1224,355,1926,99,122,1633,105
ENSG00000113594.11,0,3.006,2,15.001,1,16,1,0,3,0
ENSG00000113595.15,41,1607,412,1930,446,2651,218,121,1357,154
ENSG00000113597.19,29,305,110,464,69,778.003,35,40,175.001,35
ENSG00000113600.13,0,0,0,0,0,0,0,1,2,0
ENSG00000113615.14,41,243,135,463,378,897,28,31,329,62
ENSG00000113621.16,28,113.012,67.128,185.94,122.52,1398.781,51.799,33,346.073,59.544
ENSG00000113638.15,52,517,368,418,551,1348,147,97,828,242
ENSG00000113643.10,16,326,105.001,546,209.001,717.999,42,43,555,63
ENSG00000113645.16,134,235,44,135,426,1822.003,138,64,991,267
ENSG00000113648.18,500,612.98,570,911,1608.986,4875.989,214,446,1494,1047
ENSG00000113649.15,9,169,57,93,76,167,32,22,248,35
ENSG00000113657.14,968,404,1678,1294,3736,23029,99,800,4107.001,2359
ENSG00000113658.19,99,585.559,533,1102.002,827.153,2541.058,62,64,1278.227,350.986
ENSG00000113712.19,232,1139.5,2258,2499,1696,12020.139,319.745,285,5104.167,961.322
ENSG00000113716.14,25,64,181,83,394,958,55,45,902,103
ENSG00000113719.18,47,85.107,195,131.851,333.151,1529.002,42.999,40,317.302,223.01
ENSG00000113721.15,31,158,61,195,138,519,89,71,607,42
ENSG00000113722.18,0,1,0,0,2,6,3,1,4,1
ENSG00000113732.10,376,1999,2030,8595,2671,10442,344,486,6185,731
ENSG00000113734.19,16,52,126,96,123,550,24,19,213,69
ENSG00000113739.11,192,3,170,5,1186,1989,6,19,160,324
ENSG00000113742.14,67,1624,415,1501,889,4352,315,105,3072.999,349
ENSG00000113749.9,0,1,0,3,0,0,1,0,0,0
ENSG00000113758.15,598,329,352,43,689,2844.001,422,389,1266,2520
ENSG00000113761.13,10,39,23,26,55,207,20,12,116,44
ENSG00000113763.13,8,168,5,0,1,166,159,0,32,21
ENSG00000113790.12,9,81,18,110,6.41,107,33,16,44,52
ENSG00000113805.10,14,404,7,20,1,77,66,48,0,64
ENSG00000113810.17,78,79,228,562.761,374,2541,20,395.935,987,414
ENSG00000113811.12,46,411,504,739,416,2730,89,155,865,245
ENSG00000113812.15,37,445.436,368.75,438.098,254.031,1182.44,89,142.442,1671.44,276.909
ENSG00000113838.14,55.967,235.059,197.266,361.009,382.117,1221.977,49.499,66.094,442.906,139.808
ENSG00000113845.11,15,164,82,465,159,759,44,32,257,121
ENSG00000113851.17,32,1102.023,608.965,1438.05,571.954,1633.802,136,52,833.371,226
ENSG00000113889.15,0,3,0,3,0,0,1,0,0,0
ENSG00000113905.6,0,1,0,0,0,0,0,0,0,0
ENSG00000113916.18,189,233,3459,538,10401,5001,123,589,3480.001,1113
ENSG00000113924.13,0,16,4,7,96,11,1,0,73,6
ENSG00000113946.5,0,25.029,0,10.589,2.221,11.683,2.156,4.057,17.023,5.44
ENSG00000113966.12,2,15,0,12,5,35,4,1,9,6
ENSG00000113971.22,11,156.431,234.585,316.001,368.837,611.175,23.84,30.214,360.628,38.191
ENSG00000114013.16,19,173,2,1767.001,62,507,10,18,65,22
ENSG00000114019.16,100,83,40,89,142,1389,81,261,528,530
ENSG00000114021.13,52.007,364.664,124.594,618.722,140.023,1167.148,65.268,99.893,661.826,135.027
ENSG00000114023.16,57,1055,2246.158,952,1128.983,5279,202,100,5257.001,438.117
ENSG00000114026.22,89.259,70.487,100,74.559,171.113,1535.338,51.617,115.434,964.439,283.279
ENSG00000114030.14,49,886.01,385,785.72,437.041,2493.473,167,155,946.874,271.839
ENSG00000114054.15,44,256.001,233.001,522.003,152,1261,85,99,850,150
ENSG00000114062.23,56,1763,583,3003,724,5828.001,250,339,1683,217
ENSG00000114098.19,51,1010.416,406,1461.518,733.601,2191.336,155.215,203,1291.692,258.956
ENSG00000114107.10,10,287.901,114.03,304.048,130,704.353,33.863,46,862,126
ENSG00000114113.7,0,0,0,0,1,1,0,0,0,1
ENSG00000114115.12,521,415,1566,1134,2084.617,8938.636,168,66,3270,5415
ENSG00000114120.15,61,782,318,1076,933,2946,235,151,2243,214
ENSG00000114124.3,0,0,0,0,0,0,0,0,0,0
ENSG00000114125.14,214.534,640.81,944.085,920.408,1334.516,5236.635,175.008,584.087,2634.204,830.955
ENSG00000114126.19,20,365.009,90.845,342.102,160.721,895.709,50.884,95.037,339.776,147.714
ENSG00000114127.12,6,93.191,62,279.143,129.087,337.299,17,20,299.03,41.024
ENSG00000114166.9,69,495,210,882,244,2189,105,95,1975,154
ENSG00000114200.11,22,56,59,271,82,953,11,102,93,52
ENSG00000114204.16,2,2,2,5,9,10,0,3,25,3
ENSG00000114209.16,120,587,341,2206,511,2761,127,98,807,292
ENSG00000114248.11,0,0,0,3.803,0.992,1.059,1.001,0,0,1.087
ENSG00000114251.15,12,18,3,186,181,374,8,12,96,150
ENSG00000114268.13,25,28,494,25,592,1136.001,10,20,1694,167
ENSG00000114270.18,2,61,117,49,132,89,87,63,386,224
ENSG00000114279.15,42,661.11,5,84.185,15.773,242.324,130,13,104.528,66
ENSG00000114302.18,20,278.958,115.254,370.606,308.538,946.825,74.635,90,753.525,244.165
ENSG00000114315.5,12,3,45,5,113,283,5,6,124,14
ENSG00000114316.14,13,298.565,209,471.001,379.169,1013.001,97,91,907.551,263
ENSG00000114331.17,70,411.142,233.098,816.196,763.217,2349.729,106.323,97.969,665.64,247.155
ENSG00000114346.15,29,62.995,32.967,192.072,40.231,472.658,19.889,21,239.306,48.951
ENSG00000114349.10,0,0,0,0,0,3,0,0,3,0
ENSG00000114353.18,925,863.505,2056,3096.678,2459.301,20779.081,616,1092.504,5753.519,2484
ENSG00000114354.16,3,12,5,5,11,188,2,5,25.002,4
ENSG00000114374.14,0,1024,532.923,981,807.005,1685,161,73,1064.458,385.11
ENSG00000114378.18,0,2,0,7,12,4,14,6,33,31
ENSG00000114383.11,107,306,178,170,668,3076,251,228,1046,515.999
ENSG00000114388.15,14,47,88,53,176,256,26,16,102,116
ENSG00000114391.15,386.995,4427.581,6054.694,9044.027,3765.273,21032.719,686.149,806.48,7391.111,2388.023
ENSG00000114395.12,4,7,9,15,28,117.7,7,6,54.368,20
ENSG00000114405.12,3,475,53,372,139,188,82,18,288,70
ENSG00000114416.20,347,1728,1487,2521,1286,8016,304,750,10102,904.999
ENSG00000114423.24,5,40,85,116,115,184,8,21,219,44
ENSG00000114439.20,126,1988,1188,3811,902,5873,239,301,4439,528
ENSG00000114446.6,13,63,169,108,180,308,23,32,105,36
ENSG00000114450.12,42,138.986,161.133,615.314,96.471,1607.222,8.54,53.873,213.226,69.98
ENSG00000114455.16,0,11.079,0,7.885,0,1.475,0,0,10.203,3.322
ENSG00000114473.15,84,132,948,376,749,1043.001,26,42,187.124,169
ENSG00000114480.14,21,140,488,584,1373,2261,22,82,1374,118
ENSG00000114487.10,0,23,3,59,0,5,0,0,1,0
ENSG00000114491.15,19,185.999,172,384,315,1446,16,75,678,129
ENSG00000114503.11,232,1012,1374.999,960,609,4799,140,236,3048,614
ENSG00000114520.12,99,484,288,1289,763,3618,120,188,1122.23,438
ENSG00000114529.14,1,13,1,11,20,24,0,0,3,6
ENSG00000114541.16,7,118.072,23.675,560.456,50.371,672.361,28.189,18,178.342,65.321
ENSG00000114544.18,23,362,93,125,339,1478,170,124,728,304
ENSG00000114547.10,0,8,0,0,0,1.001,2,0,1,2
ENSG00000114554.12,32,102,82,16,228,990,36,124,284,173
ENSG00000114573.13,16,906.526,124.144,486.589,152.705,921.02,135,28,153.791,127
ENSG00000114626.19,32,366,173,235,418,1503.999,241,77,1092,301
ENSG00000114631.12,78,139,20,40,16,1731,124,146,571,552
ENSG00000114638.9,0,45.906,5.877,28.815,22.927,46.253,16.407,1,56.711,23.591
ENSG00000114646.10,17,128,3,14,3,319,80,30,80,31
ENSG00000114648.13,16,164.813,82,123.825,65.906,928.292,55,59,555.391,146.293
ENSG00000114650.22,202,425,508,230,1287,5216,258,462,2576,1124
ENSG00000114654.9,2,2,4,1,2,1,3,5,6,1
ENSG00000114656.13,0,31.072,1,8,2,17.106,1,2,8.003,4
ENSG00000114670.15,22,550.748,348.761,478.851,518.776,1245.968,50.555,26.702,568.703,124.594
ENSG00000114686.10,252,1431.958,1085,2351,1379,8421,424,682,2919.992,1149
ENSG00000114698.16,32,1055.999,519,983,303,2613,106,5,1584,80
ENSG00000114735.11,16,69.17,47.025,42.562,122.997,316.111,14.339,12.012,157.945,144.66
ENSG00000114737.17,5,4,24,8,54,128,5,3,267,5
ENSG00000114738.12,29,59,55,153.005,402.003,904,71,105,487.431,254.006
ENSG00000114739.15,46,104,61,45.143,299,569.002,57,154,241.019,293
ENSG00000114742.15,71,537,405,728,415,1929,105,127,624,353
ENSG00000114744.10,53,292.35,324.073,585.528,374.889,1840.161,42,66,714.956,268.938
ENSG00000114745.16,63,79,91,78,178,1057,59,75,445,192
ENSG00000114757.19,5,114.003,2.053,165.02,0,187.004,69,1,0,40
ENSG00000114767.8,22,42,152,21,354,839,37,74,217,206
ENSG00000114770.18,12,280,207,501,383,577,104,70,451,91
ENSG00000114771.15,0,0,0,0,0,1,0,0,1,0
ENSG00000114779.21,17,34,44,103.001,161.021,824.211,18,20,278,90
ENSG00000114784.4,113,2993,1637,3801,1093,6965,803,744,12078,694
ENSG00000114786.16,0,0,1,0,0,0,0,8.072,3.188,0
ENSG00000114790.14,98,302,1003,595.103,1459,5604.008,128,144.938,4688.873,354.13
ENSG00000114796.17,39,520.932,326.021,1121.033,470.513,1371.54,84.028,57.356,1120.006,268.658
ENSG00000114805.19,0,199,2,0,0,4,22,0,0,0
ENSG00000114812.14,0,157,0,23,14,72,82,0,4,3
ENSG00000114841.18,2,47,40,60,106,137,26,14,153,28
ENSG00000114850.8,69,1254.076,1225.936,4554.803,1602.12,7154.775,161.648,156,3371.607,212.936
ENSG00000114853.16,7,4,49,0,20,403,8,6,170,38
ENSG00000114854.8,0,3,3,5,2,2,0,0,1,2
ENSG00000114857.20,59,527.794,534,1337.865,1053.074,1341.078,99.001,103,1627.071,363.984
ENSG00000114859.17,16,39.537,72,30.075,72.256,472.85,23,15,281.039,97.043
ENSG00000114861.25,15,752.001,94,883.002,212,718.924,117.152,41,315.01,83
ENSG00000114867.23,1189,821,2293,604,3044,18864,616,2319,25592.034,2472
ENSG00000114902.15,39.038,573.337,312.406,1018.277,600.273,2151.048,103.423,69.388,704.972,246.628
ENSG00000114904.14,25,378.533,389,398,662.1,1782.014,71,68,1061.03,188
ENSG00000114923.18,147,450,456,25,831,5072,216,96,7642,581
ENSG00000114933.17,89,183,361,260,1027,1571,143,149,686,510
ENSG00000114942.16,251.009,1948.775,2108.229,4645.656,1182.634,8824.697,346.999,340.455,1911.432,491.221
ENSG00000114948.14,225,1197,207,258,268,2729,652,412,1032,136
ENSG00000114956.21,90,256,158,425,266,1080,75,210,364,173
ENSG00000114978.19,36.001,302.279,278.982,1258.073,333.964,1871.81,41,53,420.921,82.003
ENSG00000114982.20,9.988,87.153,52.302,160.17,224.466,446.378,30.401,28.676,261.905,73.865
ENSG00000114988.13,114,72,51,165,285,1460.001,33,191,898,279
ENSG00000114993.17,84,65,28,73,120,1469,89,194,751,145
ENSG00000114999.9,56,593.213,205.748,552.901,324.204,1581.445,96.305,83.946,469.784,113.012
ENSG00000115008.7,3,15,3,33,13,29,0,2,18,2
ENSG00000115009.13,0,0,3,21,197,28,0,0,12,1
ENSG00000115020.18,69,780.567,283.001,1317.944,469.894,2569.093,113.021,112.013,1071.647,141.13
ENSG00000115041.15,5,170,33,2,7,97,141,120,62,34
ENSG00000115042.11,18.882,58.425,61.732,127.886,111.87,630.356,38.163,42.89,276.171,78.442
ENSG00000115053.18,1106,1930.339,3758.998,2859.645,5917.058,17432.97,864.528,809.585,5189.461,2455.659
ENSG00000115073.9,71,362,141,121,588,1647,424,237,901,465
ENSG00000115084.16,93,504.44,445.341,1368.788,1032.524,2884.375,76.227,125.785,2138.724,270.256
ENSG00000115085.17,0,36.705,5.001,36.659,22.49,24.245,2.023,2.372,16.108,5.093
ENSG00000115091.13,130,591,542,2039.001,606,4412,98,372,3394,194
ENSG00000115107.21,111,9,76,38,668,3707,2,24,1210,93
ENSG00000115109.15,36,2741,250,550,256,1477,270,75,506,66
ENSG00000115112.9,2,19,0,75,30,393,12,4,1959,9
ENSG00000115128.8,31,235,355,962,242,1473,37,77,560,78
ENSG00000115129.15,18,11,27,113,23,564,6,28,86.001,8
ENSG00000115137.12,1,103,50,105,92,170,20,6,89,11
