GeneID,SRR11862834,SRR11862839,SRR11862840,SRR11862841,SRR11862842,SRR11862846,SRR11862849,SRR11862850,SRR11862853,SRR11862855
ENSG00000290814.1,0,0,0,0,0,0,0,0,0.611,0
ENSG00000290815.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290817.1,0,3.656,0,3.299,3.39,1.146,0,0,5.359,2.775
ENSG00000290819.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290820.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290821.1,0,8.858,0,6.948,9.209,4.746,1.023,2.074,11.694,4.034
ENSG00000290822.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290823.2,0,0,0,13.819,165.911,77.704,3.23,1.131,32.68,3.227
ENSG00000290824.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290825.2,0,0,0,0,1.003,0,0,0,0,0
ENSG00000290826.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290827.1,0,156.266,18.31,158.439,121.554,137.782,29.655,3.56,118.964,61.857
ENSG00000290829.2,0,13.141,1,8.007,0,0,1,0,1,0
ENSG00000290830.1,118.035,237.024,674.574,248.259,1490.472,1998.947,133.692,294.381,4162.111,514.277
ENSG00000290831.2,0,47.941,12.066,6.008,76.769,59.102,38.308,39.219,302.849,21.03
ENSG00000290832.2,5.925,47.176,13.637,67.531,159.18,122.041,17.467,13.202,100.503,28.675
ENSG00000290833.1,7.124,43.669,3.053,37.412,28.658,35.246,5.504,12.949,66.648,22.946
ENSG00000290834.2,0,1.269,0,0,0,0,0,0,6.584,0
ENSG00000290835.2,2,53,171.028,71,291.041,328.993,15.101,22.008,317.015,44.387
ENSG00000290836.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290837.2,0,2.904,0,5.03,7.253,0,0,0.987,3.871,2.037
ENSG00000290838.2,20.959,12.387,12,2.415,218.645,51.008,22.586,0,19.25,0
ENSG00000290839.2,0,0,0,0,0,0,0,0,1.075,0
ENSG00000290840.2,0,1,2,10,3,41,0,0,0,20
ENSG00000290841.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290842.2,15.552,26.334,30.925,39.728,256.536,151.17,78.56,52.904,18.386,484.69
ENSG00000290844.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290845.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290846.2,0,2.907,4.435,11.01,8.889,4.365,1.058,0,2,0
ENSG00000290847.2,0,0,0,1.128,0,0,0,0,0,0
ENSG00000290848.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290849.2,0,6.374,0,0,35.918,1.161,0,10.536,7.187,25.412
ENSG00000290850.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290851.2,0,2.165,2,0,1.001,3.235,0,0,20.542,7.581
ENSG00000290852.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290853.2,0,0,0,1.001,0,1.012,0,0,0,0
ENSG00000290854.2,0,3.305,0,1.203,2.094,0,1.003,0,0,2.161
ENSG00000290855.2,0,0,0,2.46,0,0,0,0,1.126,0
ENSG00000290857.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290858.2,1.004,3.376,0,87.547,6,143.816,0,0,12.121,3.528
ENSG00000290859.2,0,0,1.071,1,0,1.001,0,0,0,0
ENSG00000290860.2,27.693,386.586,385.015,165.355,442.55,658.868,5.656,50.554,420.066,59.951
ENSG00000290861.2,0,0.855,0,0,0,0,0,0,0,0
ENSG00000290862.2,0,22.775,2.202,10.981,13.718,15.362,0,0,14.41,5.967
ENSG00000290863.1,0,0,0,0.972,0,0.997,0,0,0,0
ENSG00000290864.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290865.1,1,10.877,0,8.011,30.088,23.053,4.019,2,6.397,14.092
ENSG00000290866.2,2,3.439,0,5.543,2.485,26.187,0,0.813,4.671,2.023
ENSG00000290867.2,0,2.88,0,1,0.992,0,0,0,0,1
ENSG00000290868.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290869.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290870.1,0,0,0,0,0,0,0,0,0,1
ENSG00000290871.2,139.029,822.256,584.687,859.973,392.492,3120.649,102.676,21.235,82.261,409.935
ENSG00000290873.2,9.782,10.036,36.025,16.599,60.664,112.159,4.023,16.09,101.058,34.443
ENSG00000290875.2,0,2.017,0,0,0,0,0,0,2,0.998
ENSG00000290876.2,6.322,189.571,10.735,359.339,107.05,180.039,27.564,15.436,245.906,65.89
ENSG00000290877.2,0,53.906,4.455,8.046,11,29.621,26.53,2,27.462,30.145
ENSG00000290878.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290879.2,1.914,44.603,10.215,73.983,21.541,44.187,1,1.487,35.45,6.002
ENSG00000290880.2,3,24.812,11.952,72.513,63.537,71.481,20.958,17.516,65.624,33.891
ENSG00000290881.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290882.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290883.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290885.2,0,2,0,0,0,0,0,0,0,0
ENSG00000290886.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290887.2,0,5,0,1,2,0,0,0,2,2
ENSG00000290888.2,0,6.063,0,1.559,16.545,2.067,3.827,0.718,10.017,8.292
ENSG00000290889.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290890.2,79.983,901.407,1638.77,722.006,5499.387,2756.009,280.997,660.63,7782.022,2583.913
ENSG00000290891.1,0,0.801,0,2.01,5.01,1.037,0,0.988,0,0
ENSG00000290892.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290893.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290894.1,0,30.167,0,9,10.954,88.121,7,1.001,59.362,5.779
ENSG00000290895.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290896.2,0,8.039,0,2,3,1,2,0,6,0
ENSG00000290897.2,0,35.27,0,9.042,3.01,80.409,13.154,7,4.994,19.065
ENSG00000290898.2,1.017,56.979,0,71.844,19.733,44.007,20.35,51.045,1031.02,10.218
ENSG00000290899.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290900.2,0,0,0,0,0,1.099,0,0,0,1
ENSG00000290901.2,0,25.893,0,22,8.327,16.799,4,9.283,25.522,5.596
ENSG00000290902.2,0,1,0,0,2.376,0,0,0,2.002,2.043
ENSG00000290904.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290906.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290907.1,0,0,0,1,0,0,0,0,0,0
ENSG00000290908.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290909.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290910.1,2,0,0,2,1,2,0,0,0,0
ENSG00000290911.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290912.2,0,40.688,1.492,0,1.948,100.447,0,2.187,82.859,10.884
ENSG00000290913.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290914.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290915.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290916.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290917.2,0,0,4,0,3,1.006,0,1,16.142,1
ENSG00000290919.2,0,0,0,0,0,1.003,1,0,0,0
ENSG00000290920.2,0,11,0,0,9.001,14,12.001,0,6.042,5
ENSG00000290921.2,10.5,666.512,118.052,417.798,426.294,454.616,77.939,46.145,243.336,107.62
ENSG00000290922.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290923.2,0,0,3.551,0,1,0,0,0,0,1
ENSG00000290924.2,4,19.733,6.911,30.01,50.596,62.336,3.954,39.998,375.744,35.919
ENSG00000290925.2,0,1,0,0,0,0,1,0,1,0
ENSG00000290926.2,1,20.251,1.419,10.835,14.306,17.514,2.004,0.961,19.116,11.736
ENSG00000290927.2,1,23,9,15,53,57.001,17,6,0,29.999
ENSG00000290928.2,83,1211.194,176.328,1117.527,340.284,1445.391,254.418,194.7,1195.674,664.974
ENSG00000290929.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290930.2,0,2,0,0,0,0,0,0,0,0
ENSG00000290931.2,0,6.224,0,11.001,0,158.992,2,2,14,56
ENSG00000290932.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290933.1,0,0,0,0,0,6.024,0,0,0,0
ENSG00000290934.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290935.2,0,5,0,0,10,38,0,0,2,5
ENSG00000290936.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290937.2,0,7.563,0,60.926,6.276,0,0,2.005,9.522,3.248
ENSG00000290938.2,0,0,0,0,0,1,0,0,0,0
ENSG00000290939.2,2.452,52.097,16.322,88.173,90.236,113.872,11.832,9.65,57.641,37.538
ENSG00000290940.2,1.048,5.079,30.886,20,129.623,99.037,2.585,8.049,155.725,21.262
ENSG00000290941.2,0,0,0,1,1.083,0,1,0,2.183,2.001
ENSG00000290942.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290943.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290944.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290945.2,10.312,46.071,126.59,44.067,308.211,298.438,15.522,7.061,218.227,50.046
ENSG00000290946.2,0,2.023,0,0,1.125,0,0.956,0,1.519,0
ENSG00000290947.1,0,0,0,1,16.441,0,0,0,13.48,8.597
ENSG00000290948.2,47.498,89.31,196.438,10.001,437.683,835.058,19.637,71.866,823.143,557.343
ENSG00000290949.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290950.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290951.2,0,16.257,1,24.004,63.66,27.529,11.636,1.782,109.621,21.172
ENSG00000290952.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290953.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290954.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290955.2,0,1.091,0,0,1,0,0,0,0,0.994
ENSG00000290956.2,0,2.002,0,0,2.171,2.946,0,2.099,41.217,0
ENSG00000290957.2,0,2.139,0,1.026,0,2.029,1,0,4.063,0
ENSG00000290959.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290960.2,0,12.058,0,7.799,8.024,39.478,4.032,0,86.293,13.377
ENSG00000290961.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290962.2,0,0,0,0,3,15,0,0,0,1
ENSG00000290963.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290964.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290965.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290966.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290967.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290968.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290970.2,1,47.576,6.003,19.095,21.195,65.791,21.844,39.121,38.182,44.19
ENSG00000290971.2,0,26.613,0,54.29,1.04,43.14,13.917,85.401,47.732,40.089
ENSG00000290972.1,0,61.555,0,0,1.86,27.07,1.84,8.257,22.569,0
ENSG00000290973.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290975.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290976.2,2.51,540.268,34.702,474.306,126.71,371.598,93.086,10.085,401.852,2.158
ENSG00000290977.2,0,0,0,0,0,0,4,0,0,0
ENSG00000290978.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290979.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290980.2,0,0,2,0,4,0,0,0,12,0
ENSG00000290981.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290982.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290983.2,0,4,0,1,0,0,0,1,1.814,5.796
ENSG00000290984.1,0,14.057,3.993,10.915,1.097,80.965,5.54,7.549,28.001,10.073
ENSG00000290985.1,0,0,0,0,1,0,0,0,0,0
ENSG00000290987.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290988.1,1,14,0,19,3.977,113,13,3,4,4
ENSG00000290989.2,1,1,1.004,2,0,4,0,0,2,0
ENSG00000290990.2,0,0,0,0,0,0,0,0,0,0
ENSG00000290991.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290993.2,8.009,55.028,76.015,98.669,333.545,380.915,29,41,264.036,174.033
ENSG00000290994.2,1,36.819,25.999,71.27,49.531,49.002,3.612,9.992,85.002,19.908
ENSG00000290995.2,0,1.633,0.971,6.428,3.157,2.04,1.061,0,10.352,0
ENSG00000290996.2,0,0,0,0,1,0,0,0,0,0
ENSG00000290997.2,0,5.199,0.95,2.022,1.464,22.258,0,0,2.497,0
ENSG00000290998.1,0,2,0,2.569,0,0,0,0,0,1.028
ENSG00000290999.2,0,3.118,0,1.012,0,0,0,0,0,0
ENSG00000291000.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291001.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291002.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291003.2,51,1185.45,800.959,1646.618,850.296,1658.506,281.615,148.339,970.458,257.863
ENSG00000291005.2,0,0,0,2.043,0,1.617,1,0,1,0
ENSG00000291006.1,0,0,0,1.078,2.214,1.081,0,0,0,0
ENSG00000291007.1,0,1.027,0,4.348,1.976,1.68,0,0,0,0
ENSG00000291008.2,6,11,26,39,63,241,0,0,185,65
ENSG00000291009.1,2,11.909,29.288,2.561,80.069,21.893,16.398,5.625,119.716,29.797
ENSG00000291010.2,37.443,165.896,82.713,336.423,172.464,701.953,85.63,66.652,162.363,124.257
ENSG00000291012.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291013.2,0,4.011,2.006,3.067,0,1.881,0,0,2.981,0
ENSG00000291014.1,0,0,0,0,0,1,0,0,0,0
ENSG00000291015.2,0,10.098,1,5.152,14.001,14.992,6,3.999,38.161,8
ENSG00000291016.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291017.2,0,4,0,0,0,0,0,0,1,0
ENSG00000291018.2,0,0,0,0,0,0,0,0,1,1
ENSG00000291019.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291020.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291021.2,0,0,0,0,0,4,0,0,0,0
ENSG00000291022.2,0,23,0,1,0,0,5,0,0,0
ENSG00000291023.1,1.001,3.343,0,0,3.443,0,4.547,0,3.791,0
ENSG00000291024.2,0,1.006,0,0,0,0,0,1.239,0,0
ENSG00000291027.2,16.018,530.053,1010.462,572.846,2052.364,967.179,203.335,51.168,2227.831,254.534
ENSG00000291028.2,0,18.267,4.01,26.304,38.809,36.707,8.309,2.038,52.084,15.224
ENSG00000291029.2,0,0,0.996,2.375,0,1.072,0,0,0,0
ENSG00000291030.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291031.2,0,0,0,2,4,3,0,0,5.001,0
ENSG00000291032.2,0,0,0,1,0,0,0,0,0,0
ENSG00000291033.2,0,0,0,0,0,2,0,0,0,0
ENSG00000291034.2,0,18,0,0,0,2,6,0,0,0
ENSG00000291035.2,54.003,386.176,1576,112,913.087,1445.98,128.855,109.91,4143.497,835.939
ENSG00000291036.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291037.2,0,14.108,0,3,0,2.3,4,0,0,0
ENSG00000291038.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291039.3,0,0,0,1,0,0,0,0,0,0
ENSG00000291040.2,1,6,27,28,57,87,2,7,56,11
ENSG00000291041.2,1,54.081,0,4.013,8,20.012,13.757,1,5,17.007
ENSG00000291042.2,0,0,0,0.975,0,1.001,0,0,0,0
ENSG00000291043.2,0,18.91,1.972,5,11,33.29,2,3,26,16.968
ENSG00000291044.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291045.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291046.2,0,3,1,4,0,1,0,0,4,0
ENSG00000291047.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291049.2,0,1.969,12,2,28,5.706,3,0,28.282,0
ENSG00000291050.2,15.737,66,79,27,106,2.312,75.9,63,0,28
ENSG00000291051.2,4,210.997,43,88.998,96.991,643.609,47,38,196.979,68
ENSG00000291052.2,0,0,0,38,4,0,0,1,0,0
ENSG00000291053.2,2,104.745,69.171,74.388,67.586,122.535,24.853,12,305.959,18.036
ENSG00000291054.2,3.523,32.095,4.28,21.577,37.442,43.034,6.799,6.506,37.274,13.996
ENSG00000291056.2,0,8.042,0,7,1.18,9.995,1,0,13.086,2.013
ENSG00000291057.2,0,11.834,3,4,5,11,1,11,31,0
ENSG00000291060.2,0,75.304,1.906,66.899,33.184,24.394,13.395,40.124,403.364,21.971
ENSG00000291061.2,0.997,0,0,0,1,0,0,0,0,1.251
ENSG00000291062.2,0,164.113,325.439,17.547,368.496,219.217,49.443,88.813,472.128,190.421
ENSG00000291063.2,1,0,0,13.121,3.318,29.025,1.984,3.192,34.033,5.8
ENSG00000291064.2,26.009,96.788,41.781,47.58,31.703,682.646,22.1,28.62,63.166,88.691
ENSG00000291065.2,0,22.05,3.466,1.025,0,0,4.135,3.003,3.694,0
ENSG00000291066.2,18.121,145.609,56.197,345.307,374.285,452.822,38.222,33.268,310.894,122.62
ENSG00000291067.2,10,41,369,276,137,773.001,8,18,1430,71
ENSG00000291068.2,12.013,344.765,231.954,441.87,306.694,633.23,42.748,47.223,981.492,279.181
ENSG00000291069.2,6.357,113.788,10.272,50.418,82.436,136.593,12.751,24.268,154.546,42.382
ENSG00000291070.1,0,0,0,1.007,0,2,0,0,0,1
ENSG00000291071.2,5,4.996,16.001,5.768,39,108.001,7.995,17.999,21.994,16
ENSG00000291072.2,17,85.148,157.422,14.33,237.574,371.376,89.749,80.323,327.688,265.031
ENSG00000291073.2,263.053,3891.414,2904.605,10321.489,6483.888,8967.697,1208.96,723.6,7926.76,1414.907
ENSG00000291074.2,0,1,0,0,0,11,10,1,0,0
ENSG00000291075.2,17,749.985,112.971,377.228,97.078,737.819,108.252,111.846,471.398,132.818
ENSG00000291076.2,0,0,0,2,0,0,0,0,1,0
ENSG00000291077.2,0,5.402,0,0,0,0,0,1,2.447,1.001
ENSG00000291078.2,17,51.832,68.357,55.511,98.211,599.531,19.978,18.08,311.857,62.127
ENSG00000291079.2,10,104.328,275.131,110.288,181.007,298.516,38.148,18.999,504.292,55.4
ENSG00000291080.2,77.96,300.498,219.749,500.841,249.364,2019.626,99.002,66.307,512.112,341.847
ENSG00000291081.2,3,28,19.078,9,203.016,51.866,25,11.008,28.001,18.358
ENSG00000291082.2,2.467,134.528,65.581,92.491,72.303,120.254,39.558,19.976,224.534,30.979
ENSG00000291083.2,2.001,13.95,0,27.423,28.832,24.159,13.862,0,35.987,15.867
ENSG00000291084.2,0,64.515,77,19.27,76.168,153.909,48.102,5,272.604,119.313
ENSG00000291085.2,1.057,9.873,0,11.561,1.268,13.689,47.455,0,3.779,9.098
ENSG00000291086.2,0,0,2,0,0,3,0,1,0,0
ENSG00000291087.2,25,51.826,59.504,154.856,149.423,409.661,36.28,30.026,290.589,62.546
ENSG00000291088.2,0,1.516,4.232,0,1.255,4.175,0,0,0,8.83
ENSG00000291089.2,3.014,131.299,152.001,108.177,65.665,149.656,29.539,99.044,83.502,408.729
ENSG00000291091.2,18,233.147,53,88.397,106.942,310.353,47,29,65.091,63.048
ENSG00000291092.2,20.511,294.249,709.689,216.027,1020.575,875.878,40.352,98.671,1105.723,238.761
ENSG00000291093.2,3,561.782,45,1196.901,41.077,1350.633,120,63,229.202,85.146
ENSG00000291094.2,4,0,12.232,0,0,23.928,0,24.052,0,0
ENSG00000291095.2,0,2,0,0,0,0,0,0,0,0
ENSG00000291096.2,0,1.29,0.992,27.687,0,6.995,0,0,0,2.993
ENSG00000291097.2,1,12.806,36.789,10.902,58,77.721,5,4,65.297,8.01
ENSG00000291098.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291099.2,0,15.907,0,4,8.006,52.716,1,2,29.002,7
ENSG00000291100.2,5.138,324.893,42.996,367.623,50.052,304.823,94.841,18,34.071,14.124
ENSG00000291101.2,0,0,0.996,3.78,10.227,2.282,2.046,0.978,10.67,5.124
ENSG00000291102.2,1.124,79.449,44.869,55.796,90.012,173.65,11.397,64.01,378.712,32.326
ENSG00000291103.2,0,4,1.001,2,0,6.006,0,0,1,3.153
ENSG00000291104.2,1,2,30,15,38,43,1,5,97,11
ENSG00000291105.2,32,67,172.999,337,819.001,796.078,21,12,502.003,179
ENSG00000291106.2,19,61.712,15,93.551,48.482,185.223,32,68,39.019,4.213
ENSG00000291108.2,0,0,0,0,1.951,0,0,0,4.326,0
ENSG00000291109.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291110.2,7.607,60.322,16.244,87.141,87.456,131.461,15.041,6.676,76.696,43.442
ENSG00000291111.2,0,0,0,0,0,0,1,0,0,0
ENSG00000291112.2,8,411,23,40,213,152,81,6,58,54
ENSG00000291113.3,0,28.094,0,37.233,30.654,42.149,5.942,8.16,63.373,13.534
ENSG00000291114.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291115.2,0,27,4,37,0,19.865,2,59,4,0
ENSG00000291116.2,0,3.133,0,14.529,5.313,35.427,4,0,11.454,4.067
ENSG00000291117.2,0,0,0,0,8.93,0,0,0,0,0
ENSG00000291118.2,26.998,119.867,399,127.983,953,1030.365,92.999,116.239,1846.711,291.791
ENSG00000291119.2,3,1.043,2.005,7.087,0,4.02,5.008,0,11.058,2.142
ENSG00000291121.2,3,105,39,192.166,295.324,289.602,37,34,394,73
ENSG00000291122.2,58.823,397.308,102.83,188.465,151.275,2583.627,161.232,159.749,411.12,531.357
ENSG00000291123.2,1.678,3.938,0,0,2.396,8.667,0,2.124,0,3.824
ENSG00000291124.2,0,100.305,78.671,194.418,140.131,298.64,26.202,36.721,247.062,38.02
ENSG00000291125.2,0,8.394,0,1.006,1.94,4.661,1,0,3.36,3.108
ENSG00000291126.2,0,9.143,1.276,5.479,4.559,13.791,2.057,0,19.959,9.44
ENSG00000291127.2,1,25.523,3.001,30.989,22.048,12.031,1,2.519,14.007,1.993
ENSG00000291128.2,1,0,1,1.715,6.127,3.164,0,1,2.461,2
ENSG00000291129.2,4,15.253,9.505,36.962,95.264,61.093,4.378,3.753,187.777,7.783
ENSG00000291130.2,1,39.356,2.877,110.775,21.621,258.429,9.726,0,16.853,2.058
ENSG00000291131.2,4,54.682,80.293,144.106,105.16,279.92,4.97,11,34.555,76.226
ENSG00000291132.2,1,24,45,61,184.001,142.999,14,61,199.041,47
ENSG00000291133.2,15.083,380.383,4.469,68.772,122.437,193.109,52.12,2.02,425.641,16.278
ENSG00000291134.1,0,0,0,5.053,0,0,0,1.022,0,0
ENSG00000291135.2,0,86.366,0,473.712,9.828,265.565,8,7.292,6.547,25.183
ENSG00000291136.2,29,287.516,411.168,155.2,699.038,1174.104,51.2,35.291,681,230.359
ENSG00000291137.2,0,27.725,5.422,8.109,75.952,189.316,20.959,38.884,139.699,57.261
ENSG00000291138.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291139.2,12.54,162.433,17,61,261.383,492.803,42.002,14,482.976,120.002
ENSG00000291140.2,4,79,190,97.052,73,192,12,14,335,21
ENSG00000291141.2,3.025,52.249,3.025,9.421,15.094,47.678,11.594,12.392,64.846,23.93
ENSG00000291142.2,0,9,2.516,11,10.008,28.84,2.6,0,0,3
ENSG00000291143.2,0,0,0,1,0,0,0,0,1.062,0
ENSG00000291144.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291145.2,4,23.236,3,6.001,37.114,199,9,14,108.564,38.914
ENSG00000291146.2,5,38.001,23,18,86,177,16,17,195,25
ENSG00000291147.2,0,7.023,12.025,22.097,7.525,9.731,0,0,4.082,4.041
ENSG00000291148.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291149.2,0,0,4.175,0,6.295,15.573,1,0,10.279,6.044
ENSG00000291150.2,7,14.647,14.927,12.045,33.592,8,1,1.787,1,19.597
ENSG00000291151.2,47.618,45.416,81.589,29.623,391.983,631.731,33.297,83.638,1283.555,218.368
ENSG00000291152.2,0,0,0,0,3.507,1.916,0,0,3.419,0
ENSG00000291153.2,0,42.145,6.448,25.843,32.976,33.878,5.534,1.722,68.424,12.701
ENSG00000291154.2,20,637.727,590.745,586.775,1004.349,1090.197,148.882,68.56,1002.218,438.1
ENSG00000291155.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291156.2,0,1.012,1.517,4.752,0,1.839,0,1.064,9.944,0.99
ENSG00000291157.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291158.2,25.708,45.847,0,150.493,599.647,445.226,59.413,0,11.174,371.751
ENSG00000291159.2,6,41.859,51.492,30.501,167.252,303.828,15.711,17.086,378.442,51.414
ENSG00000291163.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291164.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291165.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291166.2,0,7.095,0,4.025,0,2,0,1,0,0
ENSG00000291167.2,0,0.949,0,0,0,2.716,0,0,0,0
ENSG00000291168.2,0,51.479,0,1.024,7.498,21.037,18.822,5.892,5.621,13.667
ENSG00000291169.2,8.938,91.216,5.662,23.995,13.995,488.393,30.732,31.424,98.717,89.592
ENSG00000291170.2,0,1.381,0,1.431,3.385,1.263,0,0,0,1.073
ENSG00000291171.2,10,60.942,7.041,23.528,118.268,150.094,23.027,18.003,168.657,39.512
ENSG00000291172.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291173.2,1,5,6,58,30,13,0,0,11,1
ENSG00000291174.2,0,21.775,1.695,12.929,70.976,4.441,3.479,2.004,18.387,18.474
ENSG00000291175.2,0,36.876,3,68.974,18.012,199.186,68.544,87.59,139.535,16.042
ENSG00000291176.2,14.249,84.291,62.536,201.517,175.269,1279.076,45.848,16.241,344.744,135.117
ENSG00000291177.2,3.009,314.771,33.127,671.884,156.082,292.912,31.809,43.03,1584.542,168.009
ENSG00000291178.2,65.99,393.244,373.973,455.263,658.979,1309.263,116.244,94.725,681.072,468.559
ENSG00000291179.2,0,0,1.47,0,0,3.333,0,0,6.647,5.273
ENSG00000291180.2,1,6,0,20,5,0,0,4,23,11
ENSG00000291181.3,7.449,171.134,14.9,28.188,7.449,349.317,44.556,16.639,235.755,114.201
ENSG00000291182.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291183.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291184.2,0,15,0,9,2,2,0,1,0,14
ENSG00000291185.2,1,0.679,0,1.958,0,0,1.007,1,0,0
ENSG00000291186.2,10,12,12.337,17.998,15.035,135.994,7,15.999,34.999,12
ENSG00000291187.2,0,1.261,0,4.082,0,6.932,0,0,0,0
ENSG00000291189.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291190.1,0,5,0,36,2,2,3,0,3,1
ENSG00000291191.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291193.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291194.2,47.948,353.841,253.635,705.479,502.538,2134.899,86.812,176.915,883.494,152.897
ENSG00000291195.2,0,0,0,0,0,0,0,0,0.809,0
ENSG00000291196.2,1,1,0,0,0,5.581,0,0,17,2
ENSG00000291197.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291198.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291199.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291200.2,0,0,0,0,0,0,0,0,0,0
ENSG00000291201.2,10.51,540.437,392.579,246.998,265.085,823.004,39.78,45.884,1842.61,399.057
ENSG00000291202.2,8.389,111.895,28.412,233.707,294.913,219.735,21.497,11.212,265.656,168.531
ENSG00000291203.2,92,480.585,250.337,569.017,1137.244,1919.998,225.415,82,1099.894,612.153
ENSG00000291204.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291205.2,0,0,0,0,0,0,0,0,0,1
